"","1mem_Bt_12pt5hr-2","1mem_Bt_12pt5hr-3","1mem_Bt_12pt5hr-4","1mem_Bt_25hr-2","1mem_Bt_25hr-3","1mem_Bt_25hr-4","1mem_Bt_30hr-2","1mem_Bt_30hr-3","1mem_Bt_30hr-4","1mem_Bt_35hr-2","1mem_Bt_35hr-3","1mem_Bt_35hr-4","1mem_Bt_40hr-2","1mem_Bt_40hr-3","1mem_Bt_40hr-4","1mem_Bt_45hr-2","1mem_Bt_45hr-3","1mem_Cv_12pt5hr-2","1mem_Cv_12pt5hr-3","1mem_Cv_12pt5hr-4","1mem_Cv_25hr-2","1mem_Cv_25hr-3","1mem_Cv_25hr-4","1mem_Cv_30hr-1","1mem_Cv_30hr-2","1mem_Cv_30hr-3","1mem_Cv_30hr-4","1mem_Cv_35hr-1","1mem_Cv_35hr-2","1mem_Cv_35hr-3","1mem_Cv_35hr-4","1mem_Cv_40hr-2","1mem_Cv_40hr-3","1mem_Cv_40hr-4","1mem_Cv_45hr-2","1mem_Cv_45hr-3","1mem_Cv_45hr-4","1mem_Ps_12pt5hr-2","1mem_Ps_12pt5hr-3","1mem_Ps_25hr-2","1mem_Ps_25hr-3","1mem_Ps_25hr-4","1mem_Ps_30hr-2","1mem_Ps_30hr-3","1mem_Ps_30hr-4","1mem_Ps_35hr-2","1mem_Ps_35hr-3","1mem_Ps_35hr-4","1mem_Ps_40hr-2","1mem_Ps_40hr-3","1mem_Ps_40hr-4","1mem_Ps_45hr-2","1mem_Ps_45hr-3","1mem_Ps_45hr-4"
"2.257757133/329.0906355","0.5396287","0.6408553","0.7258589","1.5887271","1.1219763","1.6621633","1.4877106","1.6006046","1.7101234","1.5884096","1.7615324","1.7316818","1.3558411","1.8731372","1.8547548","1.7431691","1.9164193","2.6856263","2.8750809","2.1931324","3.7252797","3.4718278","3.7283781","3.9501973","3.2826007","3.1872710","3.7149852","3.5145811","3.3630629","3.5736699","3.7722424","3.7917842","4.4517233","3.8095057","3.6631000","3.5804953","4.0501054","0.3963890","0.1905419","1.3293487","1.0804484","1.3166011","1.2007381","1.1268747","1.4982934","1.6115056","1.5300076","1.4400621","1.5037676","1.0941103","1.3458173","1.5370468","1.7174763","1.4788329"
"2.395262636/222.0767937","0.6732129","0.4520151","0.4440712","1.5686487","0.7515342","1.2731672","1.5131659","0.6620954","1.3931244","1.3784081","1.1642768","1.2388527","1.6900994","1.1915347","1.3802042","1.6158561","1.5556215","2.7275365","2.6927101","2.7312323","4.5284318","4.3884472","4.5128609","4.6744108","5.2771237","4.6874447","5.1228839","5.1976446","5.9878889","5.7898961","5.7929392","6.9582464","6.5396882","6.2265678","7.0371207","6.4491650","6.8763493","0.6846998","0.7688099","1.8751597","1.2826779","1.6093752","2.0087855","1.8480974","2.0385423","2.3713750","2.1688812","1.8721345","2.1405093","1.4724721","2.2241059","2.2218726","2.4931986","2.1319772"
"5.214571085/291.0658239"," 7.2631410"," 7.2134474"," 7.8704506","10.3161682"," 9.5326772","10.6041819","11.4605311","10.6323108","11.9546715","11.7582228","12.2252200","12.8245663","13.4559827","14.0237879","14.1778825","13.4218270","14.7243676"," 3.1461668"," 2.7868201"," 2.2212610"," 1.8379410"," 2.9326464"," 1.9381895"," 1.3750463"," 2.4764641"," 4.1368698"," 2.8771283"," 1.6610986"," 2.5225910"," 3.8557321"," 2.6983990"," 3.4366954"," 5.0353845"," 2.5046208"," 0.1895645"," 4.7237898"," 2.0889393"," 2.5472883"," 2.7395926"," 2.8879208"," 3.2335970"," 5.8479533"," 3.0510132"," 3.8294702"," 6.5874320"," 3.2052237"," 3.4234004"," 7.1365263"," 4.1297983"," 5.8536196"," 7.7144899"," 1.9397076"," 4.3791021"," 5.3628699"
"3.412548939/186.1132894","0.5618887","0.4488290","0.3798500","0.5342492","0.4632802","0.5575681","0.5232764","0.4732330","0.8051108","0.5136420","0.4785575","0.6175820","0.4833598","0.4523493","0.4946211","0.9865508","0.4683696","2.6591748","2.8740922","2.7158164","4.3475475","4.3552294","4.3190835","3.4894946","4.8048858","4.6295630","4.7394475","3.9759347","5.2559106","5.1227591","5.0062103","5.6175435","5.7278795","5.3302816","5.5950029","5.4684181","5.6201295","0.5927090","0.4393448","1.5037412","0.8166530","0.5602038","1.8672581","1.9627936","1.2684174","2.4438757","1.1824234","1.1454195","1.9668887","3.9166670","1.7020485","1.8852556","2.4777225","2.3872225"
"5.4729617/195.1752886","1.9879081","2.0133287","2.1339263","2.5672146","2.5662900","2.4986757","2.5525125","2.6658011","2.6466622","2.5490153","2.7735390","2.8370134","2.7656599","2.8608099","2.9106670","2.6015162","3.0338719","2.3590779","2.6214489","2.3517291","2.9964633","2.8621032","2.9720557","2.8990575","3.3132589","3.0538113","3.3101722","3.2999504","3.5669076","3.3626650","3.5855651","3.7209016","3.8502253","3.6823693","3.9529431","3.6469101","3.9108062","0.6359063","0.5723220","0.5427454","1.0890153","1.3537976","0.5113265","0.7924821","1.3493294","0.4578149","0.5958560","1.4299724","0.6320664","1.3851737","1.2539282","0.5044213","1.0149669","0.7392155"
"3.761803183/203.1284742","1.7457442","1.4892568","1.7087755","1.9665869","1.9403423","1.9356980","1.9556916","1.9642064","1.8782045","2.0577056","2.0478860","1.9941731","2.1186995","2.1247146","2.0747796","2.1737464","2.1991400","2.3796671","2.5609671","2.4674622","3.1293844","3.1476653","3.1027838","3.0820149","3.3647054","3.3739047","3.5299497","3.2563583","3.6337706","3.7124179","3.6541952","4.0947975","4.2351877","3.8232310","3.9346551","3.8280018","4.2714326","1.0814552","0.8221228","1.8742897","1.5430930","1.8113899","2.0563257","1.9160382","2.2133045","2.3736562","2.1681764","2.1299549","2.4197402","2.5449626","2.6370179","2.8623714","2.4365366","2.8864011"
"3.94912109/207.0694219","2.599054","2.679500","2.752062","4.462976","2.385941","2.464448","4.755542","2.460767","2.515926","4.328315","2.401651","2.508734","4.916915","2.751577","2.623261","4.863743","2.327929","2.254813","2.719870","2.293317","4.552834","4.673015","2.460609","4.295789","4.872862","4.625458","2.029964","4.357692","4.485928","5.079917","2.529651","5.214457","5.126412","2.474588","4.873852","5.055336","2.736503","2.606677","2.526699","5.135019","4.822835","2.465532","4.872234","4.454146","2.511490","4.823778","5.017967","2.198924","4.687531","2.090110","2.526193","4.608184","4.702211","2.282870"
"2.311784434/301.8594923","0.9773321","0.9610691","1.0399139","1.8555230","1.6484265","1.5745305","1.8928603","1.5335300","1.5502961","1.9291274","1.8580848","1.5642370","2.0587674","2.0753298","1.7653412","2.1173544","2.1545884","2.4969995","2.3230263","2.1013880","3.6296693","3.2327519","3.3719192","3.1954481","3.9753687","3.1874039","3.5275125","3.6244960","4.1768831","3.7886106","3.8160822","4.4200662","4.0003068","3.7825812","4.3273530","3.8225058","4.1280675","0.3943310","0.1905419","0.4989870","0.2820428","0.7478611","0.6672522","0.4202351","0.8633759","0.6879398","0.7316681","0.8967905","0.7207400","0.5269852","0.8931211","0.5918968","0.6676598","0.4169909"
"5.18953617/486.9225291","2.374626","2.167587","2.234069","3.960535","2.339646","2.151511","3.690521","2.425669","2.202451","3.698779","2.250260","2.116802","3.944884","2.367037","2.281893","3.650565","2.287907","2.325583","2.232563","2.270989","3.494727","3.825085","2.133994","3.064637","3.548507","3.698349","2.158892","3.085428","3.515479","3.818624","2.049069","3.840879","3.812456","2.194507","3.849738","3.576247","2.109254","2.292848","2.190006","3.067497","3.850625","2.063005","3.738040","3.855795","1.519624","3.094963","3.652660","1.495767","3.351897","1.939542","1.587095","2.779120","3.688445","1.127101"
"6.256478318/243.1961503","3.103128","3.437027","3.145592","3.776297","4.151793","3.812346","3.797197","4.303823","4.082656","3.836577","4.072403","4.299719","4.006867","4.208357","4.853093","3.849400","4.297371","2.356887","2.597566","2.702176","2.747231","2.943289","2.784494","2.596708","2.867934","4.021099","3.250358","2.870888","3.070234","3.783478","3.332341","3.210774","4.084375","3.266765","2.998796","4.514780","4.060910","3.069932","3.286509","2.586970","3.967912","2.671708","2.811938","3.583557","3.208571","2.867630","3.580673","3.256501","3.726865","4.938935","3.370496","3.283040","4.039890","3.055511"
"2.326503897/307.8945344","1.1358331","1.0176619","0.9420300","1.8240784","1.7109982","1.4838188","1.8687796","1.8402921","1.5251817","1.9157706","1.9185057","1.5101323","2.1089764","2.0369460","1.4687757","2.1327668","2.0718578","2.4017405","2.2658406","2.0137878","3.5345575","3.3244745","3.0745539","2.8647924","3.8071650","3.5659062","3.2172947","3.1617238","3.9912102","3.9654107","3.5203337","4.3720581","4.4129004","3.4784860","4.0974780","4.3877105","3.8853614","0.4157667","0.5127297","0.6229215","0.6784329","0.7572681","0.6606350","0.7510777","0.6862820","0.9784610","0.6623130","0.7851828","0.8054497","0.6808791","0.8761677","0.7292541","0.6091915","0.4187689"
"2.337115713/158.0820382","0.5891149","0.6197841","0.6280456","0.9248698","0.7867029","0.9533376","0.8015650","0.8215081","0.7235289","0.8578510","0.7659627","0.6809888","0.9258240","0.9536999","0.6266715","1.1689726","1.0436174","2.3472988","2.3147068","2.5939915","4.9440745","4.6278354","4.3995420","4.1781219","5.1962790","5.0794559","5.2025646","4.5264152","5.7487113","5.7552820","5.5731482","6.6745298","6.2320662","5.1144186","6.5510703","5.0996992","5.5371337","2.1375837","1.9825861","2.8633830","1.7556752","1.6034749","2.6937149","2.3894582","1.9804992","3.1165764","2.3649531","1.9759994","2.1970978","2.2783962","2.3568986","2.8520711","2.5598636","2.2808151"
"5.547330634/454.9988012","2.171719","2.251987","2.338573","3.512993","2.341123","2.280226","3.230378","2.309058","2.289795","3.338822","2.241131","2.344004","3.453111","2.354401","1.721715","3.314557","2.368373","2.222893","2.323434","2.340653","3.257004","3.289685","2.272371","3.084709","3.271453","3.210739","2.278120","3.147865","3.163230","3.404240","2.317281","3.379167","3.298525","2.273988","3.252576","3.243172","2.256230","2.221803","2.258315","3.358721","3.397054","2.287207","3.217003","3.270217","2.361747","3.397366","3.536758","2.288620","3.022615","2.133994","2.310402","3.044561","3.448385","2.341747"
"2.750074792/157.050392","2.627021","2.820470","2.946851","3.347696","3.339820","3.882094","3.710569","3.434553","4.165848","3.601499","3.804725","4.169259","4.072958","4.149891","4.662996","3.901293","4.231105","2.350120","2.587916","2.637556","2.617814","2.992205","3.564335","2.883751","2.935033","3.042343","3.630149","3.022853","3.251323","3.424238","3.625376","2.918815","3.693711","3.677550","3.256949","3.312171","3.775387","1.886252","2.031775","5.090465","4.820867","5.408778","5.579632","5.623021","6.298369","5.614667","6.173829","5.745061","5.591659","5.836666","6.455011","6.261301","6.629934","6.050255"
"2.836905532/187.0973499","1.689609","1.628672","2.005881","2.293838","2.447538","1.769499","2.324928","2.798778","2.195750","2.363281","2.419925","2.257040","2.533656","2.595324","2.427487","2.619548","2.574097","2.185874","2.382999","2.267597","2.814601","2.857812","2.780212","2.578966","3.052387","3.066816","3.067707","2.790427","3.260384","3.016096","2.993462","3.317619","3.651427","2.774764","3.076574","2.837202","2.740444","1.849035","1.717535","2.176274","1.835959","2.255711","2.244248","2.410980","2.341582","2.360258","2.289157","2.212872","2.781941","2.540835","2.372578","2.360806","2.572370","2.427389"
"5.106940514/387.2176764","2.006875","1.768640","2.129855","2.155704","2.480941","2.510768","2.252519","2.657666","2.752625","2.130917","2.612386","2.732679","2.334341","2.797600","2.915220","2.308943","2.694572","2.109230","2.568931","2.231687","1.886491","2.039103","2.701137","2.245383","1.748640","2.099189","2.454729","2.356380","1.555902","1.803245","2.607944","1.807319","1.708437","2.513096","2.228568","2.562268","2.576194","2.032200","2.100318","2.339150","2.111824","2.496962","2.340936","2.271990","2.847276","2.116918","2.329345","2.587807","2.395599","2.723187","2.906495","2.479181","2.392470","2.664741"
"2.1899244/207.0869633","2.303817","2.269543","2.164705","2.841574","3.005706","2.811630","2.909467","3.083867","2.923474","2.990546","3.293982","2.995708","3.185364","3.486554","3.296088","3.209847","3.485321","2.130067","2.048080","2.036975","2.553237","2.448423","2.640636","2.423898","2.673928","2.489601","2.715624","2.468610","2.757702","2.625262","2.801462","3.056638","2.824910","2.831895","2.947026","2.645433","3.013287","1.991536","1.808861","2.199620","2.142835","2.200190","2.173229","2.128279","2.360821","2.381245","2.242882","2.378588","2.468506","2.124081","2.475220","2.471559","2.341389","2.307035"
"5.344872818/209.1543553","2.107516","2.114809","2.081418","2.814256","2.879309","2.016128","2.830611","2.896762","2.030263","2.903889","2.162478","2.006801","2.844764","2.328346","2.045666","2.807251","2.823691","1.984227","2.123341","1.848788","2.549211","2.408551","1.857558","1.920896","2.663136","1.520121","2.021595","2.001810","2.247384","2.684429","1.844069","2.189216","2.015615","1.896272","2.723948","2.524198","1.883272","2.086984","2.063567","1.799892","2.689590","1.882271","2.345800","1.837821","2.047926","2.358847","2.454863","2.331442","2.370466","2.016143","2.409463","1.896638","2.621321","2.354234"
"1.194062431/147.0660296","1.303825","1.148668","1.557218","2.124100","2.541777","3.824315","1.904292","2.479900","3.588765","2.273285","2.321505","2.358958","2.864979","4.086836","4.838922","4.304157","4.335642","2.711045","2.669008","2.487248","5.041541","4.133382","3.978144","2.729731","5.310985","4.229687","4.185482","4.154186","4.348049","4.346410","3.984214","4.517020","4.735028","4.409202","4.276631","4.443561","4.831638","1.780926","3.042067","3.524387","3.946826","3.349362","4.902164","4.591629","5.541883","6.213263","3.916902","5.344053","7.030378","4.319731","4.024774","6.587383","5.331793","6.233589"
"4.484671741/329.2328974","2.431596","2.313920","2.048402","2.582961","3.125612","2.327754","2.553694","3.321019","2.114959","2.551912","2.919909","2.112661","2.545452","3.033966","2.673413","2.503433","3.036116","2.214179","2.375379","1.946769","2.107950","2.040863","2.274549","1.919558","2.117746","2.998439","2.322084","1.842244","2.587098","2.899989","2.253106","2.524001","3.068622","2.408780","1.740627","3.299104","2.268237","2.518506","2.348127","1.903128","2.825640","2.157291","2.253673","2.489919","2.299043","2.123794","1.803274","2.021090","2.182528","2.848854","2.240857","1.899728","2.622025","2.055305"
"6.339643953/243.1961627","3.146359","3.232483","3.084236","3.740032","4.109124","3.812346","2.177503","4.310445","4.082656","3.836577","4.029698","4.299719","3.957119","4.180708","4.853093","3.906962","4.282833","2.025472","2.241071","2.082814","2.762401","2.827329","2.127196","2.596708","2.867934","3.888893","2.223236","2.815838","2.430443","3.640223","3.316344","2.550596","4.276180","3.156665","2.998796","4.362105","4.060910","2.337502","2.086149","2.224057","2.442741","1.818030","2.227218","2.947737","1.861958","2.463410","2.280684","3.256501","3.726865","4.002556","3.370496","2.451339","2.788916","2.892031"
"4.872325978/259.1909197","1.5461207","1.3323070","1.3079473","1.8978207","2.1036761","1.7218128","1.9003416","2.9619596","1.8227506","2.4015404","2.5869389","1.9580029","2.0214270","2.7751555","1.7627192","2.0851243","2.9201053","1.7784526","2.1854649","1.9912747","2.4713034","2.5029364","2.4433766","2.3971270","2.7985248","2.9145059","2.7994451","2.7073764","3.1346565","3.2271877","3.0629014","3.5056557","3.7454658","3.3055693","3.6176529","3.5586118","3.7160032","1.0043655","1.1676263","1.4883455","1.3766122","1.2594499","1.5779074","1.2632328","1.3343627","1.6160808","1.0051394","1.2601184","0.9061849","1.6583789","1.2492803","1.4840087","1.1749034","1.3617170"
"2.624922976/242.9156559","1.4361534","1.5010642","1.4710343","1.9955143","1.8270578","1.8319040","1.9749691","1.9770873","1.8772076","2.1531067","1.9970803","2.0902785","2.3871950","2.0508453","2.3218657","2.3855902","2.2580610","1.9722063","1.3515066","1.2513326","4.0740273","4.0666927","4.2794166","2.4031485","4.6729260","4.3919996","4.4208026","3.3539154","5.3505424","5.3384402","5.1869943","6.6509184","6.3744419","5.5289384","7.1150964","6.0094734","6.2362244","0.5867080","0.5143840","0.3370589","0.5178149","0.7939621","0.3667847","0.5420956","0.8140450","0.3762726","0.3945709","0.9467019","0.4796349","0.6304729","0.8256543","0.3664139","0.5256941","0.4102215"
"5.794503438/298.1807518","16.8184917","16.4113557","16.8318332","21.1643631","19.3777761","19.3349465","21.6754520","20.4447162","20.5172524","21.8736388","21.5376900","21.4388473","23.2371000","23.1060381","22.4902128","23.5467820","22.9869737"," 1.8428070"," 1.1359205"," 1.2152269"," 0.7926167"," 1.2295892"," 1.0343356"," 0.3971435"," 1.1314008"," 1.7825227"," 1.5648461"," 0.6167764"," 1.0712673"," 1.9560314"," 1.6027482"," 1.8629189"," 2.5709266"," 1.4525199"," 0.1895645"," 1.9236590"," 0.9129580"," 1.2085178"," 1.6139861"," 1.6533206"," 1.4888324"," 9.6828947"," 2.0427826"," 1.6434425","10.8859352"," 1.6898806"," 1.7951792","10.8715278"," 2.1564729"," 3.1389112","11.3408941"," 1.0057768"," 2.1294340"," 7.1994777"
"4.54164123/223.1006733","1.3566930","0.7377636","1.4829978","1.7428314","1.2013511","1.5026512","1.8252418","1.1674065","1.5073904","1.6855791","1.2315622","1.7666493","1.9209525","1.5939871","1.6507118","1.8731366","1.5815697","2.1426716","2.6859229","2.0390450","2.3116072","2.7599638","2.2869336","3.6741871","2.2218438","2.6321393","2.4418930","3.8087025","2.4546176","2.9243336","2.3814392","2.6543449","3.1130017","2.2401857","2.4546147","2.6995313","2.1971186","1.0760537","2.0081460","1.8195952","1.8995476","1.1071634","1.8560718","1.7783745","1.5974938","1.7544069","2.1977019","1.2909286","1.6862910","1.3317636","1.2701989","1.7268520","1.8073084","1.0292341"
"2.406866862/188.0926098","0.1907524","0.2328864","0.3565393","0.3737560","0.2659752","0.3396477","0.3506340","0.2923256","0.4221278","0.4196252","0.3742339","0.6418463","0.5143784","0.6670567","0.6758002","0.6259972","0.7598151","1.8644624","2.0084055","2.0525067","5.2536273","4.7286546","4.3897562","3.4241935","5.9927871","5.1098744","4.9787155","4.1082855","6.5667317","5.7617141","5.4462010","7.3716107","6.5862104","5.6471368","6.8702676","6.0555794","6.0374196","0.3427094","0.3107031","0.6730610","0.2820428","0.5177157","0.4286916","0.2616723","0.6316518","0.4253636","0.5911841","0.4286635","0.4612282","0.5042873","0.4559008","0.6524781","0.7614084","0.4163018"
"2.602781643/295.0939958","0.4072477","0.2328864","0.5143132","1.0717923","0.4599436","0.5902709","1.2338521","0.2923256","0.7450615","0.8423253","0.5677103","0.8861741","1.0872779","0.7868205","0.8966691","1.2330392","0.8697866","1.7409183","1.5829994","1.9630538","1.7845048","0.9877330","0.4155270","2.1620103","1.9196059","1.0377992","0.5514512","2.3720236","1.3256450","0.8855149","0.4444235","1.5911618","0.3768527","0.5457261","1.7125455","0.5633535","0.7379104","2.1737328","2.1138623","2.5738969","2.8461229","3.0111792","2.5542287","3.4540591","3.4071633","2.9688616","3.3735131","3.2241348","2.0987085","3.5562508","3.9857666","3.2935973","3.8367354","3.9504128"
"5.057169348/267.1023293","0.3976128","0.8397439","1.1996058","0.4539158","0.5829631","1.4254356","0.1871936","0.5224798","1.3950431","1.6647894","0.9070054","1.4479999","1.6838862","1.2144891","1.2530750","1.6391347","0.4791411","1.7739200","1.6387184","2.4039935","2.7976587","2.6024811","2.7874188","2.3287213","2.8093113","2.7196609","3.0379117","2.4570521","3.1043655","2.9676919","3.1734258","3.4344306","3.6728249","3.1991004","3.4874856","3.0246493","3.2935053","1.4837591","0.1905419","1.6247482","0.2820428","0.4096520","0.3993190","0.5209107","1.1742883","1.4984186","0.1975231","1.2547784","1.4320267","0.3538722","1.3953259","1.3977764","0.2490272","1.3261855"
"2.305851683/357.876648","0.5908423","0.4797402","0.3499785","1.3011681","0.8609978","1.0782733","1.3153404","1.3277647","0.8981170","1.3828231","1.4312586","0.9041138","1.5399479","1.4516086","0.8144294","1.5884473","1.4548445","1.7388547","1.5844605","1.3656412","2.6947691","2.6346801","2.1791152","2.2417302","2.8033760","2.6907631","2.3848726","2.2933070","3.1385470","2.9522255","2.3771885","3.6736319","3.4016453","2.6194395","3.4505824","3.3156092","3.1708372","0.2083406","0.1905419","0.3334884","0.4512093","0.4001438","0.3655059","0.4599043","0.3545407","0.3965651","0.4125021","0.6130174","0.5886693","0.5576247","0.6872805","0.4972800","0.2490272","0.3799495"
"3.003499752/189.0765376","2.4503321","2.7965793","3.1904477","3.5965351","3.5154890","4.5667826","3.9813611","3.4838998","4.8663362","3.6551907","3.9269795","4.5921810","4.4180840","4.1462055","4.9512569","3.9990634","4.3022849","1.7841897","2.0787049","2.4489501","1.4359950","2.0990336","3.2681179","1.8962246","2.1323113","2.0549831","2.5825935","1.7042475","2.3367586","1.8940257","1.9223290","1.5190050","1.9608614","1.9321796","1.6230441","1.8832868","2.3981105","0.5630773","1.2575085","2.0362175","2.4832542","3.1487716","2.2382964","2.7328542","3.3228314","2.0073373","2.6762896","3.1592091","1.9111756","2.6109143","3.4101671","2.3745569","2.9383826","3.2713526"
"3.383308743/271.1659278","0.1907524","0.2328864","0.1830081","0.1918572","0.6483193","0.3740821","0.1871936","0.6843109","0.5139398","0.4261344","0.6718003","0.7002957","0.4195297","0.9884240","0.5500923","0.7542502","1.2004379","1.8393713","1.4496991","1.8987539","3.4341275","3.1286819","3.6923538","2.5364572","4.0648636","3.9069011","4.1976610","2.8642909","4.4769400","4.4567761","4.3984205","4.7324665","4.2505293","4.5808992","4.7715437","4.0468536","4.1974397","0.2083406","0.3720261","0.8655105","0.7158198","0.5877683","1.0027167","0.7436560","1.0289944","0.8964143","1.3676358","1.1064122","1.1166916","0.8634696","1.4123235","1.2068251","1.6523003","1.3702314"
