"","1mem_Bt_12pt5hr-2","1mem_Bt_12pt5hr-3","1mem_Bt_12pt5hr-4","1mem_Bt_25hr-2","1mem_Bt_25hr-3","1mem_Bt_25hr-4","1mem_Bt_30hr-2","1mem_Bt_30hr-3","1mem_Bt_30hr-4","1mem_Bt_35hr-2","1mem_Bt_35hr-3","1mem_Bt_35hr-4","1mem_Bt_40hr-1","1mem_Bt_40hr-2","1mem_Bt_40hr-3","1mem_Bt_40hr-4","1mem_Bt_45hr-1","1mem_Bt_45hr-2","1mem_Bt_45hr-3","1mem_Cv_12pt5hr-2","1mem_Cv_12pt5hr-3","1mem_Cv_12pt5hr-4","1mem_Cv_25hr-1","1mem_Cv_25hr-2","1mem_Cv_25hr-3","1mem_Cv_25hr-4","1mem_Cv_30hr-1","1mem_Cv_30hr-2","1mem_Cv_30hr-3","1mem_Cv_30hr-4","1mem_Cv_35hr-1","1mem_Cv_35hr-2","1mem_Cv_35hr-3","1mem_Cv_35hr-4","1mem_Cv_40hr-1","1mem_Cv_40hr-2","1mem_Cv_40hr-3","1mem_Cv_40hr-4","1mem_Cv_45hr-1","1mem_Cv_45hr-2","1mem_Cv_45hr-3","1mem_Cv_45hr-4","1mem_Ps_12pt5hr-2","1mem_Ps_12pt5hr-3","1mem_Ps_25hr-2","1mem_Ps_25hr-3","1mem_Ps_25hr-4","1mem_Ps_30hr-2","1mem_Ps_30hr-3","1mem_Ps_30hr-4","1mem_Ps_35hr-2","1mem_Ps_35hr-3","1mem_Ps_35hr-4","1mem_Ps_40hr-2","1mem_Ps_40hr-3","1mem_Ps_40hr-4","1mem_Ps_45hr-2","1mem_Ps_45hr-3","1mem_Ps_45hr-4"
"Label","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps"
"0.345785652/233.0625524"," 5.845675"," 4.687795"," 5.251466"," 3.814962"," 3.736072"," 5.121913"," 4.390552"," 3.677235"," 5.904714"," 3.327370"," 3.792774"," 4.674856"," 4.992788"," 4.216516"," 4.020674"," 4.950788"," 3.857568"," 2.832038"," 3.415069"," 2.542069"," 1.550873"," 2.689274"," 3.304653"," 3.145008"," 2.342908"," 3.131314"," 2.529955"," 3.887488"," 4.161149"," 3.175755"," 2.862974"," 4.380557"," 3.112556"," 3.469151"," 3.195450"," 4.563880"," 4.913719"," 4.192024"," 3.280343"," 4.379557"," 5.233065"," 3.942763"," 6.206548"," 5.328376"," 6.680603"," 8.356769"," 5.814203"," 7.326324"," 8.897023"," 7.270775"," 8.582329"," 9.298604"," 7.380930","22.181285","14.210136"," 7.841343","11.074948","13.089010"," 9.583128"
"2.995538895/369.2126071","0.3704206","0.3148856","0.2883514","0.1421638","0.3403939","0.3496405","0.3317750","0.1910218","0.3656820","0.3303685","0.1502998","0.3668097","0.1671812","0.6223081","0.4424701","0.7289424","0.3672644","0.4349016","0.3428596","2.4766245","2.7018844","2.4700157","2.7538172","4.1623473","4.1135763","4.3169408","2.2684773","4.1384231","4.3154013","4.1251533","2.5106714","4.6564649","4.5576502","4.3908130","3.8340069","4.5422424","5.8837846","4.6019753","3.9428194","5.2781327","5.0987021","4.8698960","1.1034340","0.2636466","0.5433055","0.1898060","0.2613460","0.3179534","0.1780949","0.3912097","0.6394247","0.3324695","0.2657405","0.9113154","0.2422545","0.4923034","0.5337567","0.3173327","0.4885725"
"0.596867938/148.0601677","1.4565085","1.2896659","1.3968774","1.6031383","1.1782209","1.0625704","1.7502881","1.5734713","1.5832371","1.2704318","1.9953735","1.3231675","1.4844979","1.8721010","1.7529447","1.6955518","0.8745364","1.7843240","1.9637547","3.1700544","2.1804284","2.7682427","2.2083907","3.2205183","2.8028256","3.1355660","1.9170553","2.8885368","2.9825781","2.7711216","1.8391407","3.2059779","2.9692853","2.6196535","1.9253681","2.7615541","2.4795441","2.3067055","2.2765638","2.2824264","2.3822737","2.0960669","1.5800864","1.5284321","2.7119876","2.3226626","1.8806922","2.8504346","2.5911775","2.5415843","2.5771941","2.4710827","1.5994460","2.5579634","3.2012552","3.5521720","4.6870089","3.2703739","2.0885046"
"3.281575954/293.058003","0.1426650","0.1667877","0.1322586","0.3687589","0.2968989","0.1339511","0.4219789","0.1910218","0.1377072","0.1423285","0.1502998","0.1336142","0.1671812","0.1355053","0.1432013","0.1349067","0.3672644","0.3469957","0.1387689","2.3571574","2.0121533","2.2638348","3.0833362","4.3143112","4.7671122","4.4554264","3.8201804","4.6377023","5.1202972","4.7525739","4.2343354","5.3397343","6.1665570","5.1819171","3.9446601","5.9816535","6.8229016","5.1854941","4.4949980","5.5277485","6.2265279","5.4247897","0.1486250","0.2895432","0.1367002","0.1898060","0.1312682","0.1381972","0.3151128","0.1358321","0.3121187","0.1399014","0.1295987","0.1741559","0.3892367","0.3492921","0.2522772","0.3741646","0.4037253"
"3.688089663/655.2235593","0.7272191","0.6050650","0.8322425","1.5858313","1.2547729","1.3882258","1.5972199","1.2495110","1.6041236","1.5395709","1.5064685","1.5097658","1.2868691","1.6384172","1.5853041","1.5437969","0.6167129","1.5158185","1.7052392","2.4000508","2.6512272","2.2123015","2.9051048","3.7594117","3.1783008","3.7460600","3.3237507","3.7782255","2.9484296","3.8591742","3.4109335","3.8144896","3.3386536","3.6107311","3.2888129","3.8782733","3.7762306","4.0632639","3.1017880","3.9648200","3.6699606","3.8650398","0.3319101","0.5846123","0.6635158","1.2795963","1.1424906","1.8367184","1.6903557","1.5107879","1.2590547","2.0897198","1.2678377","1.9111673","1.7853971","1.7062802","1.6479961","2.3656136","1.3826162"
"0.644516086/150.077179","4.216079","3.091451","3.419789","5.399321","3.779630","4.358073","5.367815","3.968380","4.520420","5.574209","5.257665","4.502000","4.539512","5.798633","5.551317","4.981186","4.690404","5.759702","5.637564","3.237299","2.830774","2.600610","1.915031","4.042743","3.086756","3.080948","2.737974","3.816458","3.034210","3.008591","3.215856","3.927602","3.436067","2.963220","3.866318","3.977844","3.813662","3.103420","3.765404","3.781553","3.348719","3.405838","2.856601","2.597569","3.977397","3.466109","3.540670","4.471663","3.825583","4.127588","4.695888","4.277887","3.815888","5.043321","3.907843","4.358350","5.163598","4.797386","3.925526"
"2.895236301/191.08468","2.125666","2.166141","2.227255","3.273906","2.594000","3.194500","3.675473","2.523873","3.825342","3.883460","3.330814","3.965281","2.385286","4.122453","4.004329","4.224203","2.588778","4.143575","4.340804","2.318239","2.404705","2.350858","2.616146","4.310221","3.169930","4.048641","3.382346","4.636795","2.860076","4.169828","3.241412","4.520414","3.411525","4.049706","3.030222","4.064473","3.339650","3.943841","2.563665","4.050232","3.210171","3.768947","2.207788","2.562475","3.456684","3.611824","3.322752","3.884961","3.693499","3.923397","3.763409","4.915283","3.044555","3.668130","3.829682","3.930985","4.194638","4.835529","3.185047"
"3.689534528/677.2049758","0.6067319","0.7912427","0.7802454","1.5891220","1.4165175","1.4052156","1.5779691","1.4484044","1.5708274","1.4911004","1.5457375","1.4454725","1.5669556","1.6305101","1.6785075","1.6176587","1.1611616","1.5743456","1.6822983","2.3591599","2.7947113","2.1254499","3.2977729","3.5518163","3.4893112","3.6671785","3.5305180","3.7442842","3.3151324","3.9186314","3.7020781","3.7643293","3.7066530","3.4522040","3.4651109","3.8585205","4.2735509","4.1280151","3.6282434","3.9797552","4.0534907","3.7931815","0.5339083","0.6399764","0.4767234","1.4293374","0.9454423","1.3071041","1.8067734","1.2425727","0.9992515","1.8686120","1.3904311","1.8298389","1.9597531","1.2095387","1.3854248","2.2655689","1.5925916"
"0.374146533/288.1433381","0.1426650","0.1667877","0.1322586","0.1421638","0.1794094","0.1339511","0.4580467","0.1910218","0.1377072","0.1423285","0.1502998","0.1336142","0.1671812","0.1355053","0.4121008","0.1349067","0.3672644","0.3725984","0.1387689","2.3416040","1.3922794","0.9321054","3.5163549","4.3959296","3.5439151","2.9544078","4.2007707","4.5271587","4.8657075","3.7321822","4.7119748","5.4647155","6.2775709","4.3062950","5.0078512","6.7579795","6.2899656","4.9071334","5.2656242","6.0398696","7.4242907","5.2927227","0.1486250","0.1398771","0.1367002","0.1898060","0.1312682","0.1381972","0.1780949","0.1358321","0.1362486","0.1399014","0.1295987","0.1741559","0.2422545","0.1321661","0.1373812","0.1739141","0.1460760"
"2.080594363/273.0588912","0.3504777","0.2887981","0.8760093","0.3243515","0.1794094","1.5453856","0.3651885","0.1910218","1.6647175","0.3435037","0.3477450","1.7212618","0.1671812","0.3017872","0.1432013","1.9526205","0.3672644","0.2944442","0.4383694","2.5327678","2.3014949","2.1269535","2.8771494","4.2823351","3.4354329","3.6152194","2.5793828","4.5754964","3.4836179","3.5624815","2.8924726","4.3772530","3.9250478","3.5773440","3.3316643","4.7197745","4.5429298","3.8813026","3.4183243","4.6542371","4.0576388","3.9723592","3.3194131","2.5599932","6.9937383","5.3859593","4.7998187","7.6594836","5.8888634","5.6144500","7.6347441","6.7486254","4.9484558","8.3962571","6.3527478","5.4611184","7.9314778","7.3097874","5.6003252"
"2.933037037/253.1176223","0.1426650","0.1667877","0.2525537","0.3588770","0.1794094","0.3775022","0.4268331","0.1910218","0.3095598","0.5092917","0.3848588","0.3271224","0.1671812","0.6674180","0.5325876","0.4940555","0.3672644","0.4621396","0.7155573","2.1791717","2.4147492","2.3237658","2.6053799","3.6870120","3.6899958","4.0708307","2.1501786","3.6464864","3.8692078","3.9349653","2.4302675","4.0232996","4.0426737","4.0863445","3.5722512","4.0625627","5.1173072","4.3394092","3.6255509","4.6264721","4.5618177","4.4519832","0.2666948","0.2758028","0.5193309","0.1898060","0.2637788","0.5758044","0.3231041","0.4530351","0.8391316","0.6381059","0.3199258","0.4138474","0.2422545","0.5885504","0.6241810","0.5029291","0.4265882"
"0.681068209/164.0563259","1.4384582","1.3512986","0.8841702","1.5887029","1.5224905","1.4348512","1.6402207","1.5877965","1.4840272","1.7281040","1.7939487","1.4436251","1.5146775","1.9025865","1.7184829","1.6070135","1.6962768","2.0182856","2.0160354","3.0291441","2.7239332","2.3598108","2.5859830","4.3392352","3.6238417","3.1718986","2.3863662","4.2739218","3.8273980","3.4940066","2.6348899","4.6254366","4.8011340","3.4076386","3.2677108","5.1046650","4.7765904","3.4513019","3.8665095","4.6015806","5.5658991","3.7861794","3.0356023","2.8513056","3.5202754","3.5045970","2.7753542","4.0621936","3.6444934","3.5143000","4.0105881","3.9955309","3.1321243","4.1168821","4.5589065","3.1855938","4.7096951","4.3934908","3.3555344"
"2.968870905/220.0963267","0.7144104","1.0725446","0.6256403","1.0015784","0.8690761","0.8074410","1.0260728","0.6702880","0.7379540","1.2041339","0.6619904","0.6538483","0.3207556","0.7891303","1.0114815","0.6346389","0.5229285","0.6094071","0.6528889","2.3246973","1.9692761","1.8557376","1.6808378","3.2221046","3.0608637","3.0515807","1.5812113","3.3652108","3.3196956","3.2470545","1.8786118","3.8460203","3.6437072","3.3637818","2.7847824","3.8142193","4.4390870","3.6705918","2.8708215","4.2808839","4.1239343","3.7356286","0.3377325","0.4782144","0.2772303","0.3461848","0.3132652","0.2887679","0.2923731","0.7080684","0.3035761","0.4764562","0.3229367","0.2919349","0.3957503","0.2955822","0.3069359","0.3361578","0.2960732"
"3.321258469/285.0719552","0.3223784","0.1667877","0.3292327","0.2702161","0.1794094","1.0587677","0.1402999","0.1910218","1.3718058","0.3177839","0.3101155","1.5343375","0.3289408","0.1355053","0.2874489","1.8079947","0.3672644","0.2822319","0.4150986","2.1235345","2.3987090","2.5563400","3.6187481","4.8102588","5.4069753","4.4593587","4.1516225","5.1720385","5.9519792","5.2324796","4.6544509","5.9324063","7.1197619","5.2161227","4.3882953","6.6590593","7.9691222","5.6871773","5.1379458","6.1351154","7.1569790","6.0650765","0.3032454","0.2907267","0.6763049","0.4248265","0.7352626","0.4159623","0.4835962","0.4745101","0.8837217","0.8014078","0.7824500","0.3684206","0.4819057","0.5152644","0.7638301","0.6928366","0.5313148"
"5.392927729/270.1846711"," 6.6092746"," 5.8383545"," 6.1304740"," 8.7546681"," 6.6592358"," 7.6543138"," 8.9782400"," 7.4973829"," 8.6949144","10.9882188"," 8.0679623"," 8.8124901"," 5.7589880","10.1654748"," 8.9164533"," 9.4311348"," 5.7244926"," 9.6357047"," 9.9068249"," 2.1516467"," 0.7011848"," 0.7422737"," 0.1469972"," 0.7471216"," 0.5848562"," 0.4417782"," 0.1118456"," 0.8344766"," 1.1688880"," 0.8028284"," 0.2339079"," 0.8709532"," 1.1063820"," 1.1502046"," 0.3940518"," 1.1657418"," 1.4920155"," 0.8046555"," 0.3005714"," 0.3127147"," 1.3811236"," 0.5470042"," 1.5668833"," 1.1788801"," 0.9950983"," 0.7867885"," 3.2970490"," 1.2567696"," 0.9548727"," 3.8319421"," 1.0227992"," 1.0097723"," 3.6049524"," 1.2971208"," 2.2493422"," 4.0326971"," 0.6612647"," 1.1652903"," 2.8556763"
"3.280653283/284.1472213","3.2944235","2.7827846","3.3133099","5.4331798","3.8643102","4.4688127","6.1031602","3.7238093","5.1691079","6.2261372","4.8782961","5.2725705","3.7378064","7.0728656","5.6104173","5.7946277","3.2671884","6.3020725","6.0427600","2.1002314","2.5068241","2.1050448","2.0055449","2.3258197","2.1435821","2.1346666","2.6311723","1.8133808","1.4423833","2.2855230","2.1326802","1.6124427","1.8916748","2.7054947","2.1573956","1.1198281","0.6478915","1.9769669","1.3965974","1.0993331","0.9870143","1.8497673","1.5896542","1.7531671","2.0566258","1.1378062","2.2336755","1.9807152","1.0835332","2.5943883","1.6290223","1.2372761","2.2485335","0.7274578","0.8971152","2.6262241","1.5425356","1.4312367","1.4944544"
"2.874406179/204.124077","1.757794","1.856413","1.938475","2.439489","2.164745","2.493544","2.164262","2.261067","2.791519","2.434977","2.556930","2.805412","2.074512","2.705121","2.883077","3.100273","1.951177","2.858431","3.008494","2.082380","1.857003","2.066199","2.547325","3.393013","2.760617","3.258274","2.871188","3.781128","2.897736","3.633610","3.282524","4.102163","3.584356","3.799882","3.272019","4.303894","4.047136","4.088874","3.193274","4.395131","3.883018","4.355839","1.777388","1.491844","3.427163","2.956516","3.236163","3.976306","3.461735","3.915613","4.083976","3.939353","3.509662","4.711152","4.089748","4.281180","4.700505","4.572044","4.119002"
"2.002093863/370.1602722","0.1426650","0.1667877","0.1322586","0.1421638","0.1794094","0.1339511","0.2978091","0.1910218","0.2531605","0.1423285","0.1502998","0.1336142","0.1671812","0.1355053","0.1432013","0.1349067","0.3672644","0.1354692","0.1387689","2.6335229","2.1787459","2.9569173","2.6362006","3.9357803","3.6219249","5.5359759","2.5935381","4.6913442","3.8042801","4.7557561","3.3794704","5.8040752","4.6253228","5.1492321","3.4554275","5.7390261","4.6589223","5.0833702","2.4694245","6.3538230","4.7215776","7.1867644","0.1486250","0.1398771","0.3766289","0.2934522","0.1312682","0.3236159","0.1780949","0.2485927","0.3319004","0.4962352","0.2355407","0.2966575","0.2422545","0.2430627","0.4351343","0.3530845","0.1460760"
"2.585533971/238.1048033","2.4292679","2.7261815","2.1853702","2.9014960","2.9090382","2.5775275","3.0275946","2.9576279","2.6809232","3.1556273","2.9525078","2.6364444","2.9080472","3.1756544","3.1276150","3.0561451","2.8993820","3.4144655","3.1084593","2.2038279","2.0185877","1.7039425","1.5869886","2.0528304","1.9895713","1.8201378","1.4233359","2.0748224","1.9034368","1.7790281","1.4440391","2.1270211","1.9192903","1.6417940","1.5194885","2.0494029","2.2115112","1.6237812","1.4515825","2.0063156","1.9269350","1.6829134","0.5380584","0.6566422","0.8660862","0.5214290","1.3098403","0.6787404","0.4163619","1.4778022","0.7585922","0.5424471","1.5528385","0.5877858","0.5841122","1.5382282","0.9902460","0.5377889","0.8652945"
"0.321123236/159.075937","0.9247383","1.2713647","1.1146363","1.5103180","1.9032483","1.6966646","1.6846624","1.8384472","1.4999868","1.2734881","2.0297537","1.8965507","2.3340751","1.6112939","2.0739750","2.2672019","2.1718008","2.2289837","2.2748879","2.3058659","1.7370364","1.8373739","3.5235415","4.0887122","3.7741387","4.0529028","3.8229449","4.7486462","4.9207784","4.6188184","4.0116227","5.5011404","5.6855688","4.7256430","4.1021461","6.0324299","6.0414383","5.0435085","3.9415552","4.8574423","5.7465458","5.5422675","1.1411370","1.1552014","2.8584299","3.9195221","2.7549695","3.4179474","4.3611538","3.0115477","4.0655100","4.1807690","3.4184708","5.5026810","6.0263866","3.7672300","4.0206024","5.3383960","3.8310914"
"5.197319965/482.1233006"," 3.221968"," 2.563468"," 4.082979"," 1.381616"," 1.438153"," 4.578135"," 1.684571"," 1.277462"," 4.323811"," 1.662167"," 1.386782"," 4.392230"," 1.852650"," 1.451727"," 1.505619"," 5.094738"," 1.550064"," 3.221612"," 2.140927"," 1.851153"," 3.196311"," 5.454539"," 1.922832"," 3.711107"," 3.143214","11.764364"," 1.778277"," 1.391303"," 1.599047"," 8.483493"," 1.372425"," 2.041518"," 1.507410"," 7.747429"," 1.615111"," 1.836382"," 1.739256","10.169011"," 1.899978"," 2.020348"," 5.194801"," 5.986197"," 8.143164"," 8.831696","27.526346","23.847901","22.301904","29.745749","28.780885","26.791579","31.064921","31.628646","23.788547","37.966305","30.456712","27.792788","34.008180","35.599276","28.520999"
"2.496956035/173.1071277","2.2382307","1.7349736","2.6596533","1.8157149","1.2520898","3.1229619","1.7082716","1.0939817","2.6493172","1.7040063","1.0094429","2.2914714","1.1437088","1.2498012","0.7909679","2.3191155","1.6675743","1.4617048","0.9400820","2.0275328","1.7986695","2.1417558","2.5726593","3.7149220","2.8296617","3.5894992","2.2770451","3.1727507","3.1635099","3.2985357","2.6738169","4.2207296","3.7067826","3.4095862","3.0436251","4.0111664","4.3702600","4.1489462","3.2542474","3.6153431","3.7890792","4.8294254","4.0645492","3.6195599","5.7383387","6.5288570","5.0325511","5.2793001","5.3368522","5.2429004","5.1221355","6.7991941","4.9014385","8.4182451","7.3781318","4.6166333","7.5815872","7.9428042","4.9934090"
"2.389650385/176.070463","2.362237","2.426164","2.321049","3.266133","3.024866","2.881701","3.665232","3.118512","3.263732","3.855446","3.408492","3.314175","3.221408","3.936692","3.841855","3.748506","3.125783","4.023719","4.089931","2.011903","1.486812","1.840058","2.363064","1.545057","1.574187","2.786294","2.610215","1.843005","1.724911","2.307316","2.172910","2.481752","1.896579","2.082589","1.974384","2.178022","1.576075","2.225483","2.515433","1.956158","1.774989","2.052053","1.808721","1.710144","2.084501","3.028565","2.642128","2.422827","2.944844","2.460722","2.374480","3.136926","2.387072","2.526911","2.554347","2.783090","2.442750","3.044555","2.154446"
"2.259169489/139.0388303","1.5615548","1.6888052","1.6289243","1.6540731","1.4250194","1.2817533","1.7207007","1.4399084","1.3949178","1.7322822","1.6806251","1.2632371","1.1620608","1.8294735","1.7136219","1.6612351","0.7310121","1.7396850","1.8344753","2.1483566","1.9660285","1.7003308","2.2612279","3.0913788","2.7512395","2.6351946","2.4801639","3.2252080","2.6226432","2.8425740","2.5987618","3.5228670","3.0593207","2.7516819","2.5217145","3.9098108","3.2421693","3.0951686","2.5468942","3.7194199","3.2968901","3.1476808","0.8873738","0.9081112","1.1854651","0.8053055","1.2835318","1.2768559","0.9757836","1.2163546","0.8244946","0.9424293","1.1504001","1.5342979","1.2438701","1.3860105","0.8152485","1.1130356","1.1880843"
"0.513188895/159.0758647","0.6839685","0.1667877","0.1322586","1.9774468","0.1794094","0.6543288","2.2400413","0.1910218","0.8603195","2.2062708","1.1055290","0.6569988","1.2700176","1.4493452","1.0621653","1.0400877","0.3672644","1.0771908","2.4811079","2.2466962","1.3308644","1.0266285","1.9733334","3.6722554","2.9985802","3.1874026","1.6985177","3.5902075","2.8052642","3.4601061","1.8983584","3.7333590","3.6295144","3.3152990","1.9128496","3.8533490","1.5113979","2.6721045","2.1792180","3.4943516","1.5386917","3.4067742","0.6816486","0.8742996","2.1825511","1.0555456","1.4431191","1.6863142","2.1277549","2.4086221","1.9758043","2.3705642","1.3438286","2.2724545","1.9805627","2.2961842","3.5558432","2.5396473","2.4124448"
"3.729696701/441.1262995","0.3451015","0.3021934","0.1322586","0.1421638","0.2990246","0.1339511","0.1402999","0.1910218","0.1377072","0.1423285","0.1502998","0.1336142","0.1671812","0.1355053","0.1432013","0.1349067","0.3672644","0.1354692","0.1387689","1.7037622","1.6832638","1.7176548","1.8508211","3.8829065","3.6608098","4.5417481","2.2983231","4.3746069","3.7758617","4.7462900","2.7922095","5.0431935","4.6926896","5.6602036","3.8944117","5.6300506","5.4698667","6.7080764","3.5500181","7.8403995","5.4886737","6.8936703","0.1486250","0.1398771","0.1367002","0.1898060","0.1312682","0.1381972","0.1780949","0.1358321","0.1362486","0.1399014","0.2625759","0.1741559","0.4652801","0.1321661","0.3673300","0.1739141","0.3068948"
"3.051909374/200.1278988","0.5433932","0.3299494","0.4323900","0.6780975","0.6132837","1.0458688","0.7706742","0.7256208","1.1800316","0.7200606","0.7900303","1.2529235","1.1422213","1.1375590","0.6076351","1.5435625","0.6104725","0.9852575","0.8292245","1.8101658","2.0021860","1.6578997","2.3230006","3.1986769","2.7032386","2.9918039","2.7424979","3.5623113","2.5618404","3.2753512","2.7946834","3.5302150","3.1516878","3.2967794","2.7689780","3.6110433","3.0744311","3.3629952","2.7532332","3.7096868","3.2293544","3.4909195","0.8809389","0.4517079","0.8925372","0.6327717","0.5119364","0.5209932","0.6625970","0.9983244","0.8153333","0.7807344","0.5590278","0.9569203","0.9471457","0.9982957","1.1254358","1.0711443","1.0415917"
"2.260495464/213.1231452","1.5257265","1.1578019","1.6364249","2.0682233","2.0992398","2.0178629","2.1940599","2.0450418","2.0481594","2.5967069","2.3079001","2.1823620","1.5291315","2.6019170","3.3474546","2.4193932","0.9028265","2.5113531","3.3390425","1.7915769","3.3232640","2.7207247","2.4236901","3.0725444","4.1253449","3.0356406","2.3273379","2.3034180","4.2412298","3.3586142","2.2295801","3.5347165","4.7938066","3.6398361","2.3040247","4.2033451","3.9898855","3.7527662","2.6499425","4.8016189","4.0814363","4.0184547","2.4095133","3.5954262","3.0999487","3.1503445","2.7602600","3.0620149","2.9293537","2.9356538","2.6376116","3.7175211","2.1523663","2.1530819","3.3104556","2.4187748","2.5626467","3.5948366","2.2958327"
"2.337249108/136.0616559","1.689262","2.115007","1.640445","3.015343","2.242335","2.029531","2.211999","2.156979","2.284364","2.019301","3.051327","2.433317","2.094257","2.591405","2.736615","2.870181","1.988360","2.753506","3.447120","1.743680","1.874514","1.660838","1.967641","2.467491","2.454620","2.114700","2.252398","2.602425","2.310664","2.121211","2.463243","2.984252","2.678899","2.296952","2.227350","2.703576","3.024618","2.227451","2.108504","2.500973","2.689595","2.452177","2.080965","1.670283","2.293965","1.893979","2.142673","2.058589","1.936938","2.520392","2.222431","2.200082","2.239484","3.040263","2.352178","2.393479","2.821867","2.477386","2.317739"
"2.626550602/263.1383471","2.8724862","3.7466902","3.1505974","4.6279869","4.2606524","2.3416065","4.6269746","3.1731711","3.7876696","4.4494264","4.3913693","4.6771415","3.9772583","5.0991450","5.4349661","4.4046568","2.4947881","5.2196537","5.8340169","1.7110102","1.5054262","1.1273009","2.4093309","1.4168230","1.6325524","0.9344454","2.1052673","1.8504405","1.5493590","1.9276676","2.0774761","2.1746686","1.9292671","1.7009245","1.7578301","2.0531022","1.5583212","2.2166382","2.1546233","2.3527545","2.2234492","2.2301878","1.7072129","1.7258614","2.1238793","2.1431791","1.9556950","2.0847995","2.2024400","2.6108083","2.3322533","2.3436288","1.8799841","2.6693705","2.3243863","2.6390652","2.7870072","2.4222414","2.5096505"
"0.743397253/168.0639167","1.1958842","1.2535874","1.2083975","1.3577486","1.1593217","0.9592189","1.0979840","0.9324110","0.8745164","0.8824564","1.3854605","0.8473649","1.4829668","0.9358956","1.7724440","0.7881459","1.3572296","1.0649661","1.3265663","2.3225890","1.5229038","1.4610931","1.6593176","4.0465047","3.7800625","2.1277985","2.2989218","4.7191938","3.8951999","3.5577357","2.3869226","4.7590369","4.4517281","3.6788503","3.0541258","5.0868878","4.5351606","3.8900144","3.0395304","4.8418311","4.4884180","4.2000756","1.0685708","1.3129140","1.4735582","1.3996518","0.9131853","1.0217151","1.3506352","0.9877205","1.0855453","1.1886533","0.8998686","1.0961773","1.5147369","0.6989254","1.4238238","1.3046528","0.8175412"
"6.318966571/298.2369428","0.3997708","0.1667877","0.3215511","0.4827332","0.1794094","0.3573753","0.3082663","0.1910218","0.4077401","0.3013310","0.1502998","0.5493989","0.3532488","0.5974389","0.3121134","0.4523482","0.3672644","0.6344563","0.3087168","1.9437230","2.0597282","2.1230096","2.9459549","3.2717110","2.8763288","3.3317879","3.7076991","3.6244139","2.9810526","3.8515441","4.2053112","4.1007842","3.6479222","3.9981604","4.2167328","4.2281400","4.0843484","4.4802318","3.9895561","4.6009478","4.2207233","4.7810370","0.3060299","0.4611799","0.5423297","0.5282825","0.6836569","0.3320485","1.1911015","1.0633518","0.8093564","1.0271494","0.8414165","0.7121100","0.8468409","1.1812857","0.6968141","0.5946214","1.1817555"
"3.400337825/359.1678295","2.212840","2.276734","2.220003","3.107177","2.888392","2.704379","3.163668","2.953549","3.025750","3.305465","3.213737","2.884933","2.824110","3.344835","3.658356","3.259203","2.671811","3.357486","3.754643","1.926481","1.823934","1.614139","1.429300","1.820709","1.690779","1.743124","1.586957","1.913675","1.681801","1.848704","1.780462","2.031525","1.903828","1.795631","1.778642","2.156478","2.019043","1.841278","1.711854","2.047834","2.070539","1.941691","1.773587","1.885102","1.821687","1.599616","1.994749","1.926111","1.554419","2.044393","1.792672","1.633929","1.890215","1.618711","1.594707","1.994991","1.684040","1.576307","1.534915"
"2.60284479/363.2379342","0.1426650","0.1667877","0.1322586","0.1421638","0.1794094","0.1339511","0.1402999","0.1910218","0.1377072","0.1423285","0.1502998","0.2751165","0.1671812","0.1355053","0.1432013","0.2999132","0.3672644","0.1354692","0.1387689","1.6012114","1.7738976","1.4545831","1.4121687","2.6843630","2.6470582","2.5858234","1.6205799","3.1765567","2.5918900","2.8086385","1.8007014","3.3759653","3.2263678","2.9139873","1.6975744","3.6874711","3.1538350","2.8292273","1.5922119","3.7477825","3.3002644","3.1658729","0.1486250","0.1398771","0.1367002","0.1898060","0.1312682","0.2470559","0.1780949","0.1358321","0.1362486","0.2917100","0.1295987","0.1741559","0.2422545","0.1321661","0.1373812","0.1739141","0.1460760"
"3.434922541/449.2179819","0.2789954","0.3575092","0.3529068","0.3287092","0.1794094","0.4139154","0.4623533","0.4142936","0.5683316","0.3369054","0.3968474","0.5871584","0.2918370","0.4140933","0.6016419","0.6149719","0.3672644","0.5019670","0.5085280","1.8677491","1.7491622","1.7559337","1.8955075","2.8707813","2.6540333","2.9225573","1.8777196","3.2453285","2.7432311","3.1980880","2.3123303","3.4483983","3.0507779","2.9282958","2.1267782","3.5485536","3.8958533","3.3808219","2.2559642","3.7584061","3.2851998","3.5861774","0.8246655","1.0815158","1.7834262","1.8706515","1.9187519","2.1260778","1.8594675","2.0811007","2.4499631","2.2776549","1.7795870","2.1881379","2.2167679","2.2924296","2.0182014","2.3361847","1.9510234"
