"","1mem_Bt_12pt5hr-2","1mem_Bt_12pt5hr-3","1mem_Bt_12pt5hr-4","1mem_Bt_25hr-2","1mem_Bt_25hr-3","1mem_Bt_25hr-4","1mem_Bt_30hr-2","1mem_Bt_30hr-3","1mem_Bt_30hr-4","1mem_Bt_35hr-2","1mem_Bt_35hr-3","1mem_Bt_35hr-4","1mem_Bt_40hr-1","1mem_Bt_40hr-2","1mem_Bt_40hr-3","1mem_Bt_40hr-4","1mem_Bt_45hr-1","1mem_Bt_45hr-2","1mem_Bt_45hr-3","1mem_Cv_12pt5hr-2","1mem_Cv_12pt5hr-3","1mem_Cv_12pt5hr-4","1mem_Cv_25hr-1","1mem_Cv_25hr-2","1mem_Cv_25hr-3","1mem_Cv_25hr-4","1mem_Cv_30hr-1","1mem_Cv_30hr-2","1mem_Cv_30hr-3","1mem_Cv_30hr-4","1mem_Cv_35hr-1","1mem_Cv_35hr-2","1mem_Cv_35hr-3","1mem_Cv_35hr-4","1mem_Cv_40hr-1","1mem_Cv_40hr-2","1mem_Cv_40hr-3","1mem_Cv_40hr-4","1mem_Cv_45hr-1","1mem_Cv_45hr-2","1mem_Cv_45hr-3","1mem_Cv_45hr-4","1mem_Ps_12pt5hr-2","1mem_Ps_12pt5hr-3","1mem_Ps_25hr-2","1mem_Ps_25hr-3","1mem_Ps_25hr-4","1mem_Ps_30hr-2","1mem_Ps_30hr-3","1mem_Ps_30hr-4","1mem_Ps_35hr-2","1mem_Ps_35hr-3","1mem_Ps_35hr-4","1mem_Ps_40hr-2","1mem_Ps_40hr-3","1mem_Ps_40hr-4","1mem_Ps_45hr-2","1mem_Ps_45hr-3","1mem_Ps_45hr-4"
"Label","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps"
"2.109834022/241.117728","0.4515635","0.4455742","0.5750043","0.5001719","0.7363329","0.6051780","0.6490830","0.1910218","0.9020782","0.6613706","0.9759434","0.6974933","0.1671812","0.9186858","0.9527961","0.9667689","0.3672644","0.6487674","0.7697787","0.5424492","0.4412608","0.5166147","0.5307834","1.0810079","1.4626438","1.8628644","0.6025790","2.1441244","1.3635618","1.6439025","1.1245225","2.1846525","1.5967316","2.1134592","0.9910914","2.3726177","2.2089859","2.1812451","1.0601406","2.4900991","2.1405990","2.5265787","0.3542098","0.3456139","0.5701551","0.1898060","0.5884574","0.7039620","0.4784885","0.5228454","0.6027125","0.6329638","0.5624344","0.5802196","0.2422545","0.5839815","0.6707473","0.6535509","0.6421174"
"2.17660285/359.1028321","0.1426650","0.1667877","0.1322586","0.1421638","0.1794094","0.4853797","0.1402999","0.1910218","0.5298641","0.1423285","0.1502998","0.8226170","0.1671812","0.9553622","0.1432013","1.2317710","0.3672644","0.9076963","0.1387689","0.1401607","0.1554694","0.1419355","0.1469972","0.1400456","0.1584962","0.6097483","0.2999326","0.4188056","0.2202716","0.1336319","0.3620931","0.5264095","0.3472389","0.5704238","0.5151781","0.4701461","0.8573496","1.1306395","0.6200518","0.8287249","0.4095031","0.7643600","0.3659576","0.2677829","1.5699496","1.6035712","1.7177734","1.8378207","1.7785378","2.1201143","1.9737432","2.2256935","2.0420585","2.4055585","2.3249210","2.4717465","2.6659157","2.7569294","2.3469359"
"7.193622197/631.0261137","0.1426650","0.1667877","0.1322586","0.1421638","0.1794094","0.1339511","0.1402999","0.1910218","0.1377072","0.1423285","0.1502998","0.1336142","0.1671812","0.1355053","0.1432013","0.1349067","0.3672644","0.1354692","0.1387689","0.1401607","0.1554694","0.1419355","0.1469972","0.2543677","0.1584962","0.2774884","0.1118456","0.1416096","0.2202716","0.1336319","0.1131275","0.1505840","0.2061930","0.1327538","0.1245201","0.1645785","0.2468012","0.4001037","0.1419555","0.1366865","0.2634360","0.1513870","0.1486250","0.1398771","1.3239990","1.1052399","1.1863579","1.8762495","1.5258592","1.6430289","1.7644228","2.0117064","1.5153653","1.5559462","2.3042467","1.9825644","2.1523041","2.3678060","1.8290804"
"3.000581857/256.1049948","0.1426650","0.3039607","0.2401603","0.1421638","0.3175247","0.3892630","0.1402999","0.3431381","0.2642759","0.2710895","0.2881893","0.2771971","0.1671812","0.1355053","0.4099960","0.2980215","0.6510164","0.3200006","0.4772510","0.5968420","0.9203863","0.6776584","1.0901482","0.9184277","1.2160082","1.4850540","0.7888830","1.3504604","1.3575252","1.1058545","0.8816392","1.7029857","1.8369785","1.5288963","1.4447147","1.5191280","2.6365453","1.7069373","1.5942240","1.6743770","1.5837272","1.7069096","0.3012528","0.2406322","0.1367002","0.3716987","0.2350200","0.1381972","0.2981784","0.2850711","0.3084474","0.4548723","0.2727746","0.3356854","0.3819528","0.2331805","0.1373812","0.4031057","0.3005664"
"0.587420888/318.1649046","0.8086727","0.1667877","0.1322586","0.1421638","0.1794094","0.4159315","0.1402999","0.1910218","0.6175381","0.4332178","0.4173258","0.4067694","0.8973553","0.4283233","0.1432013","0.6519429","0.3672644","0.4061275","0.1387689","0.8362892","0.5148533","0.3869239","0.7893552","0.6276249","1.2026429","1.2492043","1.2683573","0.4571727","1.5145475","1.0433455","0.7157974","0.6213336","1.9485465","1.1008626","0.7908166","0.9253668","1.1200253","1.7155556","0.8615412","1.4864374","1.2378129","1.7753131","0.1486250","0.4066022","1.5091389","1.8375013","1.2411780","1.4420185","1.1315763","1.4542174","1.6412409","2.4660846","1.2995581","1.5012358","2.3202726","1.3542871","1.7641922","2.5900899","1.3239572"
"6.892219677/302.120555","0.1426650","0.1667877","0.1322586","0.1421638","0.1794094","0.1339511","0.2353313","0.1910218","0.1377072","0.1423285","0.1502998","0.1336142","0.1671812","0.1355053","0.1432013","0.1349067","0.3672644","0.1354692","0.1387689","0.1401607","0.1554694","0.3350324","0.1469972","0.1400456","0.1584962","0.8269074","0.1118456","0.1416096","0.2202716","0.5403884","0.1131275","0.1505840","0.2061930","0.2355061","0.1245201","0.2714011","0.2468012","0.5766823","0.1419555","0.1366865","0.2634360","0.2512994","0.1486250","0.1398771","1.0860350","0.8957967","1.0230885","1.2324836","0.8689855","1.3166993","1.2771392","1.1202680","1.0921577","1.0681689","1.0589593","1.4736151","1.4367386","1.3024608","1.5206870"
"7.197342797/288.0562977","0.1426650","0.1667877","0.1322586","0.1421638","0.1794094","0.1339511","0.1402999","0.1910218","0.1377072","0.1423285","0.1502998","0.1336142","0.1671812","0.1355053","0.1432013","0.1349067","0.3672644","0.1354692","0.1387689","0.1401607","0.1554694","0.1419355","0.1469972","0.1400456","0.1584962","0.3129479","0.1118456","0.1416096","0.2202716","0.1336319","0.1131275","0.1505840","0.2061930","0.1327538","0.1245201","0.1645785","0.2468012","0.3682258","0.1419555","0.1366865","0.2634360","0.1513870","0.1486250","0.1398771","1.3191641","1.1618723","1.1080500","1.8271592","1.5864802","1.5023100","1.8376978","2.0012051","1.5353648","1.6190696","2.1822521","1.9109141","2.2337044","2.4007355","1.8776383"
"4.443222693/329.078669","0.1426650","0.1667877","0.5247346","0.5196003","0.3254052","0.1339511","0.6749339","0.1910218","0.1377072","0.5480925","0.1502998","0.1336142","0.3473655","0.6994174","0.4150567","0.2518095","0.3672644","0.7321846","0.4806024","0.1401607","0.2925904","0.1419355","0.3258053","0.1400456","0.2657144","0.6143179","0.5382693","0.1416096","0.2202716","0.1336319","0.7044295","0.2773170","0.3418890","0.1327538","0.3132071","0.2831063","0.2468012","0.2917877","0.3911266","0.2705954","0.2634360","0.2812125","0.2966573","0.3674788","1.9738161","1.1486345","1.1613395","1.5072936","1.5883536","1.9541151","2.1510726","1.6720277","1.9390695","2.4110220","1.7627542","1.8516591","2.4584255","1.9250654","2.2230066"
"3.387816133/395.6083444","0.1426650","0.1667877","0.1322586","0.1421638","0.1794094","0.1339511","0.1402999","0.1910218","0.1377072","0.1423285","0.1502998","0.1336142","0.1671812","0.1355053","0.1432013","0.1349067","0.3672644","0.1354692","0.1387689","0.1401607","0.1554694","0.1419355","0.1469972","0.1400456","0.1584962","0.1328294","0.1118456","0.1416096","0.2202716","0.1336319","0.1131275","0.1505840","0.2061930","0.1327538","0.1245201","0.1645785","0.2468012","0.1394559","0.1419555","0.1366865","0.2634360","0.1513870","0.1486250","0.1398771","0.7482346","0.4548205","0.5068573","1.2952529","0.6890742","0.6115067","1.5608099","1.3006600","0.4027814","1.1746015","0.8433408","0.9502047","1.4826847","1.6352852","1.2204778"
"2.224009077/264.0815057","0.2752084","0.1667877","0.1322586","0.3315029","0.1794094","0.1339511","0.3119018","0.1910218","0.2735388","0.3252168","0.2980485","0.3864602","0.1671812","0.2941066","0.5146518","0.2923253","0.3672644","0.2387271","0.2679368","0.2519472","0.1554694","0.1419355","0.1469972","0.2797984","0.1584962","0.4899082","0.2333132","0.3277640","0.2202716","0.1336319","0.2700869","0.2855298","0.2061930","0.2810638","0.2953414","0.1645785","0.2468012","0.4748307","0.3013200","0.2837502","0.2634360","0.2807278","0.7989362","0.8855977","1.0472543","1.2851604","1.1286856","1.1412568","1.3951722","1.2609994","1.2381186","1.4383626","1.1659819","1.5689830","1.7199103","1.3589628","1.5564798","1.7338148","1.3334086"
"4.320623975/420.0702331","0.1426650","0.1667877","0.1322586","0.1421638","0.1794094","0.1339511","0.1402999","0.1910218","0.1377072","0.1423285","0.1502998","0.1336142","0.1671812","0.1355053","0.1432013","0.1349067","0.3672644","0.1354692","0.1387689","0.1401607","0.1554694","0.1419355","0.1469972","0.1400456","0.1584962","0.4209722","0.1118456","0.1416096","0.2202716","0.3310824","0.1131275","0.1505840","0.2061930","0.1327538","0.1245201","0.1645785","0.2468012","0.3286033","0.1419555","0.1366865","0.2634360","0.1513870","0.1486250","0.1398771","2.3023445","2.3765503","1.5328857","2.1984546","2.9219691","1.8231385","2.5409543","2.5872147","1.8742813","2.9355497","3.0442175","1.9686843","2.8295422","3.3471890","2.3323372"
"5.762364027/614.000452","0.1426650","0.1667877","0.1322586","0.1421638","0.1794094","0.1339511","0.1402999","0.1910218","0.1377072","0.1423285","0.1502998","0.1336142","0.1671812","0.1355053","0.1432013","0.1349067","0.3672644","0.1354692","0.1387689","0.1401607","0.1554694","0.1419355","0.1469972","0.1400456","0.1584962","0.7786412","0.1118456","0.1416096","0.2202716","0.2801413","0.1131275","0.1505840","0.2061930","0.3458045","0.1245201","0.1645785","0.2468012","0.5437638","0.1419555","0.1366865","0.2634360","0.1513870","0.1486250","0.1398771","1.4243833","1.0258316","1.4777001","1.5850646","1.3972017","1.7953517","1.6594989","1.6499307","1.5407267","2.0521789","1.3984182","2.1502027","1.8729183","1.7791067","1.8448691"
"6.200777231/274.0891886","0.1426650","0.1667877","0.1322586","0.1421638","0.1794094","0.5206466","0.1402999","0.1910218","0.4542995","0.1423285","0.1502998","0.4789257","0.1671812","0.1355053","0.1432013","0.6131882","0.3672644","0.1354692","0.1387689","0.1401607","0.1554694","0.1419355","0.1469972","0.1400456","0.1584962","0.7631571","0.1118456","0.1416096","0.2202716","0.3216497","0.1131275","0.1505840","0.2061930","0.2727805","0.1245201","0.1645785","0.2468012","0.3055118","0.1419555","0.1366865","0.2634360","0.1513870","0.5449507","0.2811940","1.7100579","1.6688753","1.9092023","1.7334262","1.8032661","2.2869095","1.9607655","2.1242749","1.7872143","2.3430224","2.2050673","2.3144890","2.3428852","2.3396121","2.6660040"
"6.523647609/286.1825759","0.1426650","0.1667877","0.8266198","0.1421638","0.1794094","1.2417210","0.1402999","0.1910218","1.2266438","0.1423285","0.2865279","1.8741056","0.6799400","0.1355053","0.1432013","1.5906977","0.3672644","0.1354692","0.1387689","0.8620248","0.5953502","1.1781124","0.5988697","0.8506824","0.3585447","1.2328091","0.4776024","0.5085103","0.2202716","0.9809652","0.6464824","0.5209692","0.3568365","1.1630048","0.5952988","0.6733499","0.2468012","1.2668754","0.4852545","0.7880582","0.4456870","0.9729601","1.0142448","0.6736119","2.0588065","1.8536176","2.1077019","1.8459114","2.3586448","2.6245939","2.1875399","2.5237785","2.4454778","3.0867233","2.2292340","2.8674328","3.2177439","2.6258362","2.7335066"
"2.188454544/498.1600215","0.1426650","0.1667877","0.1322586","0.1421638","0.1794094","0.1339511","0.1402999","0.1910218","0.1377072","0.1423285","0.1502998","0.1336142","0.1671812","0.1355053","0.1432013","0.1349067","0.3672644","0.1354692","0.1387689","0.2585843","0.2980466","0.4399500","0.7810924","0.4808003","0.6277273","0.8000200","0.6464383","0.7428183","0.5309363","0.8710185","0.8448426","0.9038153","0.8589969","0.8365649","1.1547432","0.7441873","0.9054688","0.9170170","1.3049773","0.9104615","0.5664921","1.1017682","0.6031934","0.5085017","1.8503967","0.8824678","1.4655050","2.0566865","1.6158451","1.8277114","2.4619066","2.3023515","1.8427032","2.4059527","1.4853160","2.1379945","2.8133940","2.4081794","2.2604556"
"4.782355694/520.6798838","0.1426650","0.1667877","0.1322586","0.1421638","0.1794094","0.1339511","0.1402999","0.1910218","0.1377072","0.1423285","0.1502998","0.1336142","0.1671812","0.1355053","0.1432013","0.1349067","0.3672644","0.1354692","0.1387689","0.1401607","0.1554694","0.1419355","0.1469972","0.1400456","0.1584962","0.5330416","0.1118456","0.1416096","0.2202716","0.2539859","0.1131275","0.1505840","0.2061930","0.1327538","0.1245201","0.1645785","0.2468012","0.1394559","0.1419555","0.1366865","0.2634360","0.1513870","0.1486250","0.1398771","1.6179832","1.2872568","1.3832736","1.8491718","1.5253871","1.5890658","1.9161459","1.6922426","1.5310097","1.9695179","1.7667520","1.7531417","2.1542951","1.8445157","1.7532547"
"3.969260917/372.6144531","0.1426650","0.1667877","0.1322586","0.1421638","0.1794094","0.1339511","0.1402999","0.1910218","0.1377072","0.1423285","0.1502998","0.1336142","0.1671812","0.1355053","0.1432013","0.1349067","0.3672644","0.1354692","0.1387689","0.1401607","0.1554694","0.1419355","0.1469972","0.1400456","0.1584962","0.1328294","0.1118456","0.1416096","0.2202716","0.1336319","0.1131275","0.1505840","0.2061930","0.1327538","0.1245201","0.1645785","0.2468012","0.3107146","0.1419555","0.1366865","0.2634360","0.2549371","0.6674531","0.5896563","1.2112925","1.0385369","1.2089872","1.4493264","1.3354445","1.6380128","1.6204936","1.7016806","1.4372185","1.4741721","1.6607394","1.7345003","1.8208921","1.8184453","1.7049768"
"6.434818738/397.5855811","0.1426650","0.1667877","0.1322586","0.1421638","0.1794094","0.1339511","0.1402999","0.1910218","0.1377072","0.1423285","0.1502998","0.1336142","0.1671812","0.1355053","0.1432013","0.1349067","0.3672644","0.1354692","0.1387689","0.1401607","0.1554694","0.1419355","0.1469972","0.1400456","0.1584962","0.1328294","0.1118456","0.1416096","0.2202716","0.1336319","0.1131275","0.1505840","0.2061930","0.1327538","0.1245201","0.1645785","0.2468012","0.3133198","0.1419555","0.1366865","0.2634360","0.1513870","0.1486250","0.1398771","0.7025003","0.5682542","0.8520484","1.7987836","1.6508538","1.5186352","1.7398399","2.1338253","1.5452819","1.2410524","1.9754421","1.9904928","1.9425675","2.2836664","1.9002074"
"2.109480883/204.06873","0.1426650","0.1667877","0.1322586","0.1421638","0.1794094","0.3931503","0.1402999","0.1910218","0.4030169","0.1423285","0.1502998","0.3439946","0.1671812","0.1355053","0.1432013","0.6478494","0.3672644","0.5448349","0.1387689","0.1401607","0.1554694","0.5013385","0.3621864","0.9130878","0.6690778","1.1844479","0.7938766","1.2871801","0.4345648","1.3349628","0.7889364","1.4477431","1.1237160","1.4722941","0.9554646","1.3732372","0.5783952","1.4869781","0.6684614","1.3244683","0.6763439","1.5586503","0.1486250","0.1398771","1.1898318","1.0884468","1.0000780","0.8589147","1.1210490","1.2786811","1.1755678","1.0422294","0.8964520","1.5379227","1.3494332","1.1252095","1.6734144","1.5856464","1.2672362"
"4.232050495/376.150528","0.1426650","0.1667877","0.1322586","0.3323675","0.3433689","0.1339511","0.1402999","0.1910218","0.1377072","0.1423285","0.1502998","0.1336142","0.1671812","0.1355053","0.1432013","0.1349067","0.3672644","0.1354692","0.1387689","0.1401607","0.1554694","0.1419355","0.1469972","0.1400456","0.1584962","0.4529995","0.1118456","0.1416096","0.2202716","0.2919428","0.1131275","0.1505840","0.2061930","0.1327538","0.1245201","0.1645785","0.2468012","0.1394559","0.1419555","0.3204904","0.2634360","0.1513870","0.1486250","0.1398771","2.0801477","1.4482251","1.1768447","2.0423883","1.8071305","1.4289875","2.2630291","2.0112977","1.4205943","2.5483132","1.7701788","1.6235910","2.7285225","2.2148631","1.7757825"
"2.733204461/244.1176226","0.4109045","0.4084698","0.4347254","0.5137477","0.5706399","0.4665044","0.4686762","0.4203729","0.4914460","0.4276260","0.4118956","0.3911603","0.3196175","0.5214122","0.4152187","0.4770361","0.3672644","0.3827029","0.5452728","0.6027670","0.5569268","0.6452483","0.7987279","0.9899791","0.5656699","0.9002990","0.8948156","1.0955428","0.3229961","0.9507097","0.9697912","0.7709800","0.5945305","0.9659769","0.8152159","0.8813445","0.3679836","0.9872726","0.6327232","0.7747409","0.2634360","0.9404463","0.4335619","0.5793609","0.8330907","0.6130351","0.7144062","1.3170704","0.8018816","0.7472251","1.8292348","1.0914119","1.0514585","0.8368513","1.1983481","1.4331335","1.7926981","1.5211359","1.4338521"
"2.221927009/227.1021357","0.4499542","0.4115362","0.5762643","0.6841716","0.7164655","0.7297966","0.8951913","0.5660002","0.9060398","0.7797181","0.6614771","1.1005219","0.5250267","1.0403366","0.9454709","0.7725718","0.6746184","1.3377519","1.1201855","0.3754031","0.7506685","0.3569868","0.7212632","0.8106510","0.8569444","0.7464952","0.7949006","0.7809861","1.0498151","0.9040002","0.6935397","0.8291912","0.9712927","0.7031948","0.7344839","0.9349986","0.9587105","1.0585542","1.1083178","0.7756204","0.8600096","1.2004391","0.4446772","0.7146647","1.0194513","1.1017542","0.6080477","0.6239703","0.8993590","0.9509282","1.8600518","1.5276774","0.7796645","0.5970396","1.2412353","0.6125200","0.9621761","1.4538047","0.6683419"
"6.833120985/351.1191324","0.2572834","0.1667877","0.1322586","0.1421638","0.3225535","0.1339511","0.1402999","0.1910218","0.2837061","0.2983093","0.1502998","0.1336142","0.1671812","0.1355053","0.1432013","0.1349067","0.3672644","0.1354692","0.1387689","0.1401607","0.1554694","0.1419355","0.1469972","0.1400456","0.1584962","0.5940622","0.1118456","0.1416096","0.2202716","0.3360358","0.1131275","0.1505840","0.2061930","0.4409209","0.1245201","0.1645785","0.2468012","0.4876597","0.1419555","0.1366865","0.2634360","0.1513870","0.1486250","0.1398771","1.7107210","2.5031555","2.3452201","1.6123653","2.5081413","2.6141358","1.9221172","2.9685937","2.3903492","2.3802796","2.9833631","3.0230693","2.3195729","3.4167529","2.7710577"
"3.087331078/363.9625633","0.1426650","0.1667877","0.1322586","0.1421638","0.1794094","0.1339511","0.1402999","0.1910218","0.1377072","0.1423285","0.1502998","0.1336142","0.1671812","0.1355053","0.1432013","0.1349067","0.3672644","0.1354692","0.1387689","0.1401607","0.1554694","0.1419355","0.1469972","0.1400456","0.1584962","0.1328294","0.1118456","0.1416096","0.2202716","0.1336319","0.1131275","0.1505840","0.2061930","0.2891363","0.1245201","0.1645785","0.2468012","0.2843114","0.1419555","0.1366865","0.2634360","0.1513870","0.1486250","0.1398771","0.6912315","0.4591241","0.3114574","0.8386133","0.9751604","0.8367414","1.2170572","0.7181983","0.4607140","1.4346792","1.1580228","0.6936757","1.2825395","1.0691741","0.9332339"
"7.450358109/379.1504669","0.1426650","0.1667877","0.2663785","0.1421638","0.3318565","0.1339511","0.1402999","0.1910218","0.1377072","0.1423285","0.1502998","0.2729747","0.3139796","0.2918970","0.2611625","0.2444164","0.3672644","0.1354692","0.2625349","0.2508838","0.2926117","0.1419355","0.2956070","0.1400456","0.1584962","0.6603852","0.1118456","0.1416096","0.3767740","0.2977842","0.1131275","0.1505840","0.2061930","0.5135446","0.2793639","0.3195089","0.2468012","0.5754143","0.2645300","0.1366865","0.4556021","0.2939164","0.2831094","0.2600812","1.9806154","2.0673972","2.2122269","2.0851296","2.2239145","2.4451282","2.3995659","2.4939254","2.2491067","2.4406775","2.6749822","2.9405865","2.6220974","2.9127364","2.5011311"
"3.675558929/417.173513","0.9511714","0.7035037","0.6287762","0.9527562","0.4427680","0.6089054","0.7584294","0.3852651","0.7812003","0.7115590","0.6736823","0.6612973","0.4362726","0.8427428","0.9587556","0.5703836","0.3672644","0.5807822","0.9359114","0.8561184","0.7415078","0.8218887","0.3949695","0.6351849","0.4399828","0.5426815","0.4602847","0.7736077","0.2202716","0.7614225","0.4086361","0.6663153","0.3343229","0.4707280","0.5133688","0.6352313","0.2468012","0.5642824","0.3593222","0.6192333","0.2634360","0.6036995","0.6364033","0.8620527","1.3344427","1.4120565","1.6173028","1.5803906","1.5767343","2.0337371","1.6798783","1.7053986","1.9242331","1.7886249","2.2398488","2.3384710","1.9160939","2.0259628","2.3423710"
"3.507293811/596.3076816","0.1426650","0.1667877","0.1322586","0.1421638","0.1794094","0.1339511","0.1402999","0.1910218","0.3102808","0.1423285","0.1502998","0.1336142","0.1671812","0.1355053","0.1432013","0.1349067","0.3672644","0.2543196","0.3442236","0.2779488","0.5221912","0.4900507","0.7396406","0.9217344","1.0993922","1.7121130","0.5722529","1.0096037","0.8323697","1.3641540","0.6748248","1.1322470","1.2549732","1.7339096","1.3986569","1.3861385","2.1109861","1.9464263","1.3488330","1.6249688","2.0011834","1.8625850","0.1486250","0.1398771","0.1367002","0.1898060","0.1312682","0.2916937","0.1780949","0.1358321","0.2647789","0.3949757","0.2599433","0.1741559","0.2422545","0.2685619","0.3570888","0.3427871","0.4844280"
