"","1mem_Bt_12pt5hr-1","1mem_Bt_12pt5hr-2","1mem_Bt_12pt5hr-3","1mem_Bt_12pt5hr-4","1mem_Bt_25hr-1","1mem_Bt_25hr-2","1mem_Bt_25hr-3","1mem_Bt_25hr-4","1mem_Bt_30hr-1","1mem_Bt_30hr-2","1mem_Bt_30hr-3","1mem_Bt_30hr-4","1mem_Bt_35hr-1","1mem_Bt_35hr-2","1mem_Bt_35hr-3","1mem_Bt_35hr-4","1mem_Bt_40hr-1","1mem_Bt_40hr-2","1mem_Bt_40hr-3","1mem_Bt_40hr-4","1mem_Bt_45hr-1","1mem_Bt_45hr-2","1mem_Bt_45hr-3","1mem_Cv_12pt5hr-1","1mem_Cv_12pt5hr-2","1mem_Cv_12pt5hr-3","1mem_Cv_12pt5hr-4","1mem_Cv_25hr-1","1mem_Cv_25hr-2","1mem_Cv_25hr-3","1mem_Cv_25hr-4","1mem_Cv_30hr-1","1mem_Cv_30hr-2","1mem_Cv_30hr-3","1mem_Cv_30hr-4","1mem_Cv_35hr-1","1mem_Cv_35hr-2","1mem_Cv_35hr-3","1mem_Cv_35hr-4","1mem_Cv_40hr-1","1mem_Cv_40hr-2","1mem_Cv_40hr-3","1mem_Cv_40hr-4","1mem_Cv_45hr-1","1mem_Cv_45hr-2","1mem_Cv_45hr-3","1mem_Cv_45hr-4","1mem_Ps_12pt5hr-1","1mem_Ps_12pt5hr-2","1mem_Ps_12pt5hr-3","1mem_Ps_12pt5hr-4","1mem_Ps_25hr-1","1mem_Ps_25hr-2","1mem_Ps_25hr-3","1mem_Ps_25hr-4","1mem_Ps_30hr-1","1mem_Ps_30hr-2","1mem_Ps_30hr-3","1mem_Ps_30hr-4","1mem_Ps_35hr-1","1mem_Ps_35hr-2","1mem_Ps_35hr-3","1mem_Ps_35hr-4","1mem_Ps_40hr-1","1mem_Ps_40hr-2","1mem_Ps_40hr-3","1mem_Ps_40hr-4","1mem_Ps_45hr-1","1mem_Ps_45hr-2","1mem_Ps_45hr-3","1mem_Ps_45hr-4"
"Label","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps"
"5.305693959/291.0756234","2.4719484","1.5988099","1.3516628","1.5850086","1.5650818","1.7503798","2.5276075","1.4093429","2.2473955","1.6034079","2.1473851","1.7160588","1.5143228","1.2064790","2.5166516","1.8446768","1.4302823","2.1042697","3.3317510","2.3573615","0.9952585","2.5653183","2.6871283","0.4769896","0.5443230","1.1057721","0.8242906","1.2259250","0.7201762","1.3924015","0.5100249","1.4339698","0.7501857","1.7106642","2.7917110","1.0607427","1.9229001","1.5833059","0.6178588","0.8137802","2.1563109","1.7203071","3.4773939","0.5767827","0.3199464","3.4975399","0.8943410","1.6439391","1.3958318","1.7412816","0.5241754","1.4847580","3.3178995","3.4336711","1.6363397","1.7328494","2.1705829","1.4791313","1.3914158","1.3607302","2.4079880","3.0250368","1.5453144","1.9864161","1.3536949","1.3021068","2.0191744","1.6588013","2.6071512","2.1142885","2.5321407"
"1.683713966/522.0965483","0.4243812","0.3301402","0.3636587","0.3547485","0.3647222","0.3454857","0.3634112","0.3145931","0.3471161","1.5357644","0.3573177","0.3008869","0.4014146","1.0354931","0.3389660","0.3895391","0.2747271","1.5990319","0.3420768","0.3064958","0.3230278","0.3408652","0.3489807","0.4769896","0.3241417","0.3531170","0.2837881","0.3541286","0.3492305","0.6105468","0.2919793","0.2989164","0.3253375","0.3550847","0.3486419","0.2885105","0.3683411","0.3629080","0.3818711","0.5457500","0.3548080","0.3634324","0.3449861","0.3197429","0.3199464","0.3803107","0.3135979","0.5014856","0.3132404","0.3256904","0.3146977","0.6518872","1.8135633","2.3422079","0.6513529","2.6207414","1.0922774","2.4045563","1.9214969","2.0292192","1.1153795","2.2376682","2.1390087","2.0456711","1.3066512","3.0620989","2.6763940","1.3236117","1.1164359","3.3718284","2.2628946"
"4.063928507/268.0613163"," 1.6797046"," 0.5722840"," 1.1530828"," 2.5204137"," 0.5764579"," 0.5636070"," 0.6524931"," 0.5470897"," 0.5291232"," 0.5427011"," 0.7956057"," 0.3008869"," 0.6055293"," 0.6231249"," 1.1082624"," 0.5818358"," 0.4268716"," 0.5833845"," 1.9850133"," 0.6491253"," 0.4986747"," 0.6138251"," 0.7765965"," 0.7397123"," 0.7084883"," 0.7284007"," 0.4610062"," 0.7994796"," 1.0452249"," 1.5144960"," 0.7371513"," 1.3600108"," 1.6566235"," 1.3836299"," 2.3202380"," 1.0352958"," 1.9680416"," 1.4361649"," 0.7203159"," 1.0445042"," 2.1167061"," 2.1493887"," 2.2931181"," 1.1488165"," 1.1453479"," 2.0606693"," 1.8521695"," 1.8050460"," 1.5537533"," 0.9178739"," 1.6579704"," 4.1332390"," 7.1195271"," 7.6933316"," 9.8499849"," 5.2280771"," 6.8676674"," 8.3264553"," 7.8024269"," 3.9540719"," 8.2983267"," 9.4727298"," 8.4586940"," 6.9226926"," 7.4005202","10.9653451"," 9.0346083"," 6.2028360"," 8.3780678","10.5255449","10.2832040"
"1.192607256/299.1327593"," 2.831419"," 6.600729"," 6.961845"," 6.080706"," 7.515492"," 9.389169"," 3.416946"," 6.550164"," 7.362962","12.267903"," 3.281707"," 7.508607"," 7.200020","12.998880","11.025228"," 7.612310"," 7.998695","13.141777","12.682410"," 7.430450"," 7.047543","12.152084","13.064348","11.870170","15.440749","16.227573"," 9.444216","10.238794","19.319535","14.670271","12.039905","10.592132","20.069979","16.956883","21.818472"," 9.829500","20.659232","19.059978","10.219963","12.664582","20.615820","17.265501","22.910053","10.829477","21.028613","13.037912","16.686324"," 3.615035"," 7.542853"," 6.404621"," 4.241752"," 5.257831"," 3.062329"," 7.112013"," 8.972334"," 6.140089"," 5.089003"," 9.171183"," 5.991773"," 5.720291"," 7.273510","10.481784"," 6.100598"," 5.747752"," 6.117074","10.036326"," 7.208700"," 5.291263"," 7.938127","10.596425"," 7.079594"
"1.698745295/194.0460382"," 8.0871179"," 8.8781699"," 9.0599939"," 8.6330833"," 7.9962608","12.6998045"," 3.4049334"," 7.7755216"," 7.7833991","12.4358342"," 3.7028815"," 7.6946121"," 7.1170816","12.9904261"," 9.6218713"," 2.6566728"," 7.7048135","13.7021568"," 9.7830870"," 3.3545156"," 6.9617164","12.8306943","10.1012986"," 0.8072528"," 0.9265952"," 0.8339385"," 0.9106454"," 0.8666131"," 1.3598117"," 1.6435071"," 1.3638339"," 0.9281195"," 1.8034957"," 2.0991531"," 1.7864680"," 1.2949364"," 2.1834745"," 2.5948211"," 2.2060267"," 1.7893609"," 2.9646669"," 3.3773556"," 2.3155685"," 1.7816645"," 3.9787116"," 3.8315452"," 2.2093884"," 0.9459754"," 1.4090593"," 1.2019035"," 0.8831292"," 1.9169004"," 3.5600324"," 4.1434066"," 3.0536549"," 3.0666298"," 3.9153158"," 4.7533346"," 3.3019875"," 3.1561206"," 4.4147769"," 4.6338561"," 3.2546422"," 3.5066630"," 3.0954475"," 4.8303588"," 3.1413273"," 3.5133100"," 3.9384347"," 5.3085261"," 3.6307460"
"9.809108768/346.0918561"," 1.900814"," 1.896505"," 1.701544"," 2.568906"," 2.576252"," 1.827774"," 4.098939"," 1.644886"," 2.625504"," 1.646211"," 3.228857"," 2.127801"," 3.183708"," 1.646851"," 2.474339"," 2.477053"," 2.799789"," 1.782340"," 3.646487"," 2.436308"," 3.259102"," 3.351194"," 4.560746"," 1.015371"," 1.279536"," 1.636030"," 1.714863"," 3.186331"," 3.682074"," 5.323455"," 2.737218"," 2.426616"," 2.331140"," 3.443101"," 2.730643"," 2.547781"," 5.435527"," 2.591305"," 2.988489"," 1.950080"," 5.441275"," 3.000987"," 4.877915"," 5.188274"," 3.563436"," 4.741440"," 4.951695"," 2.634820"," 2.319709"," 1.960161"," 2.463581"," 4.405870"," 3.925043"," 6.857465"," 7.483393"," 6.174896"," 3.254640"," 9.101168"," 5.050955"," 5.290498"," 5.351777"," 6.744425"," 4.257628"," 5.065369"," 3.450715"," 3.845154"," 3.982887"," 4.350424"," 4.812687","13.995943"," 4.743269"
"2.171130047/217.0305117"," 2.133347"," 1.189345"," 3.488469"," 6.044942"," 3.727661"," 1.425617"," 3.892517"," 4.670529"," 3.202500"," 1.199394"," 1.294815"," 4.153676"," 2.038622"," 4.057952"," 4.934535"," 3.848484"," 1.002842"," 4.613676"," 6.879550"," 5.588918"," 3.623428"," 6.409806"," 7.104629"," 1.233470"," 1.400131"," 1.730505"," 1.133772"," 2.564203"," 2.769317"," 2.529532"," 2.398838"," 3.360658"," 3.799128"," 1.625517"," 5.480523"," 2.896825"," 4.328179"," 2.845817"," 3.728044"," 2.563293"," 5.043290"," 5.550009"," 5.473637"," 5.082158"," 7.057318"," 6.348658"," 4.328369"," 3.262941"," 4.946221"," 2.874537"," 1.834804"," 2.965108"," 6.887016"," 6.422528","10.137669"," 4.382581"," 6.300995"," 7.615162"," 6.133514"," 5.983382"," 6.791546"," 7.083561"," 6.707363"," 5.948213"," 4.219048"," 9.450042"," 5.920126"," 5.654301"," 6.516031","10.014293"," 7.134143"
"2.096427567/127.0402736","3.276569","4.766879","6.062915","4.459788","5.354833","5.313639","6.926228","4.045041","4.537171","5.388435","6.339087","4.297495","4.902979","5.156773","7.558446","4.111352","5.641624","5.805766","7.273775","5.579594","4.431520","7.992795","7.290281","2.380797","4.476405","6.732706","4.151684","4.402181","4.801747","7.530474","3.693285","4.710842","4.534807","7.301648","6.799250","4.675398","4.722898","8.435901","4.175166","4.391094","4.998664","5.377199","5.934708","3.039936","5.121082","8.175898","4.818299","2.524746","4.353240","6.450773","1.957013","5.223791","3.260738","6.502112","4.878950","5.441320","3.896867","7.264527","3.985994","5.665604","4.904170","7.008756","3.592813","6.011362","2.955096","6.806502","3.744422","5.090534","4.382823","6.531963","3.036819"
"5.235048054/328.0807779","0.9542466","0.9583370","0.6502250","0.9951287","0.8394479","1.2660208","1.0717336","1.2289400","0.8183208","0.6516492","1.0388582","1.0994256","0.7957623","0.6899601","1.4520750","1.0551574","1.1129208","1.1626380","1.8640271","1.4089023","0.7208500","1.2567942","2.0112218","0.7155223","1.6222693","0.6657539","0.7752736","0.5937091","0.6612495","1.0467317","0.9216309","1.4909781","0.9011628","0.8310298","0.8597056","4.4665303","0.6935426","0.9009425","1.0618982","4.4270286","1.2768031","1.5905112","1.3178339","3.7423137","2.2089770","0.8388723","7.5161368","1.4738433","0.6779864","0.5046963","1.0438935","0.9420219","1.9542199","0.6565164","3.2116406","1.0093274","2.7151793","3.9522551","3.0292319","1.1119855","2.6482369","1.9471370","2.1939686","1.1425299","0.5935627","0.7498934","4.2836846","4.7542677","1.9786875","2.7733286","3.0218122"
"9.524473969/198.0773907","1.1620949","1.0954943","0.7938659","0.7989821","0.7155723","1.7520119","1.9392522","1.1423143","0.8637049","1.1914760","1.4218099","0.9637916","0.7824222","1.1479401","2.4206499","1.5209908","0.6119216","1.5085047","4.3894379","1.0834849","0.8665945","2.2629858","2.0447644","1.1905675","0.8297175","0.6118079","0.5289509","1.9206747","2.6805487","1.8975365","1.2929276","2.0401271","2.1821219","2.5009046","1.9718872","1.8804324","3.3396344","2.1341228","1.5576875","1.8457826","3.3856431","2.4193720","2.6326020","2.2501078","2.9130777","3.4503249","1.6107604","0.9496245","1.0270588","0.6636281","0.5609274","0.8822108","2.2333241","1.8209496","2.3651789","1.0778787","2.4782391","2.0468610","1.1570419","1.1169389","2.4347300","2.4435043","1.1083360","1.4108258","2.0682229","3.3136399","1.5264048","1.5570253","3.3193960","2.5932810","1.1798502"
"3.040716949/132.0749568"," 6.088464"," 3.177851"," 8.119007"," 6.938337"," 4.611352"," 6.057023"," 7.311428"," 5.541894"," 3.763425"," 4.933707"," 6.293204"," 6.117590"," 4.779529"," 3.681366"," 8.102079"," 4.065711"," 2.796740"," 7.116716"," 8.169888"," 7.545760"," 4.618948"," 5.172354"," 7.378222"," 3.454753"," 2.070194"," 7.320064"," 2.567090"," 3.310194"," 5.327119"," 4.154440"," 4.089765"," 4.277755"," 6.331153"," 6.911341"," 7.778009"," 3.657517"," 5.493986"," 6.888037"," 4.146177"," 4.403213"," 6.755479"," 4.395015"," 8.092112"," 2.404693"," 7.081459"," 7.598005"," 6.481402"," 5.920450"," 7.614846"," 7.385520"," 4.701651"," 3.830815","11.328657","10.549722","14.265738"," 9.344807","13.456438","13.292245","12.775113"," 6.385055","13.131902","13.792709","12.247571"," 8.297525","11.434905","14.483063","13.333521"," 7.372226","14.503593","15.278399","13.832217"
"8.016352049/379.1734113","0.4243812","0.3301402","0.3636587","0.3547485","1.9424661","0.8861961","2.0324449","1.4169331","1.4126011","1.1223229","1.9989811","1.8220458","0.9761043","1.6139767","2.5421169","2.6165455","1.9949571","1.4700508","4.2789289","2.2783098","2.1178704","3.5273175","5.1108128","0.4769896","0.3241417","0.3531170","0.4936458","0.3541286","0.3492305","0.7293364","0.4607778","0.7329174","0.3253375","0.3550847","0.7782162","0.9719497","1.1966928","0.3629080","0.8436477","0.9565855","0.9450502","0.6471180","0.8189116","2.0437173","1.0683207","1.0483108","0.7772390","0.5014856","0.6270834","0.3256904","0.3146977","0.3253121","0.3605880","0.3640863","0.8305978","0.9814677","0.7564897","2.3284128","0.3174578","0.7991874","0.7926321","1.7067604","1.0872797","1.0296769","0.3074099","1.2228546","1.6615500","0.9952639","1.0959434","4.6755923","2.6007104"
"5.055937789/387.2341812","2.5263049","2.2174781","2.6534337","2.8072359","2.7989134","3.8758342","2.5672734","2.6840767","1.7389250","2.5656129","3.1765469","3.1768897","2.5997512","4.3655673","3.6966061","3.2226956","2.0904639","4.1373767","4.4465788","4.4553878","1.3687631","5.3784134","4.6190903","0.4769896","0.3241417","0.3531170","0.4471002","0.3541286","0.3492305","0.3331067","0.2919793","0.2989164","0.3253375","0.3550847","0.3486419","0.2885105","0.3683411","0.3629080","0.3818711","0.3224902","0.3548080","0.3634324","0.3449861","0.3197429","0.3199464","0.3803107","0.3135979","0.5014856","0.3132404","0.3256904","0.3146977","0.3253121","0.3605880","0.3640863","0.3312255","0.2990105","0.3173832","0.3265752","0.3174578","0.3202909","0.3096457","0.3268209","0.3281545","0.3020722","0.3074099","0.3613342","0.6011898","0.2987188","0.3137760","0.3379970","0.3196614"
"1.008155828/415.1803118","1.7434379","2.0994862","2.4941262","2.5905128","1.4041601","2.3842658","2.5878774","2.1630698","1.4791046","2.7139626","3.3243328","2.3793418","1.5345440","3.2696473","3.6407608","2.2049483","1.6816743","3.5712885","3.6168026","2.2471513","1.8411549","3.6000969","3.6996110","0.8736040","1.1847469","0.7576548","0.6094137","0.5577938","1.0351372","1.4961384","0.7070911","0.5783733","1.4299754","1.3988580","1.6014198","0.5808489","1.0137855","1.4573341","0.6443518","0.5434445","1.4939933","2.0535653","1.3654980","0.5681811","1.8079806","1.9006010","1.0244552","0.7643352","0.6054850","0.6427895","0.5603748","0.3253121","0.3605880","0.3640863","0.3312255","0.6674586","0.3173832","0.6951892","0.3174578","0.4617317","0.3096457","0.3268209","0.6385233","0.3020722","0.7316924","0.6109102","0.3551393","0.2987188","0.3137760","0.7776015","0.5252078"
"7.724269341/256.0769316","3.5202588","0.5096112","0.6023286","0.6242223","2.3790729","1.1134081","1.0466703","1.8353240","1.9805751","1.2154663","0.7958773","1.8221869","2.4333881","0.7304748","1.4316654","1.8878609","1.6470411","1.1715542","1.4252713","2.5939694","1.6239571","0.7683217","1.3165597","4.1775874","0.3241417","1.8280114","1.7751341","1.5767140","0.6374917","0.6285515","1.5760956","1.3736162","0.8878758","0.7812757","0.7711103","1.1490781","0.7133695","0.9713678","1.3753634","0.3224902","1.2830835","0.8350117","0.8457264","0.6956080","1.0686017","0.9747779","1.0869498","4.1407384","1.6077487","3.1472188","1.5359195","3.0900308","1.7176076","2.3980487","4.6018107","3.6777746","2.7180981","4.0273487","4.1451015","5.5162952","2.9036476","7.7463839","2.6547653","6.2221543","5.7169003","3.3284206","1.9566690","6.0815302","6.3519488","3.9204369","2.2848724"
"4.273873157/141.0307522","16.8144612","19.8488447","16.3697123"," 2.8440748","19.5716810","27.0350274","25.8372990","19.5637931","20.7087766","23.4107419","26.0250020","21.6654949","20.6353839","21.8342049","31.3752319","21.3669259","20.3790307","28.2313501"," 3.4816247","26.3259995","19.9808550","26.5279380","34.5587518"," 0.4769896"," 0.3241417"," 0.3531170"," 0.2837881"," 3.2000094"," 4.1585668"," 4.8606641"," 3.5765612"," 4.3494925"," 4.8057275"," 5.2310012"," 7.0536527"," 4.2473386"," 6.7995358"," 4.5617507"," 4.5763708"," 4.2478355"," 6.0542434"," 6.1023172"," 7.2666455"," 3.8929018"," 7.2679536"," 6.2962507"," 6.6021476"," 0.5014856"," 0.3132404"," 0.3256904"," 0.3146977"," 0.3253121"," 0.3605880"," 0.3640863"," 0.9917007"," 0.2990105"," 0.6239121"," 0.3265752"," 0.3174578"," 0.3202909"," 0.3096457"," 0.3268209"," 0.3281545"," 0.3020722"," 0.3074099"," 0.3613342"," 0.3551393"," 0.2987188"," 0.8043211"," 0.3379970"," 0.3196614"
"1.928410164/511.1247354"," 0.4243812"," 0.5693608"," 0.3636587"," 0.3547485"," 0.3647222"," 0.7324490"," 0.3634112"," 0.3145931"," 0.3471161"," 0.6309409"," 0.3573177"," 0.3008869"," 0.4014146"," 0.9428748"," 0.4931723"," 0.3895391"," 0.5236771"," 0.7205353"," 1.0001508"," 0.3064958"," 0.3230278"," 1.0313256"," 0.8677968"," 0.7473903"," 0.3241417"," 0.3531170"," 0.4924268"," 0.3541286"," 0.3492305"," 0.3331067"," 0.2919793"," 0.2989164"," 0.3253375"," 0.3550847"," 0.3486419"," 0.2885105"," 0.3683411"," 0.3629080"," 0.3818711"," 0.3224902"," 0.3548080"," 0.3634324"," 0.3449861"," 0.3197429"," 0.6771626"," 0.3803107"," 0.3135979"," 1.7637358"," 1.6613608"," 1.1052455"," 1.4461691"," 4.4660039"," 9.0468751","11.1052077","10.1111487"," 8.2012597","13.2520855"," 9.8171818","11.3178480"," 8.0304487","11.5056906","17.0843540"," 8.3211093"," 7.1455267","12.3125300","15.3113697"," 8.7597523"," 7.7425658","13.4954732","16.8330917","12.4995271"
"5.028060922/277.1562246","3.3731035","3.6014256","3.8365800","3.2066443","1.6756123","4.4653984","3.9650913","2.9907947","2.6598287","5.8753867","5.4314060","4.0041264","1.7910290","6.1440281","5.7431429","2.2500732","1.8103288","6.7266937","6.9437441","2.2872442","2.2587727","6.7650878","7.1918563","0.4769896","0.5835325","0.5451597","0.2837881","0.5436950","1.7809500","1.1312027","1.1122122","0.5517398","1.5713617","1.5816604","2.3965613","1.2767585","2.3463188","3.0119378","1.8897033","1.5271320","3.3443294","3.2309656","3.0877412","2.7001810","5.0993816","3.9816087","2.0774340","0.8132136","1.0483981","1.0442297","0.5966267","1.0013044","2.3051875","1.8508430","2.8370903","1.9683665","2.7239398","3.1129125","2.0479327","1.5178245","2.2330394","4.2192261","2.1809365","1.4074791","3.3411810","3.2693388","1.8272736","1.8462541","3.2879521","4.3412542","2.4063223"
"1.846653654/443.3502985","1.7914649","2.9501152","1.8622393","1.4655385","2.0829426","3.7634066","3.2340220","1.9345955","1.8638567","3.7007498","3.7927236","1.8222161","1.9670184","3.6878643","3.7387838","1.7621538","2.4919491","5.0984576","3.0333768","2.4343663","1.7672864","4.3592256","5.1848068","0.4769896","0.3241417","0.3531170","0.2837881","0.3541286","0.3492305","0.3331067","0.2919793","0.2989164","0.3253375","0.3550847","0.3486419","0.2885105","0.3683411","0.3629080","0.3818711","0.3224902","0.3548080","0.3634324","0.3449861","0.3197429","0.3199464","0.3803107","0.3135979","0.5014856","0.3132404","0.3256904","0.3146977","0.3253121","0.3605880","0.3640863","0.3312255","0.4319764","0.3173832","0.3265752","0.3174578","0.3202909","0.3096457","0.3268209","0.3281545","0.3020722","0.3074099","0.5071537","0.3551393","0.2987188","0.3137760","0.3379970","0.3196614"
"4.456418483/281.0366591"," 1.5050364"," 1.6668226"," 2.0475418"," 3.0699749"," 1.3764640"," 2.0345217"," 2.2880984"," 1.8151638"," 1.4732442"," 2.0300784"," 2.2946198"," 2.4223088"," 1.1940361"," 1.4714294"," 2.2218349"," 1.8783602"," 2.2755641"," 2.4410099"," 3.3397701"," 2.5126150"," 1.8476639"," 2.3206466"," 3.3271249"," 0.7210830"," 1.7905473"," 1.2822801"," 1.1370485"," 2.0728760"," 2.2893432"," 2.8806367"," 2.5052629"," 4.2471637"," 3.6498731"," 3.3407413"," 8.0829254"," 5.7420544"," 6.5223687"," 4.9151490"," 5.2347059"," 7.4132195"," 6.7484557","12.3485562","12.7462031"," 8.0884849"," 6.2539249"," 7.5604351","10.3694022"," 2.1877911"," 3.2467060"," 1.8183610"," 2.2906209"," 1.9299895"," 2.6124538"," 2.8914991"," 2.7721477"," 2.4857914"," 2.3037946"," 2.7580997"," 2.6768593"," 2.4987521"," 2.2307951"," 2.4051177"," 2.4040579"," 2.1992779"," 0.5576276"," 2.7480115"," 1.9165172"," 2.0326283"," 1.7355688"," 2.5524713"," 0.8028025"
"3.427218473/85.02932168","5.291629","5.772988","5.662643","4.809301","4.615585","6.188443","6.448480","5.118024","4.697841","6.682268","7.804860","3.774156","4.019536","6.975718","7.912578","5.147133","4.197000","7.410861","7.405511","7.342077","4.010835","7.495969","7.236623","2.778749","2.261166","2.614952","1.526418","4.173363","2.804401","2.262467","3.105516","4.501863","2.053213","2.828958","2.602344","3.085287","2.135283","5.168035","2.455223","2.434023","2.800693","1.447862","1.784005","2.280701","2.016247","3.712225","3.724920","3.289249","3.790800","3.893154","1.651264","2.587180","5.305105","4.288985","6.297109","3.415142","6.438264","4.967071","5.501275","2.999985","5.248760","5.501398","4.186063","3.282702","5.983890","6.328278","3.141254","3.924661","6.841207","6.053093","5.187019"
"1.934445893/117.0713021","2.0980261","1.9094438","2.3676139","2.6547337","1.5813213","4.0888248","4.2213041","4.2826044","2.2035868","4.0858598","4.1836818","4.5491145","2.0412051","4.6008899","4.7419382","4.6231486","1.9076359","5.5260850","5.8644780","6.5989951","2.1931545","5.3439829","6.2779520","0.4769896","0.5748695","0.8732893","0.2837881","0.6517704","1.5801326","1.0440193","1.3405419","0.7906248","1.3729841","0.8799446","2.0183545","1.4302185","1.8482723","0.7211448","0.9779423","0.7357071","1.6518450","0.7574843","0.8981192","0.4944322","1.3780906","0.9844616","0.6121445","0.7287057","0.3132404","0.3256904","0.3146977","0.5898732","0.9695205","0.3640863","0.5870837","0.7528874","0.6551912","1.4118211","0.3174578","0.7396445","0.5694543","0.7786365","0.3281545","0.6387469","0.7311151","0.3613342","1.5844192","0.6254126","0.5495640","0.3379970","0.3196614"
"3.331585266/511.1259691"," 2.3306323"," 1.7849243"," 2.4968747"," 2.2632174"," 2.2015139"," 1.9110746"," 1.8871831"," 1.2359028"," 1.2584704"," 1.8290389"," 1.7015456"," 2.0807638"," 1.2820168"," 1.1344190"," 1.5134367"," 1.0916446"," 1.8110578"," 1.7226801"," 2.1110771"," 1.3705351"," 1.2478508"," 1.2104257"," 1.6065379"," 1.3308286"," 1.3209205"," 1.2290083"," 1.4694864"," 0.9986873"," 1.2233145"," 2.0952224"," 1.0787871"," 1.7791302"," 1.3750963"," 1.8579606"," 1.7630894"," 1.6450821"," 1.3939132"," 2.1877830"," 1.0860438"," 1.1337177"," 1.6447309"," 1.8040803"," 1.1896100"," 0.8784351"," 1.2462189"," 2.1702650"," 1.1618724"," 1.8265249"," 1.3771884"," 1.6863390"," 1.8689776"," 4.8913646","12.0478378","11.1052077"," 7.5241632"," 9.8841119"," 9.0092896","11.2138624","11.2752799"," 3.4813563","12.3700967","16.9291661"," 8.3211093"," 7.5331796","11.4228015","14.5199432","10.5424157"," 5.3876457","12.5452151","16.8229653","12.3213505"
"4.494857486/417.0403527","10.9295880","12.1038666"," 8.1501812","15.1442901","15.8455289","15.4454354","12.8853793","14.9858973"," 9.9690702","17.9415416","18.8389141","16.1941024","12.4032875","19.2041908","16.9965101","14.5499125","11.9896548","22.6216414","27.8217715","17.6939115","13.3085222","20.6691414","31.8432934"," 0.4769896"," 0.5536602"," 0.3531170"," 0.2837881"," 0.3541286"," 0.3492305"," 0.3331067"," 0.2919793"," 0.2989164"," 0.3253375"," 0.3550847"," 0.3486419"," 0.4738163"," 0.3683411"," 0.3629080"," 0.5517693"," 0.3224902"," 0.3548080"," 0.7053303"," 0.7165851"," 0.3197429"," 0.3199464"," 0.3803107"," 0.3135979"," 0.5014856"," 0.3132404"," 0.3256904"," 0.5417452"," 0.3253121"," 0.3605880"," 0.3640863"," 0.6489052"," 0.2990105"," 0.3173832"," 0.3265752"," 0.3174578"," 0.3202909"," 0.3096457"," 0.3268209"," 0.3281545"," 0.3020722"," 0.3074099"," 0.3613342"," 0.3551393"," 0.2987188"," 0.3137760"," 0.3379970"," 0.3196614"
"4.590365109/446.0560896"," 7.3634498"," 5.4534230"," 4.6178946"," 2.7592938","10.5260342"," 8.6926907"," 5.2080009"," 6.7394849"," 6.5043048","10.1064125"," 6.5724814"," 6.4871955"," 8.4959591","10.8286972","12.4003863"," 8.3695055"," 6.1104367","11.5061534","11.6095607"," 6.5201738"," 7.1609245","10.6222798","13.1802064"," 0.4769896"," 0.3241417"," 0.3531170"," 0.2837881"," 0.3541286"," 0.3492305"," 0.3331067"," 0.2919793"," 0.2989164"," 0.3253375"," 0.3550847"," 0.3486419"," 0.2885105"," 0.3683411"," 0.3629080"," 0.3818711"," 0.3224902"," 0.3548080"," 0.3634324"," 0.3449861"," 0.3197429"," 0.3199464"," 0.3803107"," 0.3135979"," 0.5014856"," 0.3132404"," 0.3256904"," 0.3146977"," 0.3253121"," 0.3605880"," 0.3640863"," 0.3312255"," 0.2990105"," 0.3173832"," 0.3265752"," 0.3174578"," 0.3202909"," 0.3096457"," 0.3268209"," 0.3281545"," 0.3020722"," 0.3074099"," 0.3613342"," 0.3551393"," 0.2987188"," 0.3137760"," 0.3379970"," 0.3196614"
"7.974783634/245.0436923"," 2.266624"," 3.550177"," 2.652976"," 3.339501"," 2.216853"," 4.624561"," 2.509711"," 3.118707"," 2.982811"," 4.086348"," 4.309206"," 3.564206"," 2.291844"," 3.999195"," 5.548725"," 1.532744"," 1.758270"," 5.334887"," 5.553238"," 2.119127"," 3.037834"," 5.774556"," 6.747659"," 2.540694"," 7.001320"," 6.369278"," 2.788732"," 5.936850","13.831910","16.040139"," 6.037059"," 8.016517","15.373691","14.551991","10.949371"," 5.735541","19.670657","13.143211"," 6.631037"," 7.053874","19.923961"," 8.342195","19.215941"," 6.726747","18.247367"," 9.403428","12.996073","13.483778","20.737232","16.156934"," 9.804535","21.472091","30.962403","21.512961","37.028263"," 1.793595","36.591097","39.978210","24.774111","21.413047","39.069334","43.267388","25.778361","21.098627","31.564754","49.885802","40.365089","20.071206","45.536852","57.106017","30.636568"
