"","1mem_Bt_12pt5hr-1","1mem_Bt_12pt5hr-2","1mem_Bt_12pt5hr-3","1mem_Bt_12pt5hr-4","1mem_Bt_25hr-1","1mem_Bt_25hr-2","1mem_Bt_25hr-3","1mem_Bt_25hr-4","1mem_Bt_30hr-1","1mem_Bt_30hr-2","1mem_Bt_30hr-3","1mem_Bt_30hr-4","1mem_Bt_35hr-1","1mem_Bt_35hr-2","1mem_Bt_35hr-3","1mem_Bt_35hr-4","1mem_Bt_40hr-1","1mem_Bt_40hr-2","1mem_Bt_40hr-3","1mem_Bt_40hr-4","1mem_Bt_45hr-1","1mem_Bt_45hr-2","1mem_Bt_45hr-3","1mem_Cv_12pt5hr-1","1mem_Cv_12pt5hr-2","1mem_Cv_12pt5hr-3","1mem_Cv_12pt5hr-4","1mem_Cv_25hr-1","1mem_Cv_25hr-2","1mem_Cv_25hr-3","1mem_Cv_25hr-4","1mem_Cv_30hr-1","1mem_Cv_30hr-2","1mem_Cv_30hr-3","1mem_Cv_30hr-4","1mem_Cv_35hr-1","1mem_Cv_35hr-2","1mem_Cv_35hr-3","1mem_Cv_35hr-4","1mem_Cv_40hr-1","1mem_Cv_40hr-2","1mem_Cv_40hr-3","1mem_Cv_40hr-4","1mem_Cv_45hr-1","1mem_Cv_45hr-2","1mem_Cv_45hr-3","1mem_Cv_45hr-4","1mem_Ps_12pt5hr-1","1mem_Ps_12pt5hr-2","1mem_Ps_12pt5hr-3","1mem_Ps_12pt5hr-4","1mem_Ps_25hr-1","1mem_Ps_25hr-2","1mem_Ps_25hr-3","1mem_Ps_25hr-4","1mem_Ps_30hr-1","1mem_Ps_30hr-2","1mem_Ps_30hr-3","1mem_Ps_30hr-4","1mem_Ps_35hr-1","1mem_Ps_35hr-2","1mem_Ps_35hr-3","1mem_Ps_35hr-4","1mem_Ps_40hr-1","1mem_Ps_40hr-2","1mem_Ps_40hr-3","1mem_Ps_40hr-4","1mem_Ps_45hr-1","1mem_Ps_45hr-2","1mem_Ps_45hr-3","1mem_Ps_45hr-4"
"Label","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps"
"1.719507088/158.061244"," 3.764159"," 2.482135"," 6.330711"," 7.373612"," 4.793384"," 3.445342"," 4.944239"," 5.519857"," 4.513466"," 3.836311"," 6.853121"," 5.952791"," 4.217387"," 4.151464"," 3.843058"," 4.689765"," 4.807879"," 4.208591"," 6.952827"," 1.590190"," 4.098235"," 2.981453"," 5.142004"," 1.828851"," 2.570106"," 2.251109"," 4.000504"," 3.957521"," 4.385692"," 3.947836"," 5.295177"," 4.741286"," 4.922645"," 8.077891","10.139549"," 2.459432"," 5.582036"," 8.523580"," 7.013482"," 1.602902"," 6.587662","10.751604","14.112372"," 4.309712"," 7.764887"," 5.230570","10.937791"," 2.261161"," 1.121075"," 2.746734"," 2.427187"," 3.050726"," 5.087455"," 4.383783"," 2.592878"," 3.461575"," 2.951290"," 2.719752"," 5.529891"," 3.620839"," 3.904732"," 2.872808"," 5.430335"," 4.009651"," 2.675598"," 5.967555"," 4.703180"," 3.285946"," 4.202011"," 2.444029"," 5.598290"
"1.663901549/154.0512068"," 8.282089"," 8.715602"," 9.213749","11.176829"," 6.981020"," 6.994448","10.830331"," 4.060471"," 5.921855"," 7.196603"," 9.945981"," 3.905136"," 5.701679"," 6.502448","10.590047"," 5.914481"," 2.963522"," 4.133577","10.342576"," 6.231180"," 4.356020"," 6.466725"," 9.360075"," 1.854633"," 3.125349"," 3.674614"," 2.569977"," 4.590132"," 7.842387"," 8.217772"," 5.526112"," 4.799477"," 8.388932"," 8.765966","10.821684"," 4.953709"," 9.867867"," 8.807895"," 5.564456"," 4.929299","10.247175"," 8.450095","10.508166"," 4.601393"," 9.773143"," 8.817839"," 5.252599"," 1.877273"," 1.760797"," 2.292674"," 1.425714"," 1.700946"," 2.130078"," 2.122555"," 3.289166"," 1.922416"," 3.488827"," 3.276655"," 1.901757"," 1.940374"," 2.229319"," 2.801693"," 2.570783"," 2.624691"," 3.622491"," 2.014589"," 1.574975"," 2.248762"," 3.092869"," 4.896553"," 3.122535"
"2.476381107/307.0162937","0.6773368","0.5423105","0.5928722","0.8661336","1.5884472","1.4778720","1.4035714","2.3135569","1.7516740","0.9805893","2.6041635","2.3756871","2.0606029","0.6656976","3.0975377","2.6330453","1.8173493","2.2061930","2.3774722","2.8685773","2.5646702","1.3920057","3.4079225","2.3062602","2.7442081","2.8246471","3.5073013","3.8076750","3.0418926","4.6335697","4.0316519","3.8646496","2.6610940","4.0450795","7.2067203","3.9328434","3.7453998","4.2488169","4.6970266","3.9034332","3.6330506","4.6346382","7.1833646","1.4386683","4.4626457","5.7378023","7.2024442","2.6499728","1.7664039","1.9491384","1.9896930","3.3357073","2.9933662","3.3866332","6.7385060","3.3978839","3.6025465","4.0606179","6.2628100","3.6453512","1.8364380","2.9915402","3.2825689","2.5299106","0.9399660","1.9742471","4.2304242","2.5268084","1.3818219","2.5887816","6.1308098"
"5.666341923/257.0896019","1.8474916","1.6796511","0.9750323","1.3293615","1.5412302","2.2019445","1.2053963","1.7588825","1.7243214","2.0978689","1.4976242","1.9358360","1.5875124","2.1508719","2.4473280","2.1980443","2.0392951","2.2141511","2.3732525","2.5381972","1.7634108","2.4730893","2.5366351","2.8457502","2.4982486","2.7719418","2.5351088","4.2137175","6.7475509","5.8301736","5.2563679","4.8658752","6.6903702","7.2688891","8.3494985","5.5416482","7.3149663","6.9259689","7.0064902","5.1766035","7.6766521","7.4129880","8.4740434","4.6125210","7.0005858","7.0432485","8.1151127","0.5014856","0.5651605","0.3256904","0.4842273","0.5464102","0.6384586","0.7795095","0.6470457","1.2863934","0.6901862","0.7229123","1.3007118","0.5660144","1.2849731","1.3124636","0.6146361","0.9947743","1.7945594","1.0599781","1.4544199","1.0057745","1.8704584","0.9795306","1.5893315"
"6.30578997/185.0223609"," 3.649694"," 2.491055"," 3.526520"," 2.622066"," 3.999119"," 2.621772"," 3.913125"," 4.041138"," 3.394290"," 3.571598"," 3.295164"," 3.927881"," 3.365012"," 3.439989"," 4.129247"," 3.223487"," 3.615587"," 4.053881"," 5.190328"," 4.412775"," 1.141916"," 3.842691"," 4.492413"," 2.953816"," 3.595433"," 1.594600"," 1.907694"," 2.052972"," 2.198651"," 2.330296"," 1.433260"," 2.030985"," 2.170555"," 2.819942"," 2.187401"," 1.799193"," 3.897547"," 2.583464"," 2.937590"," 1.267524"," 2.520519"," 3.128382"," 1.922682"," 1.084976"," 1.368943"," 2.417128"," 1.881540"," 5.183208"," 3.394320"," 4.031019"," 4.203993"," 5.026266"," 7.496390"," 7.128543"," 7.169064"," 4.116708"," 9.876710"," 8.369344"," 6.897643"," 7.946088"," 6.855869"," 6.604268"," 8.410946"," 6.900563"," 6.282406"," 9.965529"," 7.134975"," 6.867671"," 9.655539","11.827314"," 9.476648"
"5.969670194/154.05121","3.894156","6.308023","4.651679","5.224688","2.953134","6.875564","5.252357","3.836123","3.224051","6.555789","5.848016","3.512881","3.054510","6.366831","7.264948","3.159676","3.472153","7.751021","6.244050","4.208138","3.112515","6.260495","6.548460","1.306834","2.614972","2.537055","1.175403","1.600624","3.382091","3.257483","2.182529","1.584260","3.250412","3.954135","3.670422","1.630310","3.574339","3.948402","2.791477","2.394548","3.870088","4.046146","4.001117","2.239221","4.688063","3.975243","3.322332","3.150014","2.597291","2.745366","1.297863","1.260973","3.201680","3.231316","3.556270","2.582992","4.289902","3.520784","3.179568","3.091349","3.612672","4.269836","2.883496","3.150600","4.388985","4.832528","3.042544","1.948871","4.270725","3.903203","3.173437"
"4.316769777/346.0637272","0.6456781","0.5520254","0.7753460","0.3547485","0.6808395","2.7389094","0.8749817","0.6617577","0.6643960","2.7898631","0.7024752","0.6165464","0.8281200","2.1915572","1.4732151","0.8855344","1.4863115","4.0184561","3.1673926","0.6391408","0.8903772","3.5517864","2.2371173","1.3983178","2.9687560","2.1561538","1.4372952","1.3525034","3.7642651","3.2308069","3.0701589","1.2765312","3.3645143","3.2346688","4.1493364","2.7252175","4.0225796","5.2537553","4.2701947","2.3878302","4.3958107","3.3063605","4.5884181","2.3605325","6.8137424","3.9548785","4.4175459","0.8069183","0.4978812","0.5822827","0.5507219","0.5922841","0.8510454","0.6800716","1.2801283","0.9888444","2.0012254","0.9227026","1.6557681","0.6026866","1.5614723","1.6218828","0.9582673","0.6913141","0.7772556","1.6624131","2.7714037","2.0659956","1.3961271","1.2508192","2.1893951"
"1.902437089/169.0621648","2.7196844","2.7383251","3.6544475","4.2473514","0.9908659","3.1718660","5.0564933","2.5336524","1.8589861","3.0554228","4.2935970","2.5836992","0.9755807","3.0045162","4.1453251","2.3626523","1.9046680","3.5342040","3.8943678","2.7630976","1.8174176","4.0146448","5.1106470","0.9987045","2.6567015","2.2976379","1.1010894","1.6406190","2.6104836","1.8579938","0.8834661","1.8421785","2.6091233","2.3696980","2.9149381","1.9531735","3.4891956","3.8557922","1.9989204","1.7051713","4.2870777","3.8381589","1.9580103","1.8324330","2.7937050","4.2542761","2.1371923","1.1047686","1.6208192","1.2029017","0.9985578","0.9835822","2.2719527","1.9062962","2.4276948","1.2095448","2.3970026","1.1152144","2.1097843","1.5269225","2.5911997","2.0964509","2.2973842","1.6155126","1.4050637","3.1878326","2.1040104","1.5748602","3.2187211","3.2565626","2.5402241"
"8.836195174/358.0920038","4.912315","1.804131","3.717482","3.919924","5.438315","2.287260","4.183131","4.217625","3.338985","2.518542","4.181285","4.060955","3.107868","1.993324","6.707201","4.050311","2.077057","2.317500","6.260648","3.818458","2.461846","2.640455","7.881520","2.863253","2.392041","4.409919","3.385524","6.165197","4.283516","8.173583","3.165283","4.704464","3.188893","3.882933","2.817273","4.861046","4.329066","2.381144","4.813576","2.668635","2.883738","1.185376","3.605236","1.645235","2.469735","2.932149","4.017406","5.422498","4.200534","3.447886","3.696017","3.243315","3.288458","4.623359","2.958922","4.389490","2.178347","6.804805","2.400059","2.548762","2.883222","5.571864","2.051651","2.409452","1.707085","3.168522","3.473465","1.511127","2.143991","6.895789","2.139277"
"6.743612536/174.0022412","3.7189301","1.9420942","2.9626432","1.3870480","4.7176872","4.6339009","5.2871714","3.0980960","4.8797601","5.7998804","5.6270890","1.7161478","4.2253689","7.3889417","7.6529940","3.1708414","3.1215401","6.1057238","4.2996167","3.5283356","4.7567902","7.7880004","8.2295975","1.0207017","2.5981733","3.7668884","0.4869846","2.4021654","1.6713503","3.9750412","0.5568103","2.0533899","1.7058046","2.0217005","1.3014372","1.6512757","3.3239547","1.9522695","0.7001105","2.4279524","3.3349460","2.5007276","2.1219249","1.9420253","1.0644774","3.4638135","1.3654601","2.7520398","3.9698513","3.3854916","0.6309986","2.8318127","4.6495250","1.8335365","2.9040133","3.0250333","4.9056751","5.0922536","0.8589986","2.7101547","5.0888742","4.9928998","0.8038392","1.7568156","4.4120656","1.8828372","1.6487367","2.4886919","2.9289706","5.5328321","1.7692759"
"7.821665406/275.0890898","1.0843965","2.3692708","0.7922846","2.3298571","1.0041855","3.5412709","2.6121692","0.8323897","1.2622083","2.9095822","2.6765555","1.0017798","1.2765080","2.7751255","3.8329244","1.0947528","1.5094916","3.9621025","4.2492475","2.3004581","1.0069572","3.4849963","4.1314755","0.8389753","2.1321575","1.2177400","1.5016334","1.6739041","3.5844173","4.0873512","2.0200561","1.8813050","3.4451759","3.3601504","4.8398805","1.4637906","4.3048704","2.4048582","1.4621826","1.9859773","3.8505901","1.0042617","4.5817826","0.8180353","3.3625764","2.1527416","1.5260548","2.2924104","2.6251665","2.2954149","0.9652626","2.3545914","3.6667771","3.8537921","4.8271315","2.8622498","4.5761201","4.6906046","2.0866254","2.2945701","4.0406323","4.5942242","2.0804041","2.5500595","4.0376442","4.4006967","2.5784191","0.7320973","4.3709405","5.1461391","1.6448950"
"1.804770347/139.0515076","2.194679","2.730075","3.094162","2.455109","2.356664","2.186880","2.825341","1.912274","2.153978","3.444072","3.779022","1.975717","2.371768","3.789363","1.903948","1.869474","1.744267","2.356773","3.818868","2.476495","1.680860","5.312546","2.073724","1.573842","1.898076","2.232528","1.091256","2.289028","4.223040","4.200554","2.318173","4.305565","4.152327","2.607586","3.917162","5.329393","4.703667","7.859315","5.976333","2.953226","4.660462","3.911755","4.168630","2.479045","4.023513","4.482632","3.594740","1.836896","3.377038","2.597741","1.372410","2.342241","2.204094","2.692214","3.879844","3.215325","2.699211","3.011574","3.361829","3.755095","2.748341","2.719409","3.065003","2.686511","3.082607","4.529376","2.927866","2.653234","3.429408","5.528013","3.795710"
"2.049711567/160.0406057","3.873857","4.120066","4.563194","4.521639","3.313633","4.847505","4.610714","3.756230","3.394214","5.026214","4.870331","4.001384","3.148710","5.225685","5.118146","3.741510","3.512779","5.496695","5.614498","4.261231","3.326437","5.396872","5.851161","1.438121","2.366941","2.396807","1.911045","1.286509","2.996935","3.299809","2.564832","1.870771","2.941872","3.745856","3.953947","2.372267","3.268214","3.795998","2.911227","2.195939","3.420699","3.901914","3.795656","2.135589","3.249887","4.364486","3.415061","4.672044","3.935959","3.827410","3.220482","2.808609","3.725816","4.026599","4.313561","3.077183","3.964824","4.181380","3.514293","3.103667","4.021960","4.440450","3.390285","2.123000","3.763992","4.795280","3.696220","3.297761","4.221903","4.898234","3.809362"
"5.627930966/151.0614187","4.809555","4.581667","3.828643","4.777152","4.576955","5.966244","5.374006","4.777138","4.841343","5.504036","5.323701","5.183314","4.679300","5.573981","6.242323","5.069448","5.000364","6.011963","7.094391","6.374592","4.547590","5.669005","6.581111","1.042143","2.442610","2.338316","2.290124","3.905692","5.067468","4.872945","4.466195","4.689549","5.313695","5.563279","7.458926","5.146884","5.940919","5.352304","5.378228","4.838000","6.234053","5.726860","7.160877","4.452715","6.444400","6.036157","7.405907","4.212379","3.861192","2.979669","2.756021","4.281134","5.528058","5.195264","7.398377","5.234276","7.116403","6.282501","7.214610","4.910599","7.003027","6.969388","6.766200","5.136266","7.813755","6.880504","7.644671","5.176142","8.683796","7.889473","8.043211"
"2.223765101/228.1244433","0.7798144","0.9382268","1.8886274","1.8873249","0.6861375","1.0690685","1.6207190","0.7509513","0.9174301","1.2611998","1.8042960","0.6539515","0.8028859","1.6956777","0.7439101","0.7908925","0.7309832","1.7295507","1.9089639","0.8503162","0.6375826","1.2582761","2.1379719","1.8877602","2.8539656","3.0150547","2.0924214","1.9760694","3.9194178","3.9315219","2.9684508","2.2269028","4.1604173","4.3230091","5.4715513","2.4594799","4.8243122","4.4410892","3.3235935","2.7999276","5.2727804","5.1588248","5.6399878","2.6349736","4.4419506","5.6587989","4.0326059","2.1554121","2.8152532","2.6293529","2.1674048","2.2433972","3.5887548","3.5508260","4.4589607","2.6464507","3.6231529","3.8678438","2.8242407","2.5503713","3.9049071","3.6197760","2.8798030","2.5085397","3.3686761","4.2415937","2.9804346","2.3885512","3.4879816","4.2447578","3.0653923"
"3.510008818/247.0358601","2.1199712","1.4796318","2.2891398","2.2881628","1.3434852","1.7781914","2.6393139","2.0987903","1.0113261","1.9359987","2.8170829","2.1909134","1.2458551","1.9905442","2.4317180","2.2053761","1.7752017","2.2681332","2.3300712","2.6229295","1.7802043","3.0558772","3.5366883","2.2641633","2.8088544","2.7164334","2.0943833","2.4644832","4.3704125","3.6752260","3.0022346","1.2996523","4.5935282","4.5329622","6.3704991","2.1326258","5.3986306","4.0595473","4.1143884","4.3057426","5.5813916","7.9525122","6.6240305","4.2411829","4.5165551","5.5033959","5.2463824","0.5014856","0.5515686","0.5602065","0.5111070","0.5644455","0.7571955","0.3640863","0.3312255","0.5453162","1.5097698","0.5920464","0.6222079","0.4771940","0.6178254","0.3268209","0.5480145","0.5433442","0.5891408","0.6468823","0.5579711","0.5057482","0.8031997","0.3379970","0.5464568"
"8.286826058/300.1351618","2.2188593","2.3447725","3.0222813","3.7670605","1.9759917","3.1426441","3.2147927","2.4644482","1.8879879","1.9169460","4.2752693","1.5278604","2.5345628","2.2967102","2.3052683","2.4379883","2.0943443","2.2345581","2.0129088","1.7592865","1.7229303","2.2967282","2.9602943","1.4322888","1.8148998","2.1825446","2.1545420","1.5293145","4.3353277","5.2369370","2.7196170","1.5853621","4.6301030","4.1296107","5.4267655","1.0824936","5.4156884","5.0137277","2.9179851","1.0185335","6.1467165","5.0534571","5.8999967","2.1936996","6.3374034","6.8802287","2.5696528","1.4924072","1.8300914","3.3596495","1.9663978","1.7096044","2.8286095","3.8520585","2.9557653","2.9740914","2.9822468","3.3948778","1.7478115","1.6162448","3.0975051","3.7600715","2.3852846","1.6437825","3.2134560","2.9106910","2.2108725","0.9100619","3.2701822","3.9488107","1.3355545"
"10.94733145/144.0668382"," 5.677597"," 3.827349"," 5.537357"," 5.117899"," 5.297680"," 4.972120"," 7.836581"," 4.480704"," 5.183917"," 4.478463"," 8.022578"," 4.233721"," 5.976852"," 6.287795"," 6.547976"," 5.446142"," 3.802546"," 2.772748"," 8.686487"," 5.189424"," 4.902184"," 5.875790"," 7.427302"," 7.214604"," 2.576041"," 6.002407"," 3.596218"," 7.156692"," 3.622636"," 9.287585"," 6.634099"," 6.958229"," 3.986741","11.309653","11.846250"," 6.622128","13.133117","10.218025"," 7.539967"," 8.681593"," 4.548512","11.217604"," 9.972009"," 8.333442","11.387562","12.058193"," 7.016341"," 5.938643"," 5.194029"," 4.160630"," 2.733779"," 5.176091"," 4.100311"," 7.722986"," 7.353687"," 5.820145"," 2.312957"," 7.136080"," 5.459542"," 4.943378"," 2.429299"," 7.296865"," 5.271155"," 4.978341"," 8.368170","10.914897"," 6.260732"," 4.884079"," 9.026290"," 7.160467"," 5.938381"
"3.856435362/257.0784467","4.751024","5.301048","4.821956","5.245296","5.123751","7.623630","7.146527","5.662923","5.537287","7.121881","7.337666","5.830666","5.451958","7.396980","8.261580","5.955070","5.616542","9.230657","9.783290","7.567851","5.429980","8.776441","9.390365","1.916712","2.504281","2.202140","1.584277","3.753666","5.228082","4.781677","3.560412","4.594032","5.393236","5.611104","5.852982","4.934085","6.587436","5.743114","4.598734","5.363602","6.929313","6.351363","5.978087","5.136634","6.857791","7.011279","5.570430","3.165185","3.405153","2.874626","2.032440","3.602606","4.286543","4.642145","5.365628","4.400993","5.139728","4.903804","4.116428","4.265318","5.147838","5.142965","4.201293","4.658245","5.272643","6.409526","4.706849","4.449231","6.069507","6.303235","4.868209"
"9.116206905/319.0280877","0.4243812","0.3301402","0.3636587","0.3547485","0.3647222","0.3454857","0.3634112","0.3145931","0.7327764","0.5308553","0.3573177","0.3008869","0.4014146","0.3197430","0.3389660","0.3895391","0.2747271","0.3197737","0.3420768","0.3064958","0.3230278","0.3408652","0.3489807","3.3868887","2.0281390","2.1628533","2.2166228","3.0440087","2.6862158","2.7840980","3.2898031","2.5218071","2.6120037","3.0254752","3.4703114","2.6443640","2.9170294","2.9766057","4.0678048","2.9945310","2.8263348","3.6717976","3.7139150","3.0794174","3.3305326","3.7909541","3.4147684","0.5014856","0.3132404","0.3256904","0.3146977","0.7098319","0.3605880","0.7888842","0.7201467","0.5722875","0.5897122","0.3265752","0.6727694","0.3202909","0.5245439","0.8074544","0.3281545","0.7175674","1.0758113","0.9041915","0.6864932","0.9369748","0.8947640","0.7998233","0.8710337"
"1.339427826/217.053997","2.2754326","0.6931578","2.3796976","1.7054539","1.1821343","1.3392579","2.2303721","1.5252848","1.7326003","1.2652736","2.2155196","1.2224882","0.8690890","1.3902906","2.0034064","0.6834428","0.9623115","1.0601128","2.6128463","0.9776512","1.7118485","1.1332560","2.4138498","2.2463204","2.1313556","2.8041579","1.8502977","3.1444864","3.7942570","5.2305524","2.9881902","1.9254762","3.4954288","3.5593921","5.0742200","3.2141236","4.0961616","2.9762070","2.8142089","3.5746655","3.4330899","3.4685602","4.4132090","3.3557436","3.4185029","4.7172503","2.9362972","1.4017712","0.7908633","1.6302012","0.7525215","1.7531513","1.2220728","0.8466966","0.8713199","1.7340305","1.9952662","1.6748902","0.8352089","1.5922465","2.6544898","1.6375423","1.2785845","1.2979594","2.0212739","1.0562670","1.8286141","1.3857775","3.5272097","2.3067473","1.3197815"
"8.959865809/171.0778371","2.8857329","2.5722221","2.1048879","2.5984782","2.6863580","3.6509924","4.3081867","2.5116109","2.9578594","3.1828982","4.2843329","2.2311631","3.1655106","3.3151853","3.4494728","3.0889322","2.7516485","3.5941762","4.5037545","2.9823745","2.8904552","4.1196078","3.6764756","2.3224737","2.7071582","1.7559960","1.2678078","2.1128008","3.7637673","3.8080696","2.1632787","2.3514411","3.8285787","4.3813747","5.4221012","2.8480733","4.5124555","3.8683921","2.9889229","2.7679381","4.8481965","5.5704489","5.5541217","2.4483081","4.8939153","4.5259612","4.6180596","2.9411734","2.0615204","1.0893406","1.0595644","2.9162597","1.7721249","1.8240249","2.4622830","1.8441620","2.1710572","2.0536956","0.9216009","2.1790288","2.0121689","2.0611239","1.0851105","1.6565702","2.2145490","2.4997256","1.7154790","1.4684632","2.2791911","2.1496623","1.9251595"
"4.740021685/324.9894363","0.6871006","0.5224614","0.3636587","0.3547485","0.5707031","0.5844028","0.8244314","0.9174643","0.5602409","0.7929949","0.8593610","0.9333274","0.5783758","0.9598342","1.6792760","0.8456159","0.2747271","1.8599849","1.6382114","0.9090438","0.3230278","0.9735202","2.2149355","0.8694686","2.2430788","1.5153787","0.7768216","1.5237448","3.8381184","3.7660014","2.3038034","1.8018440","3.6386859","4.4479983","2.0445396","2.0818106","4.3655664","4.5324852","2.6718700","3.1234480","4.5132136","4.1514869","3.3429584","2.0875336","4.5722509","4.4019136","4.4493764","0.7958183","0.7263933","0.6633891","0.7669594","0.9507282","1.8787593","2.0235563","1.4341014","0.9293015","2.6658855","2.1087069","2.3889245","1.4929467","1.7653030","2.2748794","1.6448366","2.0373142","0.6093038","2.2146834","1.1182136","0.9538809","2.4905656","2.6095799","1.6919471"
"1.34001478/217.1446689","4.713950","2.907638","3.944080","1.778261","3.290337","4.223493","3.931302","2.539902","2.878191","4.658891","4.265009","2.568095","3.082634","4.621531","4.597997","2.876833","2.688998","4.782236","4.926811","1.873442","2.669797","4.411679","5.395512","3.639131","2.420841","2.563953","3.247698","2.228902","2.827129","2.299084","2.231810","2.125098","2.507936","2.337721","2.366929","1.989241","2.018173","2.368277","1.854432","2.233605","2.056889","2.863534","2.674301","2.128911","1.725419","2.472455","1.816127","4.898900","4.193546","2.784617","3.643693","3.766579","2.301426","2.225072","1.851784","3.338649","1.848395","1.982847","2.997673","2.675230","2.072184","2.009441","2.451013","2.583129","1.714656","2.495492","3.126461","2.354265","1.709148","1.560051","1.727672"
