"","1mem_Bt_12pt5hr-2","1mem_Bt_12pt5hr-3","1mem_Bt_12pt5hr-4","1mem_Bt_25hr-2","1mem_Bt_25hr-3","1mem_Bt_25hr-4","1mem_Bt_30hr-2","1mem_Bt_30hr-3","1mem_Bt_30hr-4","1mem_Bt_35hr-2","1mem_Bt_35hr-3","1mem_Bt_35hr-4","1mem_Bt_40hr-2","1mem_Bt_40hr-3","1mem_Bt_40hr-4","1mem_Bt_45hr-2","1mem_Bt_45hr-3","1mem_Cv_12pt5hr-2","1mem_Cv_12pt5hr-3","1mem_Cv_12pt5hr-4","1mem_Cv_25hr-2","1mem_Cv_25hr-3","1mem_Cv_25hr-4","1mem_Cv_30hr-1","1mem_Cv_30hr-2","1mem_Cv_30hr-3","1mem_Cv_30hr-4","1mem_Cv_35hr-1","1mem_Cv_35hr-2","1mem_Cv_35hr-3","1mem_Cv_35hr-4","1mem_Cv_40hr-2","1mem_Cv_40hr-3","1mem_Cv_40hr-4","1mem_Cv_45hr-2","1mem_Cv_45hr-3","1mem_Cv_45hr-4","1mem_Ps_12pt5hr-2","1mem_Ps_12pt5hr-3","1mem_Ps_25hr-2","1mem_Ps_25hr-3","1mem_Ps_25hr-4","1mem_Ps_30hr-2","1mem_Ps_30hr-3","1mem_Ps_30hr-4","1mem_Ps_35hr-2","1mem_Ps_35hr-3","1mem_Ps_35hr-4","1mem_Ps_40hr-2","1mem_Ps_40hr-3","1mem_Ps_40hr-4","1mem_Ps_45hr-2","1mem_Ps_45hr-3","1mem_Ps_45hr-4","ExControl-ExControl_2","ExControl-ExControl_3","ExControl-ExControl_4","ID","MZ","RT"
"335",4747.274097,1329.577028,1660.844037,4010.522827,981.5472682,4762.893006,4057.173568,788.0032482,14562.35442,3824.191761,2161.421291,6579.452346,3293.200122,2012.594181,3359.24616,26365.35341,2686.646623,544147.0564,411095.0722,524126.8614,2437360.443,1238539.777,2513485.864,1769208.861,2998803.137,479515.2599,3190950.323,3075612.651,3158972.7,902436.4517,3491423.893,2677429.526,652183.7847,3866442.982,4775658.646,531945.0748,3475626.757,4276.673724,2276.92176,98221.10941,4508.904249,5197.007931,195287.5894,78388.8133,56152.97373,391860.1434,39844.52087,40933.25867,98459.03506,251833.7334,142817.0813,200051.7994,182945.1992,251756.3965,331.4773614,523.5404934,2911.737692,520,186.1132894,3.412548939
"340",210224.0357,120009.3111,294462.9439,444995.6806,166838.8268,428653.7755,470905.588,140859.4733,517321.0201,467385.6983,420765.2659,637808.0933,616883.0086,509098.2417,684544.2003,483453.7179,730190.6292,379929.0544,311935.1865,340327.5382,798019.7781,351505.9967,818978.4489,1014523.313,983252.0357,137628.7073,1087147.981,1758474.763,987364.6409,255244.0576,1282768.173,778078.2362,198082.8211,1274803.311,1684201.301,157781.775,1171097.462,5281.544714,5033.302095,4618.213299,10692.03282,73346.00485,4010.112062,5159.392965,67598.9779,2576.105132,5098.864428,79646.29195,3267.415271,11139.78046,57106.08417,3831.880091,12575.30737,7475.066013,3990.523515,4136.795626,5060.888209,527,195.1752886,5.4729617
"341",142375.521,48571.29417,151198.4681,200036.2682,72113.24216,199291.9593,211802.6104,56346.14489,184881.3952,245871.3043,169376.9821,221510.5681,277341.3323,208562.5778,247936.148,282034.2755,278101.3922,389963.7881,290838.6875,393085.2251,908999.1976,467565.5206,931871.8565,1218977.619,1029769.164,185601.2428,1318385.559,1689703.308,1043937.495,343459.3858,1357846.123,1036993.441,263637.0031,1426766.121,1660933.785,182472.7576,1525860.497,25978.08256,14919.0708,190193.5004,30418.27465,175691.6283,260817.8384,72919.33883,298338.7465,359043.5991,245659.4154,263204.8059,183325.3244,69088.88187,531133.4033,700179.9935,173972.9882,445012.1458,1067.018375,1626.799791,3876.221946,528,203.1284742,3.761803183
"357",469828.5949,282899.6329,631636.4218,2337990.871,134078.4999,411278.3127,3045301.887,110793.4386,444383.8364,2288309.814,273191.3311,441031.7585,3466447.384,452980.6582,501127.9187,3159272.596,329878.28,331747.2168,348405.0747,315592.9109,2799187.981,1529918.866,464760.7573,3300808.5,3127886.368,478240.8646,250727.5499,4049333.379,1964078.056,879983.6379,450460.8437,2141439.859,467550.8369,386874.185,3156816.532,420273.2386,401219.3093,363783.5189,433104.2333,3911215.131,928678.5395,443044.5382,3469333.734,916059.2021,435893.6089,3013392.107,3045320.122,289609.6717,1332749.803,38271.11518,466943.3488,2921602.229,1250458.722,220163.576,33829.01125,39376.07655,23752.14282,555,207.0694219,3.94912109
"370",24981.5822,13053.73306,34078.81684,168022.8484,44216.93785,107258.1329,192037.4285,26815.11208,103970.1149,202600.6439,126512.5549,106908.8164,254465.1563,194355.1078,152724.92,260648.9418,261539.6377,450537.5867,217071.3732,242802.9321,1418364.746,506516.9266,1196005.333,1358585.089,1698364.823,156492.5758,1315656.703,2330004.649,1585473.295,365043.5967,1546423.643,1304262.62,222161.2291,1381738.795,2209526.982,181687.9441,1377318.993,1259.402067,0,3588.832429,0,12364.54194,8911.107398,769.3203962,17708.67125,8740.678037,9440.434091,19645.15821,4844.534751,613.4216531,20634.56774,6191.127613,3579.551423,1341.780561,0,0,0,576,301.8594923,2.311784434
"377",358326.8828,149761.6304,337895.3333,1633919.853,126424.2423,273657.7641,1423290.125,106119.986,298114.6157,1428017.124,224716.5425,264939.5057,1790231.355,288369.9059,329844.7519,1335843.626,313155.0686,363974.8927,192686.4613,306464.517,1265979.138,839073.4634,303166.713,1198473.991,1207913.172,244459.1209,301598.8786,1437341.733,945268.9484,373788.2003,239411.4053,855796.9772,192310.5163,269818.7573,1555699.73,148786.6646,183730.3966,247575.3194,282011.878,833754.1992,472663.285,259546.8873,1566727.589,594253.8473,96559.40231,795903.15,1174565.836,91153.80662,487290.7409,30581.71586,115790.648,640846.0165,603521.599,26496.63976,13056.71165,82984.67654,63237.30992,585,486.9225291,5.18953617
"389",799636.146,597062.296,943191.018,1416341.106,706458.9674,1522488.038,1550313.585,592742.401,1898860.019,1593638.725,1331954.591,2220373.866,1875950.084,1620586.814,3173069.969,1566225.787,2075167.316,378871.5436,303487.0116,516268.9083,614996.033,382274.6299,673504.1506,729055.7417,637684.7433,314207.6153,1029272.802,1157877.719,629674.9662,363561.8501,1029731.058,499928.3534,236464.0307,890051.2823,735314.3813,299358.4562,1311185.523,594247.9092,953094.8958,500103.5072,517183.2132,563744.155,666927.5302,477060.2544,908910.7417,633086.6516,1106480.123,940667.9836,669803.17,504967.9285,1109036.675,1056477.376,792997.3337,527902.2272,229873.4558,306763.7797,176900.9401,603,243.1961503,6.256478318
"390",39213.63,15498.20731,25332.99715,159624.5773,49445.70847,89767.59136,184801.0529,46340.75147,98998.671,198421.4481,139259.9751,96194.63923,273540.5052,183769.3828,87961.03497,266382.3139,232554.3039,400916.4481,201431.9054,213686.1347,1309760.556,550865.8966,906667.3341,978973.6307,1491776.797,219125.1291,998181.2625,1546627.296,1383298.096,418571.2093,1214022.787,1262224.152,298236.4779,1074563.114,1875781.349,274786.5921,1148387.406,1476.150849,3619.072856,6982.092465,2585.109576,12837.02104,8648.610831,4392.227401,8893.935072,25149.20742,7002.279261,13185.44969,6761.319614,1323.042946,19481.66752,11578.92761,2719.096239,1359.017876,10262.72574,3252.95117,7009.291887,604,307.8945344,2.326503897
"392",5471.337405,3501.00108,7506.989727,20807.0758,4806.314684,23807.68054,14582.98586,4122.288171,10568.95997,17815.32323,8862.575718,8821.160407,23141.51416,18861.22262,6831.935194,43861.98267,29721.34749,374266.3285,214747.5202,456710.3225,3584608.893,1485971.824,2656586.947,3036930.549,3792941.502,633335.7654,4220747.193,4538131.425,4133457.368,1279689.621,4817004.976,4490976.125,840010.194,3415466.006,7666005.133,431434.9567,3323909.508,200609.23,209231.9354,678147.0606,44801.32067,121871.3825,586295.4062,141425.7614,213752.0086,812694.0433,318799.1864,210156.576,137234.8581,49573.73922,379216.3798,692648.2966,201749.9659,219569.5251,375.0584469,0,4258.142476,607,158.0820382,2.337115713
"400",274097.0307,167945.4564,387565.6477,1140252.666,126663.8841,325769.73,954531.8981,91539.30625,335007.4311,1050359.658,221992.6563,359733.4426,1200710.145,283776.0248,141679.7825,999888.9839,347372.0046,317856.5448,217185.7626,335541.3674,1024805.518,533752.3709,366049.2355,1222176.762,946500.7049,159954.8747,354377.8538,1526378.008,688643.388,264828.9551,346267.0503,582783.9336,124551.1013,300210.3209,938241.1907,110966.3813,224876.5347,225267.1955,309232.7457,1094478.791,324538.0354,353697.2651,998656.2095,362543.3973,362482.0679,1052739.036,1066265.928,326515.2044,357325.9968,40732.74854,357212.7841,842569.603,493185.2759,237641.3288,99092.71306,94555.76893,95534.78008,619,454.9988012,5.547330634
"421",485158.8123,329940.3427,775473.3372,986750.266,367747.0722,1607589.01,1446611.445,301240.6239,2017320.837,1318280.556,1086192.968,2024335.119,1970317.332,1553977.332,2814614.792,1630425.331,1980642.007,375617.4953,300117.0598,480109.5589,532112.0778,401652.7991,1412658.599,998538.0121,683498.7391,136084.0173,1433871.139,1351651.802,747794.2959,269523.5131,1325971.964,375576.3418,174894.8985,1269804.262,942031.4341,118200.6108,1053607.089,137841.6701,225194.9149,3810288.047,927542.1267,4677487.014,5210485.154,1843059.62,6874963.112,4751883.353,5671701.64,5164953.564,2262237.961,833409.623,7790320.5,7328675.336,3505021.183,4098480.519,1306.553467,637.0266448,2878.685205,658,157.050392,2.750074792
"447",129077.8575,63528.97132,244572.5159,317437.1407,144733.2466,152239.7081,355843.2573,163007.7469,295401.9679,372481.2045,279474.8281,321161.6393,474296.2219,380109.8949,397095.3751,493576.5978,445984.0879,302239.5092,234321.3763,305093.5624,661358.695,349927.3643,670401.9875,714214.0182,768807.5265,139394.5237,865323.9079,1063226.819,754064.1439,184179.1737,746442.9311,551516.1425,168957.0829,545430.194,794025.4686,74293.74607,402955.42,129842.4266,136034.3027,297732.5825,51232.70315,339285.7202,339057.9973,145281.6579,353276.1635,352997.8295,289118.65,295156.0387,278586.5295,68753.29366,386835.0613,392837.3766,204721.3411,264679.2725,8044.062587,19223.67231,36678.22259,697,187.0973499,2.836905532
"475",216298.9957,81355.94281,292780.5725,263473.198,150740.3142,434907.1401,323620.0683,139573.7902,581976.665,273059.8153,351600.2396,569995.612,370936.1412,476092.7836,687761.7249,337998.7766,511580.5994,271548.503,293560.3192,290827.2748,199136.5724,127114.2697,614810.6093,471370.7033,144543.8848,44703.04666,443350.9429,640250.1613,81950.02694,39361.2318,493594.527,89162.741,17305.5517,405217.8916,301793.7164,54721.15228,334757.27,172377.6528,248763.5724,369708.6818,77970.73663,460204.7363,384795.4859,121576.4709,635147.6067,254686.4829,304614.8845,472039.3425,177892.817,84644.02907,711169.245,454942.17,164703.3223,350160.2096,22533.34542,19459.05265,5096.578137,738,387.2176764,5.106940514
"477",327218.1053,171904.0792,307389.1641,603457.1046,268052.1627,610732.8198,697381.4546,218066.963,697207.8789,754761.1166,704856.4399,750938.7331,942504.681,921560.2939,994077.9613,908088.6743,1107064.858,279676.2318,148758.2803,221152.8857,493696.6476,220057.5217,574417.2589,592972.5754,516830.4444,74571.27494,600268.9093,736158.3342,456293.2179,121457.0649,611828.4395,431331.1898,78235.17661,579818.9898,697885.461,60224.31134,535692.7054,162235.5882,158908.4894,307417.6189,81456.30106,314844.1556,307877.7465,99934.61265,362055.4529,362498.4251,271937.5165,366555.8456,194634.0352,40167.70888,439243.8446,450759.1174,154377.4237,227229.1841,12676.93474,22636.87241,30676.71371,740,207.0869633,2.1899244
"499",250498.9034,139086.2045,273256.358,586219.0511,235637.6009,225180.9233,642200.652,180734.6458,233518.7092,691032.0282,199430.819,225745.2321,671344.1304,274458.8708,237644.5225,607462.0025,588702.7213,226073.6175,165767.5884,165347.139,491365.0075,209480.8162,199953.323,295123.1409,510597.9041,16975.29458,247639.0591,392538.4228,246964.008,129855.6431,174504.7089,158469.1566,28419.173,174085.5572,551097.8222,52318.10757,130777.5592,186697.7639,235932.3997,168432.0466,161070.7133,197134.1766,387199.0358,64348.76058,236335.6153,352365.4109,356558.8634,345188.5516,172352.5176,34350.10836,405158.8957,203697.118,216632.4949,241462.9227,47713.08854,40552.06168,72067.81491,776,209.1543553,5.344872818
"515",59313.17345,22287.17419,114430.1475,252054.3766,162103.428,1536873.447,195537.9262,113397.9561,1289732.749,331527.6306,246743.5891,366662.3089,685757.8743,1484213.03,3145355.208,2189473.452,2131105.27,576615.1502,329222.9132,402617.4062,3800815.34,1058750.492,1964008.122,846936.8502,4049711.118,365684.9831,2197725.158,3508098.37,1788484.407,551184.4397,1759962.201,1391985.908,368430.8398,2188473.227,2132739.087,285413.9306,2208397.414,116016.395,755854.4181,1264550.862,508981.8667,1110711.723,3533663.312,1003530.377,4683367.563,6439511.698,1448363.948,4157141.288,4496269.599,337857.7906,1888377.538,8534350.182,1822983.961,4482458.394,0,425.6686479,1348.374969,803,147.0660296,1.194062431
"516",384740.1692,182186.3518,260458.303,453234.4192,301429.0416,346567.752,471559.962,272343.4882,263979.7108,468980.806,490958.7367,263387.489,480951.3736,607248.5586,530422.9603,430807.2683,731812.3161,314133.1466,232080.5573,193053.8209,277822.6557,127443.7827,367102.8434,294506.684,256755.8546,130277.1598,375293.2615,305953.6079,376738.8465,163717.0238,318288.1159,242855.038,100280.938,356822.6217,143796.7926,116807.176,228485.8327,328103.2585,347613.4679,199108.4807,186770.7655,296784.5853,343347.9883,160024.3451,334370.178,257176.2549,141330.1312,224874.1062,134522.6569,96911.27404,325916.8589,204694.4006,216807.1274,160668.5314,49300.6502,123705.7899,69280.6931,804,329.2328974,4.484671741
"522",833524.0699,496683.3796,889068.3215,1375926.737,684900.6423,1522488.038,292352.3466,595482.4938,1898860.019,1593638.725,1290489.665,2220373.866,1806940.786,1588853.819,3173069.969,1637543.629,2054178.032,240466.217,194897.9221,236421.3631,625240.4555,338848.6372,300278.4226,729055.7417,637684.7433,284223.8741,329377.0222,1092538.947,312361.9995,323808.8542,1014971.94,250612.9833,271366.4943,803057.3756,735314.3813,270003.9125,1311185.523,262323.8295,243762.8541,317777.6393,120667.6348,177630.8735,331397.7001,265519.4438,177621.6498,401332.1551,285920.4151,940667.9836,669803.17,268767.1462,1109036.675,439786.6446,260897.2275,447621.1057,229873.4558,217812.0648,232657.7389,815,243.1961627,6.339643953
"553",98906.2331,34776.33749,67805.21399,179777.2966,91900.21898,140260.3126,194323.4542,193214.7193,168984.2975,390865.9067,341425.1619,209674.6069,240868.893,464725.5527,152045.4159,248926.4892,651088.6104,162780.5627,180747.2441,206599.2558,447677.1924,235085.7461,455064.3952,573541.2362,592497.0724,119640.2365,657586.3148,971090.7533,670149.6981,225619.9499,799602.9093,650708.5223,182350.0433,922146.5731,1290960.639,146596.4582,1004667.627,20809.27122,42740.87323,95235.05792,21596.98732,59055.1734,117843.634,20896.82962,65374.41329,113313.8289,24475.32636,54502.52702,9628.678574,19116.80247,56473.42066,97575.55645,19506.05781,46726.41038,3258.550813,6022.962521,12053.20319,869,259.1909197,4.872325978
"560",79267.65582,49735.74977,96463.00589,208994.0092,60205.58763,168921.5656,218127.8424,57461.94768,184587.1761,281679.1864,157080.9854,255104.6123,396707.2766,187556.9962,347484.3215,372788.7657,301058.9375,221989.6092,42745.91917,51268.83664,2005665.722,1008325.91,2444867.555,577874.2449,2758452.22,409420.229,2589645.061,1846163.703,3332693.764,1021287.396,3883494.018,4443483.678,898907.2197,4315055.837,9821429.203,705977.5647,4748532.047,4148.083401,3654.216001,1106.121818,1149.428385,14794.98497,1480.114312,1651.420898,14843.32976,1430.215615,1480.555231,23111.18862,1427.738417,1050.420697,16302.68625,1468.749245,1747.278781,1277.488707,0,4799.662145,7262.20073,880,242.9156559,2.624922976
"577",127307682.9,64998642.22,144506252.7,249335950.7,71827662.55,198612190.6,288359793.4,63539833.1,241002855.4,295339281.8,197030926.5,275239116,365891468.2,268232276.9,315794531.4,358484166.8,317606907.9,181098.6351,25379.55279,46957.7497,14769.85915,27871.28404,34521.20827,2608.158586,39151.48422,27370.81152,114855.4904,11481.45862,26748.25771,50237.99651,114570.0883,97647.36925,58973.56859,78239.74517,0,23156.12583,14898.63839,36252.72946,112883.6815,130543.9679,27320.94441,26836807.99,255698.4176,46014.3995,35496325.77,129557.2775,139435.3845,34998895.07,129762.2243,129628.6608,42248010.59,30376.41786,116132.9761,6905653.845,0,86354.4212,20293.36018,908,298.1807518,5.794503438
"589",66824.89345,5905.03639,98835.71772,139230.8296,17115.50802,93229.11435,172183.4544,11829.57397,95574.45956,135146.7286,36838.853,154012.8314,206707.5634,88062.08761,124864.1309,180461.1289,103445.0179,284670.4898,335521.866,221827.628,366377.5538,315200.5645,373131.8522,2065262.847,296509.9692,88127.00703,436432.1799,2703616.191,321775.9037,167874.8291,375832.0534,282455.9964,104695.121,287020.7085,403257.3708,63995.10331,207660.8575,25590.77422,217429.079,174024.2925,56742.5475,40119.02409,191798.8,58304.20405,112176.964,144972.2022,255832.6139,58598.87214,62046.00672,9900.231893,59358.04876,153743.6066,71000.2339,20176.4334,722.9305964,0,1742.042044,927,223.1006733,4.54164123
"592",0,0,1373.45511,1373.199765,0,1076.621477,1220.65298,0,2098.922056,2085.177033,1033.633398,7385.826009,3968.758519,6453.907922,8567.987,6735.849911,11470.13066,187558.4164,140279.5597,226250.1747,4300951.41,1585220.267,2638899.491,1671731.12,5818155.238,644782.3124,3699038.229,3393092.902,6160979.992,1283984.966,4495275.565,6050146.567,991505.6275,4597757.824,8842056.403,722351.7874,4308719.797,826.7218913,805.3202924,8807.423105,0,4101.939665,2363.178692,0,6934.566119,2066.210677,4979.868747,2145.518256,1269.591131,537.5243647,2744.577989,8293.342382,5309.040663,1335.139383,0,0,2825.301353,931,188.0926098,2.406866862
"597",1807.463385,0,4122.640755,32381.81654,960.4921174,5651.075371,53188.72352,0,11540.93241,16865.44164,3608.421318,19438.51458,37482.469,10591.60107,20013.38539,51476.13101,17206.10895,152690.0637,68688.24509,197939.2046,168554.3332,14447.59372,2238.203057,420789.4309,191220.7463,5401.600497,5026.413839,653086.7772,50685.49156,4661.142834,2442.678506,60844.55904,0,4149.39956,136948.948,581.6002254,7866.925286,210959.9476,253607.3515,492559.8133,190861.8905,807095.6982,499851.4311,427188.4403,1088341.04,702527.9077,925330.2725,912897.8418,119611.4111,188512.9063,1834002.666,1066702.268,679279.5966,1140851.89,0,0,0,943,295.0939958,2.602781643
"632",1682.188039,8707.861546,52312.80861,2459.774348,1955.704355,79582.90759,0,1060.501395,75757.82454,130207.5023,14715.21868,84803.03938,139233.8217,38950.71468,54620.43012,120925.8644,2876.303976,161539.1162,76199.68006,363525.6594,649487.7571,264264.9633,675629.0422,525828.4636,599374.6125,97213.52351,840354.0796,725866.9233,650909.3604,175453.1942,889324.6951,611847.1645,171944.7999,835881.574,1156563.758,90013.30813,699470.2558,67092.14926,0,123892.1279,0,2032.172326,1909.947795,1465.277746,44556.43218,90321.92355,0,53812.55953,37998.77498,0,78684.89837,81535.13609,0,43163.30067,0,976.7907331,0,1002,267.1023293,5.057169348
"640",5519.608586,1623.637733,1299.022385,57938.80531,6300.660572,34447.96429,64438.39373,17404.68528,20214.51602,74620.46338,57821.77111,20643.10984,106493.8708,66509.41556,14996.30434,110050.9276,80518.23826,152147.7534,68878.62507,66641.53745,580432.1219,274195.6263,322806.4371,469074.2212,595583.6854,94147.50611,406567.294,590201.7424,672648.0369,172724.2836,373823.1234,748799.6747,136601.4938,458866.4198,1120235.974,118569.1404,624188.8215,0,0,1071.340715,760.488092,1893.92857,1464.68647,1008.399658,1226.265515,1674.315296,1691.718846,6274.816306,2639.553439,726.7583101,9403.00138,3671.425898,0,1015.031712,4554.591262,994.2413861,1030.680168,1018,357.876648,2.305851683
"644",393702.6578,321626.8846,984118.2529,1223551.397,428881.3582,2617025.741,1787001.483,314412.4809,3215665.819,1378123.813,1194298.669,2704972.399,2514828.791,1549840.663,3369537.526,1756103.64,2082294.035,164360.9892,155531.6135,384304.1096,87830.52954,138654.8287,1088917.016,283897.018,262090.0737,41937.95047,516303.4857,242221.0679,277615.3707,45610.24604,197678.0583,52936.63419,26165.50165,184163.5262,116579.7934,21728.56479,270023.619,3666.786382,53390.57358,243869.8087,126771.5629,922866.1654,336367.7518,211582.4196,1009511.098,217147.4784,462007.3628,858850.7981,90327.09347,74600.50645,1148659.654,399741.7034,305132.2153,647864.067,1658.013427,1419.569193,7315.167649,1024,189.0765376,3.003499752
"645",0,0,0,0,2689.965457,1438.393708,0,2382.666017,3787.923655,2183.725134,5979.399181,9592.908199,2153.251474,20997.34473,4620.941948,11782.07151,45233.85352,180087.6044,52756.23767,179118.8273,1201257.223,459156.8764,1570404.61,679476.0055,1815669.03,288190.5274,2216965.647,1149913.693,1952296.653,594247.3661,2367911.987,1600815.833,266512.3965,2454219.328,2962163.69,215592.7464,1447930.041,0,1382.458399,18728.47862,3036.473342,6002.521757,30241.00871,4263.30635,29979.55967,19338.3802,61653.95644,36892.10247,18018.39251,2698.392643,81595.63598,52476.48273,54253.77369,47608.40301,0,0,0,1026,271.1659278,3.383308743
"654",106091.7174,61117.45204,170445.168,339280.2753,93128.97842,716902.8928,369036.7308,83504.65692,1122704.906,202790.4608,168723.9201,1517286.449,534708.854,244448.4012,1784352.314,293776.6438,312459.4272,207308.2951,108780.0107,365830.5198,1056917.629,394691.5085,1805451.339,2768823.459,1370936.465,146015.9807,958336.3749,3125576.129,710013.1957,172260.9331,975015.8829,1043959.586,180334.7328,1062726.345,926415.422,120190.8496,716960.802,1755308.768,2360510.84,5551639.307,2516251.008,9901677.143,6415194.759,4082912.894,14377438.98,11839444.05,13352505.41,11342824.77,8340583.319,2908673.83,21503321,22149643.75,9902438.581,13108866,0,689.5625141,1314.265044,1041,218.1029423,2.159108094
