"","1mem_Bt_12pt5hr-2","1mem_Bt_12pt5hr-3","1mem_Bt_12pt5hr-4","1mem_Bt_25hr-2","1mem_Bt_25hr-3","1mem_Bt_25hr-4","1mem_Bt_30hr-2","1mem_Bt_30hr-3","1mem_Bt_30hr-4","1mem_Bt_35hr-2","1mem_Bt_35hr-3","1mem_Bt_35hr-4","1mem_Bt_40hr-2","1mem_Bt_40hr-3","1mem_Bt_40hr-4","1mem_Bt_45hr-2","1mem_Bt_45hr-3","1mem_Cv_12pt5hr-2","1mem_Cv_12pt5hr-3","1mem_Cv_12pt5hr-4","1mem_Cv_25hr-2","1mem_Cv_25hr-3","1mem_Cv_25hr-4","1mem_Cv_30hr-1","1mem_Cv_30hr-2","1mem_Cv_30hr-3","1mem_Cv_30hr-4","1mem_Cv_35hr-1","1mem_Cv_35hr-2","1mem_Cv_35hr-3","1mem_Cv_35hr-4","1mem_Cv_40hr-2","1mem_Cv_40hr-3","1mem_Cv_40hr-4","1mem_Cv_45hr-2","1mem_Cv_45hr-3","1mem_Cv_45hr-4","1mem_Ps_12pt5hr-2","1mem_Ps_12pt5hr-3","1mem_Ps_25hr-2","1mem_Ps_25hr-3","1mem_Ps_25hr-4","1mem_Ps_30hr-2","1mem_Ps_30hr-3","1mem_Ps_30hr-4","1mem_Ps_35hr-2","1mem_Ps_35hr-3","1mem_Ps_35hr-4","1mem_Ps_40hr-2","1mem_Ps_40hr-3","1mem_Ps_40hr-4","1mem_Ps_45hr-2","1mem_Ps_45hr-3","1mem_Ps_45hr-4","ExControl-ExControl_2","ExControl-ExControl_3","ExControl-ExControl_4","ID","MZ","RT"
"3066",244382.4675,156660.1332,269059.6504,1030715.889,301827.9676,1165791.071,1271965.602,241371.3142,1625888.542,1278133.157,1414928.771,1867673.023,2220485.324,2196726.475,2330201.396,2081020.256,2705562.533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69730.12287,0,0,97071.09891,0,0,152831.3671,0,0,166918.0324,0,0,29621.61069,0,0,0,10834,581.9667832,2.686627995
"3067",173469.1913,109906.7682,220880.0128,1016892.565,471197.5076,1005239.742,1413719.393,430343.6958,1547176.917,1707396.882,1521040.232,1874444.425,2418681.558,2594268.903,2778917.183,2740419.774,3919265.342,0,0,1002.363022,0,0,0,0,0,0,5634.393898,12735.13484,1631.766974,0,6359.732808,3400.838499,0,31043.72361,11836.65889,0,36815.19366,0,0,0,0,135641.3444,0,0,201034.2164,0,0,245132.0699,0,0,353058.1837,2887.370174,0,73571.85035,0,0,0,10835,390.1665978,2.78561037
"3068",545658.1322,385654.1511,822164.7694,1298076.737,501893.3783,1789073.756,1434955.243,373795.4338,2000683.567,1397140.87,1349089.097,2250167.461,1836236.254,1801923.499,2830118.118,1741883.641,2600412.999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236066.9864,0,0,347221.4603,0,1369.100254,315703.0053,1357.406952,0,440747.3916,0,0,61099.16785,0,0,0,10836,514.0514284,2.681893386
"3069",314196.7721,109565.5185,276998.9035,1331535.276,182419.0498,729632.8,1428383.602,168779.7472,972448.0722,1717472.131,520819.4484,1282626.165,1827611.418,736761.2533,1362912.525,1515026.746,1151531.169,13858.03366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5102.380219,0,0,0,34799.89842,0,0,64505.38042,0,0,84367.20196,0,0,94296.96152,0,0,16200.61295,0,0,0,10837,256.1702537,5.281061756
"3070",15792.98109,2731.04958,5685.551343,416696.3272,162043.2964,105355.492,1337807.099,191807.2247,234275.1428,1721560.854,358684.4224,408918.5977,2148915.441,764441.725,464979.2884,872753.0097,1475190.687,0,0,1789.994604,28864.00122,45010.55192,6609.287512,51924.87374,20216.0913,7104.299136,50683.72917,69201.15687,6872.591491,8016.498375,31045.07153,29520.89445,15065.33192,51799.25653,111825.2779,4885.788505,15503.74092,0,0,0,0,8154.015615,0,0,41061.42334,0,0,18118.22259,0,0,56277.99839,0,0,0,0,0,0,10838,550.1715864,3.164507117
"3071",487412.3291,236520.7251,285787.2194,1326204.08,332777.817,572869.8387,1573329.758,406676.5273,847131.7225,2050781.944,1398317.528,822610.5753,2927422.883,2140514.229,1657554.395,3076897.184,3289357.821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30301.61855,0,0,187055.425,0,0,170612.8446,0,0,154253.6471,0,0,13368.62246,0,0,0,10839,632.1400378,4.751227049
"3072",323207.0984,329865.8137,620049.3446,1130856.883,370941.5007,1220822.306,1469317.302,298728.942,1300413.078,1311377.729,1034747.877,1619232.738,2220412.431,1452953.193,2326334.677,2081492.244,1935071.495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6320.613305,4955.774735,36802.65345,3997.439568,133512.1043,57669.52237,6317.257196,177601.0677,53495.65033,52980.72154,173790.8438,26916.44357,8492.394585,284668.9756,47981.95378,30085.41002,38054.83523,0,0,0,10840,249.9857208,2.26359885
"3073",372232.6762,155226.2093,444707.7544,732283.1734,219981.3156,1225038.968,1229230.606,299096.2289,2253614.453,1691963.55,1585556.834,3286551.35,3331609.945,2993907.709,5490464.391,3502889.156,5444899.441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161813.8465,0,0,364282.2067,0,0,534991.8738,0,0,701294.9772,0,0,175998.9466,0,0,0,10841,580.1554108,4.340707005
"3074",520465.8431,353294.261,559309.0436,1209054.027,599976.3338,1452447.26,1294907.616,528979.2323,1636681.776,1375427.047,1486323.269,1851497.802,1932032.287,1592583.497,2147697.232,1779865.99,2202620.682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194513.909,0,0,240505.89,0,0,351472.4592,0,0,349523.904,0,0,84875.71256,0,0,0,10842,522.0830382,2.686234589
"3075",634314.3459,173721.8635,233607.094,1350602.912,242278.591,420833.6324,1341744.728,239619.2078,440926.9366,1325309.501,938328.9946,395935.0828,1269785.248,913180.725,320333.1388,1589932.687,1345046.966,0,0,0,0,0,1775.412344,0,0,803.0388621,0,1449.641891,0,1681.44529,0,1097.345219,0,0,635.8160567,924.4585251,0,0,0,0,749.3054832,16956.12477,0,553.2565009,25960.63583,0,0,24829.4916,0,0,18031.08404,0,997.3333471,1959.207258,0,0,1089.00306,10843,417.0796858,5.805481933
"3076",677068.6221,214628.8033,261821.0108,1699987.852,261524.147,460318.7544,1673889.968,315587.5375,543948.9584,2043470.223,994718.9744,418107.6583,2656346.331,1154798.576,918856.34,2489163.625,1720217.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35301.12107,0,0,115111.1568,0,0,141762.8448,0,0,59394.38071,0,0,72193.80813,0,0,0,10844,674.1507187,5.044638316
"3077",106943.3164,34653.94068,190662.7152,708144.618,120275.8345,616396.766,1093815.326,218472.0373,1225295.457,1591039.413,958802.2626,1919632.058,2726079.641,1824792.623,2849761.45,3544671.011,2816414.175,0,0,0,0,0,2074.78224,0,0,922.1578763,0,0,0,0,0,0,1119.291209,0,4259.477232,1121.466337,0,1708.278045,0,0,0,63664.25846,0,0,149894.4108,0,0,230598.7913,0,0,361018.7487,0,0,95332.0353,8019.635282,0,0,10846,341.0628171,4.696742738
"3078",354618.5921,98783.29259,234063.4059,1060924.377,256733.8205,738887.4227,1179209.76,227259.2946,961966.1105,1493459.204,694578.4279,1046551.045,1683494.935,965137.1489,1296260.153,1644328.96,1461105.475,0,0,0,0,0,0,1542.443223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97387.36043,0,0,116364.7307,0,0,136055.0457,0,0,148547.7922,0,0,32319.86417,0,0,0,10847,219.0770981,3.378618408
"3079",534223.8272,416850.5132,857799.2254,1174589.473,510473.1861,1642155.488,1319702.231,361693.42,1783102.475,1232861.198,1198416.144,1842805.379,1460853.46,1479224.15,2343587.614,1460536.656,2151908.684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263791.0981,0,0,367415.2064,0,0,329168.0138,0,0,439941.5087,0,0,73650.93292,0,0,0,10849,570.0129655,2.686647921
"3080",46696.13055,52015.57027,4130.604935,1061525.652,325010.6693,543107.9976,1328369.062,322948.2308,717202.637,1866262.151,1046753.254,986568.7729,2007974.727,2007480.325,1427386.155,3024550.853,3292223.771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74980.92434,0,0,84871.32335,0,0,142790.2945,0,0,191467.0052,0,0,30670.34379,0,0,0,10850,441.1006837,3.157955273
"3081",70314.38072,74145.81266,94070.90384,482662.4391,225149.6299,436765.1363,1188726.537,227766.4915,886743.0817,1230946.076,509841.4572,1332234.671,1686272.378,1295598.962,992514.3578,2216934.052,1528553.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52469.32065,0,0,131578.0781,0,0,163049.3524,0,0,136112.4086,0,0,24099.33696,0,0,0,10852,446.2541599,4.452869003
"3083",230907.9093,118865.497,302898.4582,677886.6433,206348.5573,725913.1037,1092478.168,262533.0023,1417630.49,1496583.862,1182497.749,2236486.419,2409527.076,2026442.73,3377376.76,2849280.718,3444254.335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53649.47229,0,0,174607.2523,0,0,257483.8702,0,0,408435.6864,0,0,77969.99242,0,0,0,10854,500.1889634,4.421638414
"3084",293444.4168,190515.0524,268283.8873,1155159.206,375276.0222,1385386.228,1077631.279,282822.6645,1859123.239,1112614.731,986638.4063,2284457.988,1665078.042,1511497.206,2980996.465,1916136.663,2851248.282,11585.80098,14305.12332,35078.46493,93706.06441,50497.25408,106734.8125,78035.13574,109451.8455,10739.16725,127485.5799,133550.5139,101025.9179,23067.22471,148114.7756,96932.14709,13557.7048,130950.5505,152055.1125,10081.2266,116025.923,0,0,4228.348426,1950.489518,155555.008,1671.164571,1610.764585,192593.2057,23163.98364,6961.208333,227762.363,7271.564373,972.0080257,300757.4454,2875.461491,4968.986286,70084.88318,0,0,0,10855,293.1140317,2.808404958
"3085",262561.7563,183700.7574,389153.4056,956275.8064,537943.0087,1900910.095,1002452.868,467496.2035,2601283.248,1180311.059,1574014.941,3263642.248,1667412.066,2227613.605,4200818.861,1950696.591,3915212.737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184163.8816,1284.527068,0,274422.7466,2558.142994,0,315926.3456,0,0,384984.0294,1474.221979,0,94477.8828,0,0,0,10856,438.1009044,2.867249159
"3086",103944.4984,21678.89932,148050.6798,690755.2874,129185.275,521785.6108,1056964.747,203938.6454,1040371.31,1535318.742,883178.5576,1612935.653,2827496.906,1833993.341,2414005.454,3576020.766,2851993.603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46857.54624,0,0,129931.154,0,0,195844.6107,0,0,294242.5253,0,0,70498.81002,1659.273304,0,0,10857,502.1868382,4.695507251
"3087",284909.0269,307778.3577,560862.4417,773037.0832,432588.8361,1240869.157,1043244.992,381334.5984,1620157.47,1108367.666,1153772.868,1748476.361,1368010.397,1643053.19,2229901.518,1306112.091,2014329.315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158396.2868,901.8627032,0,228639.0359,0,0,201157.3049,0,0,288698.1033,0,0,41499.32934,0,0,0,10858,578.3554311,6.106207828
"3088",15429.41873,42933.96461,12709.70956,1142298.733,219540.8048,955358.4287,2581783.412,236614.0261,1858243.986,2919363.664,680447.725,1962637.631,3057638.065,971407.3387,3138548.005,2826016.088,1847624.636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1215.145028,130449.4454,0,0,243050.1567,0,0,318152.6754,0,0,360554.7706,0,0,102731.3658,0,0,0,10859,421.0932149,3.770998142
"3089",617477.0506,276632.9069,319569.1589,1321446.134,394352.9978,534310.9603,1318753.8,506030.383,594383.5002,1552519.536,1040562.918,426840.2239,1736563.061,1164420.255,959224.759,1972481.443,1558279.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65961.26925,0,0,149856.3496,0,0,280263.7933,0,0,140960.5795,0,0,98719.44521,0,0,0,10860,666.1196145,5.045009673
"3090",16152.77712,21522.12497,26599.35138,540951.5105,633380.7435,945481.8391,1062805.502,572198.7603,1046627.869,1166640.893,1051387.555,778897.9387,1859940.224,1321376.748,1193177.71,1725454.858,1094904.308,1206.146778,0,0,0,0,0,0,0,0,1138.262819,801.5137227,0,0,0,929.0035468,1277.429123,0,0,1248.841118,0,843.0389032,0,0,1151.078053,19471.63483,1131.416726,0,16926.31592,0,1345.576217,14108.34725,1144.88921,944.5156278,33579.14172,720.8897378,972.9392016,3566.220973,711.9057386,1257.63656,0,10862,229.8648755,0.326992142
"3091",234103.6219,159604.2529,271033.4892,853651.7478,257195.7645,629909.3899,909505.6082,246807.8976,998701.6999,1040835.542,925365.3407,1363630.948,1564428.631,1499502.896,1774092.316,1690295.417,2599947.399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61209.74424,0,0,105917.7468,0,0,70661.06117,0,0,185948.5898,0,0,33596.54202,0,0,0,10863,333.0431269,4.294494118
"3092",154260.8047,13546.33318,85864.15933,799685.479,111346.3822,381185.7514,978801.5807,235441.3829,591160.9597,1457073.894,623691.5157,987776.2099,2681349.029,848481.2697,1156984.038,1942656.306,1229412.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53978.03501,0,0,119607.0864,0,0,336968.5836,0,0,260046.5898,0,0,198476.7567,0,0,0,10864,609.1718188,4.695277618
"3093",237725.5599,129063.5445,314370.3583,531675.5995,246628.1963,1098948.944,1000498.456,379783.7237,2210627.537,1534228.738,2079845.137,3437371.681,2802891.026,3704406.043,5225924.164,3806585.286,6295444.698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142407.3312,0,0,322756.6015,0,0,571998.3261,0,0,732203.5038,0,0,193288.0463,551.4746662,0,0,10865,530.1626705,4.058774826
"3094",236103.0843,154688.7553,452498.8346,869484.0585,361938.0607,1951325.326,923045.3866,270132.1197,2812080.839,971621.5303,1124127.723,3521637.807,1391423.909,1934933.283,4961013.44,1521144.334,3597460.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205660.1952,0,0,288603.2998,0,0,246109.0189,0,0,407976.0587,0,0,23061.51035,0,0,0,10866,472.0806472,2.874284113
"3095",218017.8875,154094.6532,367441.5583,582637.4599,250557.6716,902401.0001,1034314.242,309354.8535,1697631.731,1605048.258,1304827.83,2446126.478,2425857.561,2435961.875,3603797.564,3374639.32,3018784.539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116077.5104,0,0,260993.4113,0,0,337189.5645,0,1146.622245,467344.1339,0,0,78667.22341,0,0,0,10867,536.2106354,6.203188359
"3096",320515.9257,181951.225,280820.2506,999256.7921,120321.8108,464796.9011,952054.2418,103623.6168,508589.7418,1148640.873,333633.494,510299.7997,1203768.558,440536.7166,541293.1036,916677.261,627985.0796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27752.29809,0,0,62667.76166,0,0,31627.65199,0,0,40789.24886,0,0,0,0,0,0,10869,379.0273574,3.018579934
"3097",211614.4887,42140.2773,181952.7357,1023380.217,159114.8316,594872.1071,1071624.946,315073.9907,707557.2006,1483011.843,963728.1759,695293.4679,2035668.986,1372638.434,1482580.306,2408600.731,1870118.729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104742.0191,0,0,195049.9026,0,0,448191.1997,0,0,274688.3086,0,0,201302.9203,0,0,0,10870,684.0753943,4.698809478
"3099",224021.0118,157416.5925,425223.7915,796048.8597,350447.3239,1898149.415,901167.1763,257739.7065,2632758.569,911963.1,1105081.526,3348644.705,1316826.116,1864799.282,4786443.637,1441099.171,3478465.687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196682.8834,0,0,296815.8452,0,0,241686.0142,0,0,395656.4142,1572.102363,0,62711.70932,0,0,0,10873,474.0776339,2.865986693
"3101",422939.363,337049.2193,689528.1553,926404.9492,403534.9842,1309756.527,1010794.007,279415.9599,1412549.745,976317.7638,934280.2276,1460752.641,1152457.591,1130273.744,1818093.75,1147434.206,1593812.845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208988.6374,0,0,296742.0452,0,0,251178.8014,0,0,354896.3928,0,0,50882.32672,0,0,0,10875,568.0159127,2.686705918
"3102",288044.4565,151605.8127,388765.7148,786761.6379,307649.7623,911830.3567,965093.1759,352621.3121,1135832.168,1420792.813,709669.8319,1311663.692,1035513.935,912356.1086,1460932.663,1209855.456,1228597.214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111741.3415,0,0,91347.90416,0,0,175014.8591,0,0,178083.1983,0,0,54918.66045,0,0,0,10876,445.0241635,5.817096295
"3103",258130.2561,200025.1296,226984.2738,794509.2393,284580.2776,717267.0717,820818.4398,238492.9887,883082.7066,888082.2055,939889.1375,992439.5198,1370165.837,1277410.926,1381215.959,1277228.353,1912074.759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73821.26312,0,0,101136.927,0,0,121944.7068,0,0,132658.3508,0,0,19489.5441,0,0,0,10877,418.1188675,2.686253277
"3104",193257.4681,123343.2891,263234.0933,715374.4184,196334.1652,494920.7891,960859.4439,193199.1955,783585.8535,1152945.72,716082.4149,1027463.272,1594072.724,1204622.203,1674210.048,1744322.389,1877098.297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41007.81727,0,0,119830.1215,0,0,138933.9166,0,0,207757.2416,0,0,45700.60776,0,0,0,10878,546.2307321,4.056527231
"3105",425374.0526,284558.8066,498705.3687,1083399.781,315710.377,1091777.113,1047619.409,273632.7372,1277527.068,1047287.214,768116.0916,1383725.375,1419178.684,1040110.804,1715767.372,1498338.898,1607944.546,5297.680721,1215.600337,4927.741357,1749.865429,1176.775326,4662.168584,17806.96625,52999.0347,0,16081.11102,61638.79203,35950.53522,5920.439453,35141.82865,35869.08496,854.3014911,100086.5986,112028.0361,5764.951988,110233.0676,27379.99163,16611.49767,66172.00666,26554.8637,144265.3063,99766.68997,36611.12596,215822.3135,377153.8208,189229.6896,222423.6478,78184.47015,36728.81501,476010.497,266199.4954,188855.7046,412571.3199,0,6381.619286,0,10879,241.1189945,2.764237925
"3106",504800.2965,299572.672,351902.0488,838048.5583,373070.9542,541621.6384,1061865.292,356617.5729,730892.8907,1355254.554,1166043.102,1021831.096,1879544.776,1718175.282,1233443.226,2068079.36,2634271.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61658.01515,0,0,86004.37303,0,0,137242.5347,0,0,130475.4763,0,0,25866.74631,0,0,0,10880,405.0611361,3.807858309
"3107",218854.3836,131162.0643,205055.3165,867020.7097,283430.2076,1015840.929,794760.0084,228322.4375,1395142.505,830194.9816,737024.5606,1772127.086,1287436.34,1172638.033,2263922.359,1490547.389,2242751.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117554.4181,0,0,154025.1989,0,0,177363.8556,642.9645041,0,209026.8761,0,0,50245.77687,0,0,0,10881,199.0341034,2.786310745
"3108",328038.157,95320.89033,237599.5374,665274.3851,174236.0671,428149.4369,828532.6438,192939.6572,495093.9865,810930.0613,530768.2177,762739.6636,1141101.584,646992.4874,734172.1269,1225910.98,812926.2867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22727.33332,0,0,18661.69677,0,0,24434.78347,0,0,49707.25027,0,0,4934.877026,0,0,0,10883,428.0474403,5.791852217
"3109",168727.7129,63625.97346,96559.39729,835333.7255,291628.9788,712881.4906,1025865.03,214354.1079,725956.4891,932136.4181,832189.881,514311.8771,1128944.081,1208316.569,1083769.457,1337544.282,1470229.355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75529.96526,0,0,141310.2166,0,0,178134.1277,0,0,131047.8526,0,0,36425.68268,0,0,0,10885,444.0858925,2.372892636
"3110",248171.5172,129523.4725,538494.8748,631283.1942,166285.6486,814391.3822,887415.7516,190002.55,1394745.78,1196416.194,720028.8292,1965803.139,1653741.535,1128198.668,2885015.554,1835098.227,1725242.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92220.65899,0,0,153538.4005,0,0,227204.7893,0,0,353746.738,0,0,55762.94368,0,0,0,10886,560.2098819,4.753503288
"3111",403485.0636,120546.9802,349749.8008,793173.5225,199175.0105,511174.0579,856315.1626,189447.1691,674599.9845,944603.1028,573374.1553,1043826.236,1680995.655,680444.9176,850340.3689,1305167.99,821951.3758,1552.703612,0,0,0,0,1769.737668,0,0,1040.631147,0,0,0,914.6842918,0,866.1484575,838.9667533,1561.820081,0,931.3905595,0,0,0,2207.527516,1221.582896,31732.8539,0,0,51920.80122,0,1169.97619,71850.3689,593.3143357,1118.250591,113477.2951,1066.657232,0,1854.557642,0,803.2530098,927.7502957,10887,434.0820795,5.825647433
"3112",149352.363,63600.88912,105375.4338,584236.2497,118622.0851,341834.6783,764645.6602,111781.1816,375493.4362,820524.3928,372741.4657,499035.8533,1131519.056,548832.4811,514152.9347,1211572.34,802778.0638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29515.46364,0,0,43160.87087,0,0,78308.17845,0,0,64439.31798,0,0,6567.215073,0,0,0,10888,481.8687089,4.411229551
"3113",186932.1485,71230.04563,178059.5179,544766.7226,125842.6667,554599.586,836230.6689,190299.2814,1043714.373,1211472.345,785653.736,1561813.485,2392075.258,1456401.431,2199187.844,2254150.504,2309975.136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71878.71704,0,0,154282.861,0,0,249184.0264,0,0,306907.5809,0,0,84253.32442,0,0,0,10889,598.1810565,5.078762632
"3114",166550.7084,103155.33,88184.77702,794922.8514,298402.4743,676918.6869,960473.0763,207420.4584,655728.526,884667.2199,783098.7193,473587.4175,1087415.846,1169060.231,1032684.161,1268788.613,1361513.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81225.28947,0,0,121623.6101,2129.3147,0,173142.1117,0,0,133346.0806,0,0,30404.5044,0,0,0,10891,446.0828529,2.367926571
"3115",119915.2956,20465.73921,39578.3536,802891.1449,99314.61256,351532.8108,807542.0928,202144.829,502704.2092,1232433.142,806525.697,531480.2525,2032403.067,1045741.85,988579.5012,2092312.954,1679966.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40759.31863,0,0,61119.05153,0,0,231993.5901,0,0,49546.66075,0,0,110107.5008,0,0,0,10892,692.1075135,4.695778547
"3116",207181.9485,210488.1875,378626.5358,675701.7459,257742.8183,933948.2131,946916.189,127174.4713,1359520.355,1036048.886,974299.6391,1846225.242,1450736.001,1531937.589,2994553.137,1504764.125,2500367.988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109318.6281,0,0,170779.6036,0,0,91047.28045,0,0,159067.0315,0,0,41851.16804,0,0,0,10893,910.9376493,3.376923765
"3117",98940.53052,83198.13142,210096.1666,636334.8825,126311.0422,486373.798,799021.8562,127015.6149,587218.4222,881052.3998,426199.1319,751865.5376,1182058.21,718415.5091,1020258.479,1226797.237,1184243.584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30349.04952,0,0,70728.96271,0,0,85308.40122,0,0,129389.6449,0,0,10319.44423,0,0,0,10894,247.0759792,5.361659443
"3118",185359.7378,87614.25297,229656.8002,495652.1798,168876.0307,677184.4593,802334.1222,235913.445,1284080.885,1112102.523,1024110.591,1906640.898,1995825.143,1767959.941,2698454.074,2369676.144,3009891.312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75282.07842,0,0,185491.8329,0,0,268220.9765,0,0,348589.5978,0,0,76731.01314,0,0,0,10895,562.2043503,5.077487199
"3119",115937.0048,75889.97309,191415.0886,1043041.282,469672.5047,2917986.431,1305237.579,626015.9161,4394125.389,2090290.795,2121884.875,5698954.023,2804619.977,3568316.022,8280773.766,3999437.121,5437714.384,5947.970696,13199.03525,6260.926817,8215.06486,9726.292175,7921.450193,42802.82553,13259.61943,14921.91918,10327.15653,10338.52266,5206.877101,15771.77876,6665.306416,7326.423974,10570.04697,12442.90512,16526.96876,27673.54789,3966.027875,9727.211625,9497.686439,7160.528462,11393.82793,172759.4172,9067.055254,10984.09291,184643.8654,11041.60029,7756.451226,391558.3524,7375.476125,19131.46848,534977.3637,12281.22795,8506.053673,123101.8539,6576.10263,19156.2914,14542.57077,10896,323.1859206,5.598046102
"3120",212656.8743,221306.4782,350054.3192,585645.1194,295134.6168,924888.923,895710.1147,281199.2894,1332013.618,929392.8874,1005319.182,1710675.323,1319080.723,1380356.775,2505616.795,1645099.233,2034212.129,0,0,0,0,0,0,0,0,703.1186912,0,0,0,0,0,0,0,1648.674499,0,0,0,0,0,0,0,94628.97893,0,0,178288.1227,0,1477.736204,220812.136,0,0,191375.9769,0,0,38503.872,0,603.7175958,0,10899,892.4479768,3.374813207
"3121",213021.3762,137134.3827,191362.8702,849979.9531,262746.3943,935537.9972,777782.9303,217293.9512,1304990.976,786819.6419,708790.8529,1584825.111,1223397.73,1081485.443,2008508.96,1416387.768,2007209.412,0,0,0,0,0,0,995.459332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104135.4525,0,0,134076.0359,0,0,164862.5633,0,0,214797.3293,0,0,41636.21403,0,0,0,10900,369.0606867,2.778862772
"3123",92118.54376,31638.63029,152184.4927,485925.2804,147530.211,1041572.86,706621.805,176668.0081,1688398.21,1005729.123,778964.1515,2757009.249,1186476.971,1101308.6,2822499.756,1501465.362,1793440.584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37902.01476,0,0,60948.53986,0,0,147848.94,0,0,192697.6439,0,0,34707.05139,0,0,0,10902,452.0011365,5.810936619
"3124",113444.7684,86297.0315,172271.7122,696712.3212,174530.304,532711.7123,885184.4984,172964.5838,890872.0741,960991.1785,689155.6865,1233002.445,1455702.888,1115278.724,1786478.686,1573736.535,1848062.655,0,0,0,0,0,1230.33211,1283.033615,1058.093495,0,3594.002218,35835.02033,5110.89355,0,2877.282495,1953.280338,0,16523.88941,51262.28963,0,25579.36318,884.5744706,0,30977.27279,0,92710.19453,17451.9445,3964.456533,141119.4125,29397.09852,39718.82119,164679.0115,14837.21871,934.4408917,218878.9896,36225.01482,20472.06583,74150.81209,0,0,0,10903,383.2406457,2.170866387
