"","1mem_Bt_12pt5hr-1","1mem_Bt_12pt5hr-2","1mem_Bt_12pt5hr-3","1mem_Bt_12pt5hr-4","1mem_Bt_25hr-1","1mem_Bt_25hr-2","1mem_Bt_25hr-3","1mem_Bt_25hr-4","1mem_Bt_30hr-1","1mem_Bt_30hr-2","1mem_Bt_30hr-3","1mem_Bt_30hr-4","1mem_Bt_35hr-1","1mem_Bt_35hr-2","1mem_Bt_35hr-3","1mem_Bt_35hr-4","1mem_Bt_40hr-1","1mem_Bt_40hr-2","1mem_Bt_40hr-3","1mem_Bt_40hr-4","1mem_Bt_45hr-1","1mem_Bt_45hr-2","1mem_Bt_45hr-3","1mem_Cv_12pt5hr-1","1mem_Cv_12pt5hr-2","1mem_Cv_12pt5hr-3","1mem_Cv_12pt5hr-4","1mem_Cv_25hr-1","1mem_Cv_25hr-2","1mem_Cv_25hr-3","1mem_Cv_25hr-4","1mem_Cv_30hr-1","1mem_Cv_30hr-2","1mem_Cv_30hr-3","1mem_Cv_30hr-4","1mem_Cv_35hr-1","1mem_Cv_35hr-2","1mem_Cv_35hr-3","1mem_Cv_35hr-4","1mem_Cv_40hr-1","1mem_Cv_40hr-2","1mem_Cv_40hr-3","1mem_Cv_40hr-4","1mem_Cv_45hr-1","1mem_Cv_45hr-2","1mem_Cv_45hr-3","1mem_Cv_45hr-4","1mem_Ps_12pt5hr-1","1mem_Ps_12pt5hr-2","1mem_Ps_12pt5hr-3","1mem_Ps_12pt5hr-4","1mem_Ps_25hr-1","1mem_Ps_25hr-2","1mem_Ps_25hr-3","1mem_Ps_25hr-4","1mem_Ps_30hr-1","1mem_Ps_30hr-2","1mem_Ps_30hr-3","1mem_Ps_30hr-4","1mem_Ps_35hr-1","1mem_Ps_35hr-2","1mem_Ps_35hr-3","1mem_Ps_35hr-4","1mem_Ps_40hr-1","1mem_Ps_40hr-2","1mem_Ps_40hr-3","1mem_Ps_40hr-4","1mem_Ps_45hr-1","1mem_Ps_45hr-2","1mem_Ps_45hr-3","1mem_Ps_45hr-4","ExControl-ExControl_1","ExControl-ExControl_2","ExControl-ExControl_3","ExControl-ExControl_4","ID","MZ","RT"
"1723",1706194.314,2623599.954,608732.2689,1791907.9,2924720.693,5525497.151,3330385.801,3812095.968,3153810.245,4847706.269,3416120.327,2429868.6,2976564.157,4645502.705,5171817.412,2931785.278,5712117.551,5229015.452,5948390.786,6955408.036,4406692.049,4082973.635,4362413.587,103560.2242,1352116.674,758779.5933,1298752.004,3775632.536,4554458.352,3747049.841,5298519.996,2839261.037,4478090.458,2254627.126,3855911.039,2522037.019,3531695.238,1562324.434,4806243.434,321482.1719,3200534.945,812408.191,4484564.572,351491.9363,2375359.113,2517583.755,4300975.868,2114402.568,7667162.685,2258226.603,1863372.507,13358897.26,28314369.17,19542421.41,39454599.94,35149033.06,65564101.26,56694088.35,47276103.02,22842209.99,99494034.43,74914518.19,44894460.68,42767064,101821391.9,76478545.24,30844082.27,27355088.74,182683466.5,120902904.6,72344780.19,28455.49432,60263.7168,39015.62292,40403.54201,2179,135.0302068,8.766375703
"1750",22226.21426,173510.0179,0,35403.12943,176015.0759,224945.2778,273656.8331,1225790.354,74610.63441,339891.5329,148571.6387,395986.1855,181861.198,390398.5445,912099.6028,23166.29684,83466.8446,1495277.694,398718.0605,1778405.477,211116.5464,141974.465,88639.37874,9848.94924,1028025.355,146030.0874,29255.12024,277369.2535,1344600.861,599749.9013,203518.7161,414823.6141,1696913.13,2280736.468,925398.5398,1183919.954,2937739.991,2185217.886,454178.6186,2965324.783,3115618.247,6465913.19,3803496.256,1898211.505,4572116.829,3317016.904,1542270.568,11261.46326,63335.49521,61523.48852,17211.19502,316510.4118,70548.35258,130290.4125,64017.7935,355741.0015,100604.8867,74113.40062,74707.00981,176860.5739,265661.7703,428781.6305,17640.33275,91530.89515,266946.2028,357830.269,92027.73535,38931.5928,445455.1997,39044.56849,91398.31408,0,37799.80751,4006.310055,2740.654736,2221,283.0690669,8.550296733
"1758",124816.4513,784266.096,448327.215,5140527.677,428671.9479,13630789.26,6270048.875,4616105.357,304855.0998,6175732.894,5733169.072,13413918.95,893065.3179,15029342.27,42470711.88,160681.1538,12876607.63,9214691.815,56848641.27,28207144.8,1968647.475,23591491.03,67876741.73,277388.3174,1978848.5,1019004.612,1280303.143,87208.82825,442242.0132,1946514.979,853500.0163,857761.3953,646153.7583,1386857.792,12343516.1,1070283.077,1567628.345,2284267.183,577632.8304,589414.4001,1503921.379,1918230.195,16681937.57,1478878.629,1846688.501,1156800.377,2358071.047,353471.6863,690631.4683,226321.0629,303293.4104,416474.339,968450.057,382779.0179,2409263.071,621037.5587,1040248.657,1514105.516,152069.423,159552.562,2192649.604,2663643.461,261359.6679,903418.3964,1950443.421,427173.4373,314558.6242,856512.1769,3638857.292,6674897.346,377286.451,164483.5416,248530.737,22601.12768,68179.40657,2232,189.0770828,2.107532071
"2143",136800.0127,253339.2569,226695.2857,316727.6512,193455.2969,344685.5306,358181.2252,321444.622,239268.9588,346795.7741,361194.5773,351780.278,157266.1446,407722.9153,630112.9675,155069.3511,476577.8876,719449.6544,942369.3996,540201.1519,283133.1579,541720.9605,941043.7318,129001.2492,823317.7305,461851.3873,406278.5828,238960.8967,403593.4948,337177.2343,336867.9974,522985.3285,417924.2506,285891.1377,806959.8607,752043.5063,516410.3476,266179.5473,240281.2203,1370516.689,712735.4225,1033106.428,1399990.184,2013734.111,1249143.071,559082.5656,2343609.944,3170624.101,6214698.874,4018991.409,2496133.727,9444891.392,11466229,10049562.31,20862343.86,21539119.57,26247219.34,18970792.91,12839847.85,15157064.02,24658163.84,20655398.26,12845546.33,22812752.81,25043844.58,24639957.53,11405740.82,16903667.45,27515588.29,41378844.17,20109897.99,1679.976768,2792.199624,2543.172736,0,2836,227.0676555,2.543974936
"2212",20178.63583,304387.096,102320.4942,68604.70384,65136.90185,573286.5463,42316.38761,55882.12012,60371.60254,405753.2555,249226.4035,226253.1326,22587.57158,562358.7824,88453.01912,19466.54683,60366.12332,127728.3859,353009.541,169197.1373,29300.30892,776406.8834,130160.5281,161111.8909,1050261.196,709305.8117,676027.8522,653661.874,3251175.43,4747383.97,3367645.41,2107726.716,6585261.735,6619040.201,20097311.51,2771079.087,9991890.185,7790926.115,2842505.238,2871230.474,18376898.36,19005669.54,28097464.98,2774985.286,24309035.32,21308930.12,11820783.06,185514.6814,55662.7404,307116.1967,223759.2364,258526.7133,1090780.654,763428.0966,3700313.661,734387.5792,2232942.685,2829675.493,1483317.504,501742.9513,3673657.148,1882353.335,1577894.668,695493.2943,1718492.087,1516827.458,2851479.614,2574259.35,1951917.801,3837383.149,2125160.777,2101.880813,3047.772126,2224.259503,2887.002914,2957,206.0824805,4.369317235
"2224",10636073.85,42015567.94,21881047.64,13004168.55,20521897.55,97462116.03,47301494.55,40851042.97,24287039.7,104376125.9,59044191.61,53194497.38,15450841.92,136140298,81890604.51,20273158.71,62179685.94,213754899.1,98277810.07,68335655.29,25628588.34,112457850.6,99369645.61,272591.9453,1212281.909,798491.594,874390.5056,2031545.97,8294866.084,7128683.823,5377430.371,10087518.08,17929713.35,11587814.72,19913837.98,21322008.77,32324691.12,24637086.51,12024549.1,18932648.11,49360133.18,214469189.3,43495043.36,17691019.71,84289283.03,54749386.69,126645667.1,3405118.449,20613637.73,10515094.75,6659105.328,6901351.903,17110932.03,13324111.67,12884963.48,13903262.29,39872016.95,23851717.7,22362634.32,10585978.96,34866426.6,23036248.79,18019099.7,15663575.19,56659710.71,22313905.26,14941818.76,11786721.47,31114119.3,22657399.63,20539720.54,75192.38558,218572.6317,1139746.004,54408.2051,2980,134.0474935,2.868561445
"2471",14406.99048,7322.653617,94379.70929,76713.43562,2525.921568,51468.80397,89245.66405,140971.1858,2118.590698,17645.02922,123640.3113,83175.61495,4200.672224,10244.51651,8403.749843,3415.450388,4088.300877,107675.3,20296.40007,9807.30891,8849.688303,79255.69569,122889.0874,276566.4323,932708.498,874740.9373,782049.2762,491695.589,2619431.611,4816728.002,3968066.842,1106939.054,3423935.552,6071157.444,11343803.99,1676359.879,5469807.406,4672771.212,2665016.536,1849230.169,7745918.288,8577816.751,12539373.93,1832688.742,6560408.134,9879778.905,6428509.502,3197807.486,10313907.65,11131602.16,10004927.01,13700910.43,22258142.14,20359615.42,76396044.45,31498466.42,25996075.59,40792927.89,25176922.49,19445694.99,35328259.15,36051058.45,27757276.72,24444905.28,33027776.64,43952082.57,31451515.6,21830711.61,31723505.6,52196097.89,31211946.08,1418.301018,0,1976.149758,1770.82488,3400,213.1248109,4.325063361
"2478",94516.10662,1097250.208,625845.2228,1377865.585,1482956.377,3362937.695,4731163.79,1250717.984,1442232.37,3643592.71,5103126.438,384775.7814,1309740.554,4690340.981,4779448.147,2280513.933,2514512.85,2685953.328,7497831.268,3110113.84,2518675.052,4760433.194,4179092.967,353989.3887,833577.9517,650765.4245,426505.9559,1735626.882,4032579.624,3976430.758,2903438.731,1787917.263,5562152.271,3908795.234,5276388.527,2221676.66,6285372.276,3634391.631,3339524.78,2224600.611,6046487.721,3627005.522,5107456.321,2326056.762,7886227.058,5607067.131,5817390.249,652200.4055,3391162.907,1268651.257,328620.6224,11093500.83,16591177.02,10271903.63,18575777.08,24836862.59,26664648.97,20387671.91,12499094.82,12173506.03,42431768.09,21300682.22,9737584.151,17806753.18,10437637.79,29729506.55,8818335.511,11104873.9,51100690.82,17933329.85,14582127.73,69604.51192,39947.91139,34845.64557,21777.50535,3413,191.0564434,9.241280861
"2544",1153110.764,2784639.928,850540.2116,1499191.459,2924889.915,9290663.444,4410468.432,6838588.056,4025340.286,7819897.489,5160515.122,10067710.94,2377526.769,11497440.74,15465122.25,4585963.837,12558969.17,18668910.34,12093114.18,18736363.16,4362550.685,11095300.76,13267228.76,184306.1561,1141170.97,838222.2491,1628970.518,1581844.883,2984548.823,2829691.919,2589074.627,3302499.89,2897063.543,2804856.531,3980344.802,5905675.697,2876142.031,2317577.069,2031464.653,3737558.147,4309010.2,16510461.38,5002774.095,3841463.184,12221528.16,3394473.025,13479382.68,581329.8982,1644188.314,1251271.252,1416164.811,13570089.57,10876508.2,13373484.79,26534688.82,34211406.2,46729333.13,34356996.65,39100211.05,30836709.44,36894343.42,46041549.89,26848647.69,54350189.37,47803747.9,30021287.57,28088935.98,37892020.27,66801587.74,51039575.57,55300417.48,19211.11663,21489.73866,185017.6356,33114.39302,3537,122.0249876,5.788430502
"2587",241449.5949,730397.2966,375413.2294,559910.2972,352937.3267,935789.0873,764500.1394,625409.1853,475817.8449,803754.1137,758572.7468,662577.0174,264258.453,799634.8887,1220822.857,347742.9079,639846.7938,1513422.462,1772190.289,1155335.677,394193.3171,995489.5461,1373255.068,41656.86512,576969.2037,263490.5438,187846.8924,289346.9557,974588.1323,1046841.843,940924.2683,2152909.438,2148074.454,1560061.055,10439805.55,8421861.11,8013771.824,3268989.795,3566046.101,17675684.32,16638006.83,39547141.25,45669902.09,20820210.65,27527855.21,8358263.873,44474627.41,381208.9644,1835941.783,1151234.211,553101.7252,690022.3766,536394.4621,624355.2966,2030364.096,879524.9699,840430.5665,686803.9968,587644.5424,485232.0958,655255.7475,546177.3891,323342.1208,535062.3392,61018.16517,1312829.406,239166.402,327745.7908,410629.9816,649902.3812,122803.0803,2058.333174,12118.43188,41547.06754,2373.755843,3620,243.0625781,4.455397446
"2634",115125.6643,104813.1463,93477.2535,107887.3251,54299.67233,119841.3787,108528.7982,172266.5536,44824.99621,149623.6449,129207.6302,162563.9873,46673.11979,226657.9303,246806.7998,83488.30409,37383.08826,257492.3233,207875.6299,146596.6899,33841.98203,313666.8244,148902.8976,48532.52888,248119.6039,76357.82432,115681.5033,113012.505,822181.5585,770250.2132,400898.1164,250536.6226,1099976.194,856073.0828,1275729.559,395177.7193,1236002.216,1129128.49,325577.8502,298492.3297,1622872.403,1582372.374,1552279.657,307021.8852,1830594.732,1851105.384,1477097.157,33082.3556,271254.987,86562.99957,27139.32643,265718.2319,1121570.974,908048.6667,1081547.868,505316.3271,1947115.935,1049806.243,910480.3134,450775.2649,2410676.8,1624276.133,557220.9405,631744.5242,1275095.961,1471184.714,614778.3861,698794.3345,1047965.152,2024543.027,1019829.268,56647.55406,3398.780953,4308.321836,48131.49036,3711,202.1100002,1.360609118
"2902",1836300.861,9026661.675,2526857.953,12682525.24,164116.5796,3802299.996,2053317.147,1611022.888,225178.1552,593694.188,615060.6672,1059565.812,115245.8183,484465.6885,1472367.142,456692.3743,108963.5872,1396647.18,3203733.64,671618.8831,131327.8045,198402.4361,995966.8405,75353.03585,437489.5511,320096.121,179929.243,278352.2754,729453.5408,756404.4583,806083.9739,1210719.114,1556285.242,1351986.238,3720742.453,2199334.224,3349379.07,2598173.024,2195606.301,2000300.99,4922227.933,13297897.17,4916796.896,1269624.115,6452496.787,2547311.235,1498041.737,240394.5011,227797.1875,168588.7037,97369.35291,388967.5034,317546.8196,320006.3884,330267.8594,300688.0689,620548.0965,295645.7931,178035.4957,92875.27412,482232.5685,318963.3996,88149.75601,98919.73341,64233.77467,178042.8162,68911.15327,89808.05873,215023.4204,148736.6892,4495685.525,0,9351.494431,5870.209242,3019.889032,4243,267.0744362,6.24076646
"2922",72625.215,6119.695631,33210.55867,31112.55552,39821.4851,71582.20276,28458.16445,41751.19754,30926.55171,7037.946519,138643.4961,7446.071031,41053.80698,22016.55802,132511.2006,49364.95056,13592.77404,152229.0061,411626.7666,48938.29679,13868.42354,82911.94857,140357.9041,127096.1621,280843.115,162067.1163,57941.17703,4983563.657,4564807.358,3648916.669,3282528.101,8576133.288,4570386.164,4909919.4,9768038.885,7127404.098,8851912.357,2986824.185,3164252.217,12752016.29,9123095.218,7945935.445,8589419.541,12521922.57,14039634.39,15364338.45,7237692.759,66963.2196,16028.37575,64811.81602,43263.84992,34461.69536,17954.45094,77827.95667,85792.34449,84970.42727,22996.68837,31065.33648,24969.54465,6926.644995,44342.44593,16908.86124,33840.49022,26264.89989,197684.7478,112277.6875,35911.46916,47998.22751,574752.9541,101386.6399,135803.5841,2742.348148,11521.29379,11419.25952,5039.64175,4291,218.0673396,10.60177423
"3162",2228.837928,5631.570336,2650.967531,0,4300.418947,4575.778376,5977.839317,10012.79569,1568.340915,3964.058706,2850.270312,7403.353225,1774.5167,2025.193677,3647.191358,2740.377179,3057.958994,4394.601702,6401.21032,4208.730224,8310.258863,5740.554047,6872.095439,445454.6195,353028.97,338916.3677,1162178.83,648858.1003,1322857.043,1832617.597,3913787.543,920178.6454,2291919.487,2816580.222,3609990.555,1700817.625,2670181.611,2631267.641,4318932.153,1096025.302,4261878.559,3800868.553,5459197.359,1516901.517,7696377.386,4546661.181,11485253.53,32502.82725,5338.386424,4960.642136,26012.28848,8648.208441,46136.8683,59514.8011,225136.5652,38513.08893,146144.5378,224021.4021,328201.0699,55117.41215,205295.0838,224986.5168,311219.556,112390.2483,112730.1189,116356.6737,589539.4207,319255.1479,188305.9704,325927.5128,426059.582,4324.896068,3126.548362,3249.480019,4655.377271,4795,222.0774321,6.656779508
"3401",831645.1545,1527097.36,666721.0891,1395201.193,1129106.16,2942418.569,1847528.164,2000539.538,1550118.068,2515856.441,1889595.394,2920817.937,905012.4204,3026808.336,3568304.606,1259274.932,3445021.641,3796752.345,5096429.346,5140139.932,1594100.787,2628234.869,3831641.437,5958.638382,244483.4153,165899.6705,300251.9947,766482.9356,1745533.812,1788611.061,2044788.044,2206151.707,2489310.632,2197292.895,5594762.638,3243693.043,2397185.992,1832838.639,1596095.721,1929032.869,3099009.01,2235477.582,5109579.72,1542991.803,4668822.491,2284322.238,7525003.783,338608.8594,1070095.668,437502.5815,383758.8808,1302169.54,2058616.568,1659974.603,6366919.391,3064798.89,6440523.077,4067612.313,6706130.421,2059021.394,6609273.305,5540462.28,5008304.718,2808677.056,9382472.825,3944801.273,5698644.071,2972504.382,12110477.19,7266028.774,9101427.487,2481.004169,0,1717.812158,2558.712781,5284,151.0614187,5.627930966
"3422",81660.59834,204690.833,327955.0594,684128.1892,90857.39323,430018.3199,395508.1838,274664.7482,91931.6257,106284.906,978629.2749,74805.38891,143820.5846,211742.0729,179716.3595,140066.182,253122.7663,194956.7842,116410.691,108050.6854,86691.21093,174772.2215,348731.9877,15468.79855,100287.0289,134904.0912,250019.6122,46014.9619,1093002.049,2220104.634,461698.5337,85236.90837,1646877.436,898716.7923,2154646.262,30177.45479,1815941.837,1506552.074,254912.1177,17999.80802,2970577.297,1535983.267,2857866.229,184510.1774,4440111.849,3382863.845,314336.8639,15058.37326,113940.1163,627131.4355,139387.819,82923.56413,275788.7987,676639.3029,406003.5968,562205.4174,473991.2387,641821.5073,95349.22939,73414.01517,571916.1316,870062.4012,219420.3292,92064.53391,652611.86,298643.1614,137843.475,16155.36618,646767.6344,911070.6521,41668.31889,0,20276.47036,0,24816.75342,5333,300.1351618,8.286826058
"3481",50967688.47,270203.2593,13967982.97,19950986.4,205635.5016,78220872.64,75731443.22,62481884.69,170665.8209,52370539.6,64838141.94,45130667.23,211222.445,66937132.97,71370433.4,244853.153,73412241.93,56587585.67,71919875.46,121208955.8,108121.1788,69256742.44,55660215.67,4037707.062,203131.2201,2280481.539,3757531.998,194522.5531,25208062.39,15309627.95,67392257.27,16841111.97,40577787.28,24430449.83,36631037.54,11528160.85,25910604.37,12473580.8,37380404.61,326186.4352,28351822.88,10953868.13,56662619.99,175889.3244,382259.9448,19455277.42,22125355.83,11073363.99,12779960.02,1787476.219,4231293.905,76818399.99,589130960.2,495266478.8,837979387.7,336660584.1,1018924672,658474895.6,411026638.4,165263871.8,2075761720,956239129.2,974009963.7,177552342.5,784241861.3,1120940999,1732210735,140181269.5,2151643571,1974046244,1517767497,269567.2672,674400.7199,550721.3263,173211.6731,5465,146.046123,8.412243532
"3538",25934.09577,3586.077444,6313.917819,4660.956121,20596.35633,85717.88511,22371.73439,25790.276,18739.89391,8199.10658,22841.89317,6867.225961,67074.04408,43632.54456,25461.29675,30209.68671,5779.192518,68567.95956,29149.37507,17030.0928,13826.61753,272799.2525,15250.67361,202880.7843,218549.955,89913.07564,8223.750893,280678.838,737496.5668,542656.9561,472656.7968,439762.417,999703.6525,784664.4452,1032791.493,636821.6397,1004602.299,936581.218,458529.4508,855858.4339,1383637.788,1453483.476,769919.4792,970811.0221,2863707.564,1021425.255,771003.0627,43321.42888,177695.1479,154855.9174,54313.03301,237966.2776,75306.91188,200868.9802,553018.5803,141099.2364,1299575.234,314138.6471,353934.5238,196081.2962,734774.6575,2177448.672,137012.7308,91563.18416,998137.616,44978.66112,448776.1531,113325.3431,43930.7056,1155248.523,445220.6673,25059.33788,13358.81145,18671.85845,16980.95673,5600,187.1089992,11.66178093
"3922",350157.0374,386113.2728,295906.1518,361159.149,654339.0449,3235657.846,2690374.99,1671869.312,1057617.431,3592438.403,3504912.239,2786286.462,823836.5891,5046804.344,7093069.561,1291710.978,3065715.92,9281740.548,10862121.99,6379464.788,1653150.348,7710822.937,10779071.12,41096.40688,209997.154,205342.644,82131.86762,171104.9556,925697.6088,757133.4114,480953.726,644218.6847,1417447.39,989853.166,2106615.716,1109389.664,1820371.802,992243.1112,467383.5171,813477.5005,2963012.31,2492692.288,3178514.015,698573.6828,3487839.441,2950341.719,1969827.927,707482.07,5099941.475,3478585.205,1679832.087,10096535.69,18412257.93,20605663.14,31230420.62,23214267.25,35784478.61,35669390.05,23392777.46,21715414.8,33225238.43,42500237.13,22926113.37,29555675.7,35285134,51070109.77,18964709.91,23514401.11,54996372.7,77456163.09,36871069.17,32359.93998,482131.6716,363774.1406,714536.4558,6601,168.0668129,1.943328359
"4225",110418.613,601205.2388,192263.284,153970.1823,1403415.412,9719933.637,6112649.585,2388731.798,1937724.958,3722271.293,7729211.276,1584884.523,1822463.892,5541665.166,15665463.05,1109842.159,2046644.279,9260213.199,13629849.25,4502784.739,1589656.174,14641157.36,10590339.9,4887.806119,121787.5527,23591.97499,0,15096.33863,250400.5247,200134.1422,91485.38349,19567.80984,303260.1975,334305.6599,79343.73936,18392.71815,630813.8346,368530.039,54685.19133,13919.69226,904854.3235,588074.5222,64483.6499,174985.7161,876546.0487,583742.3355,9779.396262,5921.586683,9445.244396,16426.63065,0,14335.24106,150951.8037,130087.9724,401721.6591,22503.77878,268361.5996,146041.0724,283319.3471,15750.02062,529722.2041,210783.2287,204216.8456,86536.83671,338189.7645,304375.7267,19849.92113,26331.3237,720759.4598,542318.1886,388748.2306,5275.580095,9691.071936,257268.1889,7214.250189,7508,231.0989216,11.37508393
"4231",2360618.116,101957.6082,256604.3649,329982.3109,3927990.473,333543.6965,291698.1752,11772327.94,5559734.279,474130.8482,464098.1706,17539677.24,3233835.764,496274.3155,822386.6533,7203489.86,9442395.59,742364.9752,378572.3015,24278828.43,8562130.343,609173.5002,491709.624,7843.103091,61877.17171,9671.141694,51300.36505,2916.550494,151322.7469,265127.5361,93701.55595,12035.4796,167310.9786,111357.8744,20844.18817,39136.54801,115497.5696,83148.09624,9622.479911,27614.78215,251715.8547,15229.85057,9378.559607,8855.492837,197627.7753,28255.533,9225.480325,15544.27391,85080.48293,49130.57702,31176.55139,4111.472577,64020.46837,111649.5453,169504.7758,14445.54255,30614.38996,228927.9059,315969.6054,53223.43467,27959.88201,128315.2166,618530.9915,195999.6496,118634.5669,259940.1706,287204.4228,48139.141,110158.9439,422516.798,670541.8918,0,2286.588248,1795.197288,2313.5206,7515,267.0665995,1.41579557
"4614",289942.3783,616298.6293,825918.7416,790891.7036,658552.6342,2373270.827,1857309.667,437944.4294,924427.4152,3857069.957,2767121.273,2915131.435,572948.7462,5650585.002,4732029.305,1199720.139,2435971.39,8446301.522,7805488.345,1242867.313,1588610.264,7329510.259,9010146.283,2192.199962,65378.4528,37935.37365,12088.14493,139184.1121,787930.3514,843241.8108,554856.6978,291960.6657,1634330.843,1333503.764,3054718.342,937537.267,2567276.692,2415990.041,618445.3501,1206008.782,4012948.512,1366848.8,5842030.875,1480498.799,9120703.265,4183206.926,113249.7006,21028.25604,312811.8615,207351.8522,178097.5385,342383.5686,579569.9574,1017798.699,1319831.659,822650.2853,1594742.187,1940320.412,210003.4757,525088.6373,1720728.231,3030983.133,252400.107,722761.0866,1885583.268,2788438.464,1088820.09,940028.4868,2165937.555,3106767.722,1449059.112,0,2436.434221,0,0,8823,243.171718,5.384277285
"4616",6941.273682,2494.996033,3229.537994,8506.772708,3657.332344,2365.282502,2356.934381,3460.972209,3501.655416,3865.172018,2154.382558,263547.115,9401.711831,3577.966723,5922.0571,7863.721256,3918.787333,2915.723553,3738.314514,19559.99448,10567.09971,3288.591891,6123.990793,8186.086343,32946.38775,165074.5897,130857.3121,508543.7946,605624.7686,348640.6537,911468.549,766721.2868,749659.5963,1329115.118,1267795.01,1912011.527,639059.5425,1411968.835,1068870.873,961343.5003,878216.4907,1003042.385,1780457.625,1135162.961,1437003.057,1648992.665,3400792.664,540481.1103,603859.012,1327788.066,771302.2507,1170758.894,1223815.805,3869414.382,5564550.533,3178142.62,2497743.445,3195515.46,5081657.427,3016463.402,3264521.974,7229742.164,3973603.865,7460092.909,8974458.519,9982321.642,6235511.795,7306946.316,11265247.73,5404429.998,7327731.363,5810.577817,4186.891832,211833.3415,4448.113796,8829,181.0508689,6.588919435
"4657",118132.4235,349346.9214,197442.5651,367093.3226,503611.8976,773254.591,714403.3761,429127.8888,511713.4963,588140.5013,732465.8584,574179.4218,264458.3522,641953.0468,1096296.028,262895.9954,656820.6348,897899.5527,1853625.755,952015.6889,447313.0817,750343.2153,1174866.42,5148.090985,70019.0882,74542.77809,54254.27297,178370.857,502559.144,418945.2991,332823.9714,421201.6925,742726.2045,624529.6679,1114197.435,623203.1337,845172.4663,593391.3618,316573.4264,637204.1396,1026306.763,1381450.499,1105261.055,567459.0861,1357501.829,644055.8589,734630.2942,89798.115,293178.0486,114337.6118,12020.1794,463061.1262,906975.4547,985509.5752,1539769.221,575673.8488,2355472.768,2551920.009,1482209.995,249158.2294,3000662.604,1548588.381,1070480.891,455465.6963,1614801.89,987374.8512,1860889.412,1210694.466,2235266.273,1467200.25,1600385.847,5811.335153,11253.84751,129578.741,7098.010918,9005,88.04028631,10.25115457
"4684",9048.888695,5230.122404,19469.25023,7653.349328,394184.7111,349859.838,221420.1386,322392.1972,38356.42426,133381.6734,297748.7807,324593.0806,223604.0872,180630.8631,625820.8526,29669.50002,530516.0126,300663.8015,1061798.792,854353.3572,325523.7315,302055.7775,508659.577,5292.681622,54280.44109,130925.01,154048.2554,4904967.083,1632611.221,1761831.543,5338168.717,12219657.45,2511117.846,4667996.645,2896187.96,17897709.93,4853537.265,4340700.689,7671750.109,14266117.55,5047496.706,4035893.774,2785708.285,7174830.898,2873318.998,2785510.565,17109603.74,4871.222917,81551.13554,5255.923407,18540.95703,39666.27456,480697.0885,571698.5735,843257.8332,157239.0698,744639.877,493170.11,95024.28296,83925.68087,96140.08432,61308.9503,64073.39968,276533.46,792257.7295,653809.2069,113399.7934,97171.66425,151277.9521,158492.7455,143333.468,8983.571943,7415.030687,141429.0914,4345.215923,9142,118.0512073,10.46564362
"4788",62684.00926,850844.751,32502.44021,262208.4959,234339.0742,796356.1213,86977.90384,87128.78546,29935.68029,81649.7759,889904.0205,669637.2127,34889.21239,54706.28389,44982.11259,70993.1647,106784.2016,971803.4981,82898.81932,145514.1456,51333.5916,69475.0144,1456067.058,34873.02531,233957.0904,66804.96447,140995.7822,178775.8201,1879203.544,5144705.976,7345917.257,1962099.913,5905277.005,4580977.907,32443570.39,2064069.143,11726110.92,10117064.01,14641473.39,3848567.572,15521216.31,46922647.7,61786529.12,3791676.871,55744501.85,43743118.27,70748960.35,70470.31288,2465444.018,1071585.818,103312.8335,147136.1964,2260437.61,3587593.389,7534430.738,926375.0446,3733377.556,17119821.79,1990181.334,2362980.696,9571417.706,8872184.075,687118.6612,6687594.647,7172215.28,5971578.54,2084680.525,9452740.025,13551987.55,8571870.629,2702842.825,12606.79025,6372.100445,48255.57855,66309.08787,9510,153.0194308,8.558253993
"4799",658556.8298,1500894.736,409260.2777,643862.8422,1927409.732,3934145.488,2947228.698,1429771.146,2145000.241,2528485.861,784625.6738,769137.6689,2053210.159,3322909.215,2713621.85,2632917.306,1438574.186,2815900.367,846499.0112,4446298.851,2488300.279,3346708.833,2526300.075,100912.3586,46478.05739,44393.12147,551605.3219,1262104.982,2033399.227,1144780.932,2324670.92,9296517.301,2050982.39,1592792.017,4346068.599,7406896.329,1485536.154,2424721.63,1398969.618,668446.6217,1650015.774,1838533.25,2978315.139,617465.0815,1628720.825,3314870.758,7572147.187,328741.0313,544454.6128,175509.1661,737082.6479,2961676.087,32720437.5,22699524.56,39795360.02,13388743.71,55396983.8,29699467.84,36610313.31,5939445.296,127303838,56342766.01,36614085.42,1710239.184,43427564.04,54222292.4,72662619.7,4592339.339,124770315.1,101175910.6,55569085.22,90033.93747,285255.093,107400.1472,122105.4872,9523,116.0355109,8.330685933
