Query,KO,Score
2727721156,K03975,257
2727721332,K01715,256
2727719693,K13503,256
2727717559,K03733,255
2727720289,K03925,255
2727721634,K05780,255
2727721598,K00684,254
2727718810,K03414,254
2727721078,K03469,254
2727719063,K02996,253
2727718750,K06024,253
2727718599,K02484,252
2727718331,K09810,252
2727721122,K13652,252
2727717911,K02013,251
2727718961,K02493,251
2727719921,K05836,251
2727721446,K07326,251
2727719805,K15984,251
2727717819,K00647,250
2727719101,K02003,250
2727718450,K03630,250
2727718959,K03775,250
2727720256,K03978,250
2727720341,K06442,250
2727719116,K07050,250
2727719566,K07118,250
2727718877,K10026,250
2727720686,K11897,250
2727720901,K09749,249
2727718579,K09889,249
2727718205,K18988,249
2727718466,K22292,249
2727720057,K00275,248
2727721640,K02043,248
2727720481,K02994,248
2727720948,K04488,248
2727718732,K06134,248
2727718164,K07397,248
2727717636,K22509,248
2727718576,K01247,247
2727720479,K02931,247
2727721399,K06187,247
2727721267,K00216,246
2727718978,K03179,246
2727717633,K03225,246
2727721335,K04719,246
2727719875,K00610,245
2727719824,K02067,245
2727718704,K11068,245
2727721536,K12972,245
2727720325,K01521,244
2727721191,K02356,244
2727720462,K02950,244
2727719603,K03501,244
2727717831,K07010,244
2727720129,K10002,244
2727718418,K00945,243
2727719482,K03809,243
2727718193,K00067,242
2727721456,K00231,242
2727719163,K00759,242
2727721721,K01246,242
2727721434,K01579,242
2727720486,K02876,242
2727717824,K03437,242
2727720424,K03550,242
2727718883,K01079,240
2727718781,K07040,240
2727720433,K09962,240
2727718543,K01304,239
2727719285,K00760,238
2727719161,K00942,238
2727719763,K01934,238
2727718666,K03486,238
2727717699,K07018,238
2727719746,K07034,238
2727718670,K00799,237
2727721611,K07051,237
2727720413,K00058,236
2727720103,K02221,236
2727718275,K03426,236
2727718267,K18676,236
2727717619,K22488,236
2727720884,K00287,235
2727717668,K02072,235
2727721861,K03584,235
2727719633,K07168,235
2727717555,K13288,235
2727719040,K02884,234
2727720101,K06204,234
2727719197,K02463,233
2727720454,K02601,233
2727718843,K07507,233
2727721073,K07560,233
2727720791,K00339,232
2727718240,K09125,232
2727721054,K01776,231
2727719783,K02672,231
2727720494,K02879,231
2727720195,K05831,231
2727720422,K00992,230
2727719663,K02258,230
2727721213,K06201,230
2727718974,K08296,230
2727719993,K10778,230
2727720137,K03640,229
2727719391,K08641,229
2727717440,K12217,229
2727720790,K00338,228
2727718024,K00508,228
2727720477,K02874,228
2727721417,K03638,228
2727718538,K23123,228
2727717527,K00857,227
2727720085,K01588,227
2727721638,K06165,227
2727719295,K07447,227
2727718272,K09933,227
2727718815,K21929,227
2727719220,K02654,226
2727719477,K02821,226
2727719061,K15724,226
2727721028,K09926,225
2727720674,K03673,224
2727718792,K02437,223
2727718406,K03741,223
2727721581,K07039,223
2727717503,K07304,223
2727718068,K01091,222
2727719923,K01792,221
2727718505,K02414,221
2727718524,K06910,221
2727721519,K13063,221
2727717839,K01118,220
2727718747,K04760,220
2727719485,K07230,220
2727719675,K01653,219
2727720458,K02864,219
2727721200,K19125,219
2727718502,K02417,218
2727718801,K03408,218
2727719681,K10918,218
2727721618,K19302,218
2727718170,K01817,217
2727721424,K02002,217
2727721582,K08325,217
2727719235,K00127,216
2727721150,K01055,216
2727719088,K02676,216
2727720484,K02988,216
2727719016,K09977,216
2727719090,K00943,215
2727720463,K02992,214
2727719827,K04754,214
2727717898,K19055,214
2727718394,K06726,213
2727720370,K00901,212
2727719005,K03828,212
2727719039,K00567,211
2727721080,K00991,211
2727721567,K09768,211
2727719915,K17836,211
2727719710,K07566,210
2727721468,K09859,210
2727717896,K09958,210
2727717581,K01095,209
2727719874,K03281,209
2727721586,K09928,209
2727720209,K22027,209
2727719750,K00783,208
2727718031,K01993,207
2727718260,K03413,207
2727719058,K06886,207
2727718009,K14059,207
2727720805,K03719,206
2727717616,K22505,206
2727718598,K00505,205
2727719596,K02113,205
2727717781,K02371,205
2727720466,K02946,205
2727717751,K06895,205
2727718813,K14742,205
2727719462,K02664,204
2727721108,K07738,203
2727719463,K02665,202
2727719193,K03624,202
2727720005,K08083,202
2727720689,K11906,202
2727718690,K03270,201
2727719195,K11250,201
2727718191,K01790,200
2727718917,K02656,200
2727718339,K06970,200
2727718308,K07396,200
2727719939,K12410,200
2727719491,K17247,200
2727720140,K03560,199
2727721442,K03687,199
2727718865,K16137,198
2727719857,K00355,197
2727720423,K01159,197
2727719094,K02018,197
2727719432,K02888,197
2727720258,K03216,197
2727717510,K03503,197
2727721462,K07043,197
2727719749,K09710,197
2727720339,K09915,197
2727720947,K13628,197
2727717768,K02372,196
2727718656,K03616,196
2727721847,K09957,196
2727718837,K11991,196
2727717578,K00794,195
2727718369,K02422,195
2727718825,K03664,195
2727719738,K07491,195
2727719006,K02939,194
2727721744,K03559,194
2727721736,K07226,194
2727718059,K07313,194
2727719102,K10804,193
2727721439,K02553,192
2727718696,K02806,192
2727717544,K03856,192
2727721830,K09767,192
2727718916,K15539,192
2727720455,K02867,191
2727721460,K03273,191
2727720566,K07025,191
2727720144,K08082,191
2727720561,K07275,190
2727719597,K02109,189
2727719833,K03577,189
2727720668,K03600,189
2727720090,K03790,189
2727717695,K06140,189
2727719873,K03823,188
2727718577,K03919,188
2727717698,K07023,188
2727719461,K02663,187
2727718212,K03564,187
2727719247,K03632,187
2727719655,K07152,187
2727718990,K07390,187
2727718284,K02339,186
2727719563,K08166,186
2727720944,K04755,185
2727718227,K06889,185
2727717725,K09921,185
2727719219,K00859,184
2727719646,K01496,184
2727720471,K02965,184
2727718945,K03101,184
2727721597,K03711,183
2727721900,K00860,182
2727719560,K01185,182
2727719042,K02860,182
2727719810,K07107,182
2727719414,K11065,182
2727720517,K21949,182
2727721430,K00950,181
2727718452,K01520,181
2727717715,K03558,181
2727720000,K07000,181
2727718328,K08310,181
2727718761,K03594,180
2727718322,K07734,180
2727720792,K00340,179
2727719204,K02456,179
2727721401,K03634,179
2727720829,K03786,179
2727719449,K11921,179
2727718645,K12262,179
2727719182,K03772,178
2727720661,K04078,178
2727719867,K07002,178
2727720084,K07052,178
2727721256,K09748,178
2727720962,K00432,177
2727719690,K06952,177
2727718691,K11719,177
2727721540,K11939,177
2727720245,K13529,177
2727720950,K13643,177
2727721115,K15540,177
2727719515,K15974,177
2727718300,K06190,176
2727718433,K09792,176
2727721722,K13626,176
2727719772,K02233,175
2727721165,K02887,175
2727719431,K02899,175
2727719056,K01633,174
2727717731,K03808,174
2727719396,K15012,174
2727718258,K02388,173
2727721175,K03282,173
2727720239,K03536,173
2727721375,K20866,173
2727717487,K10806,172
2727720472,K02890,171
2727721864,K00997,169
2727719009,K02990,169
2727720501,K07042,169
2727717748,K07054,169
2727719626,K00330,168
2727717553,K01724,168
2727721463,K01759,168
2727721663,K03111,168
2727717524,K03805,167
2727719707,K03933,167
2727719768,K02231,166
2727721262,K02956,166
2727720946,K04082,166
2727721362,K01082,165
2727718910,K03666,165
2727719036,K06891,165
2727719215,K06925,165
2727718514,K01104,164
2727719592,K02114,164
2727717550,K08968,164
2727720490,K02952,163
2727719455,K03651,163
2727720844,K02386,162
2727720040,K00788,161
2727719465,K00891,161
2727720610,K02494,161
2727721639,K06166,161
2727717716,K03749,160
2727719256,K04061,160
2727717770,K06142,160
2727718593,K07305,160
2727720124,K01779,159
2727721504,K02389,159
2727720318,K05979,159
2727721767,K09983,159
2727720170,K02348,158
2727718259,K02387,158
2727719043,K02959,158
2727720374,K03747,158
2727719155,K09117,158
2727719765,K09888,158
2727720797,K01169,156
2727717593,K01692,156
2727717645,K07687,156
2727720058,K08604,156
2727721036,K13993,156
2727719213,K17865,156
2727718574,K03611,155
2727718439,K09823,155
2727720556,K09923,155
2727718027,K18129,155
2727719012,K21600,155
2727718738,K03608,154
2727718817,K02902,153
2727720957,K04750,153
2727721474,K07302,153
2727718469,K09158,153
2727718324,K00851,152
2727720828,K02160,152
2727720480,K02954,152
2727719007,K02963,152
2727719084,K05805,152
2727717989,K07455,152
2727718362,K10914,152
2727721198,K19046,152
2727719356,K03098,151
2727720391,K07113,151
2727720559,K09975,151
2727719447,K01725,150
2727719008,K02686,150
2727718999,K03825,150
2727718484,K08084,150
2727721203,K09951,150
2727720690,K17733,150
2727720670,K04752,149
2727718065,K06195,149
2727719949,K06940,149
2727718937,K09858,149
2727719757,K03643,148
2727720915,K00241,146
2727720846,K02399,146
2727718187,K04762,146
2727721642,K05774,146
2727718052,K04751,145
2727721201,K19126,145
2727721259,K02834,144
2727721746,K03296,144
2727720388,K03832,143
2727718160,K15034,143
2727719203,K02457,142
2727718555,K05795,142
2727720483,K02881,141
2727721333,K07032,141
2727720277,K09796,141
2727719869,K09924,141
2727717785,K04068,140
2727720045,K08973,140
2727721342,K21479,140
2727719111,K02968,139
2727721168,K04764,139
2727718241,K06893,139
2727718692,K09774,139
2727720386,K12500,139
2727719598,K02110,138
2727719644,K02503,138
2727720916,K00242,137
2727718504,K02415,137
2727719201,K02459,137
2727721392,K03565,137
2727718719,K09793,137
2727719645,K01523,136
2727721648,K02044,136
2727721367,K03671,136
2727718376,K02408,135
2727721397,K09747,135
2727721275,K09956,135
2727718506,K02413,134
2727720478,K02895,134
2727718416,K05788,134
2727718728,K00247,133
2727719771,K02226,132
2727720459,K02935,132
2727719755,K19577,131
2727718380,K02420,130
2727717889,K03602,130
2727717640,K13286,130
2727718195,K13639,130
2727721558,K13653,130
2727720453,K03073,129
2727717557,K03743,129
2727718796,K05524,129
2727720164,K07112,129
2727720240,K08998,129
2727719299,K09954,129
2727720469,K02892,128
2727718302,K05527,128
2727719828,K06193,128
2727717754,K01489,127
2727718485,K02671,127
2727718853,K13771,126
2727720834,K03690,125
2727717659,K07559,125
2727718729,K00246,124
2727721596,K06186,124
2727720614,K02897,123
2727718032,K07038,123
2727717629,K22512,123
2727720278,K07401,122
2727721164,K02916,121
2727720780,K03075,121
2727721600,K06077,121
2727720763,K07334,121
2727719167,K10947,121
2727717970,K02315,120
2727720485,K02907,120
2727718977,K03181,120
2727718499,K03830,120
2727718695,K05808,120
2727717641,K13287,120
2727718823,K09801,119
2727719202,K02458,118
2727721159,K03210,118
2727721851,K03597,118
2727719514,K00537,117
2727717739,K03530,117
2727721109,K03817,117
2727720392,K03926,117
2727720076,K06202,117
2727720286,K02435,116
2727720438,K02650,116
2727719080,K03113,116
2727721008,K06518,116
2727721090,K01442,115
2727720476,K02961,115
2727720111,K03635,115
2727718814,K03789,115
2727719612,K07460,115
2727720671,K09806,115
2727718587,K03704,114
2727721466,K07337,114
2727721114,K07345,114
2727720680,K02300,113
2727721181,K03746,113
2727718821,K05589,113
2727721772,K06223,112
2727721224,K08987,112
2727719476,K11189,112
2727720621,K01760,111
2727717879,K03297,111
2727718487,K02673,110
2727718882,K15977,110
2727718222,K06075,109
2727719083,K04782,108
2727719642,K03117,107
2727717653,K04103,107
2727721126,K08744,107
2727720919,K09159,107
2727719142,K10954,106
2727720159,K07443,105
2727720102,K08738,105
2727718415,K08992,105
2727718850,K09936,105
2727717807,K02078,104
2727719236,K02380,104
2727721674,K02518,104
2727721716,K06199,104
2727717800,K08234,104
2727718816,K02913,103
2727721478,K07141,103
2727721100,K11742,103
2727718043,K02510,102
2727718489,K02655,102
2727720983,K03676,102
2727721777,K06903,102
2727720251,K07461,102
2727720098,K01607,101
2727720291,K03586,101
2727718301,K09780,101
2727717646,K20971,101
2727717635,K22508,101
2727719804,K20276,99
2727719156,K02970,92
2727721553,K02909,87
2727720112,K03636,85
2727721049,K06133,84
2727718780,K02911,83
2727720191,K05827,82
2727720099,K05973,82
2727721419,K03752,81
2727720238,K02914,80
2727721585,K00249,78
2727719160,K03060,78
2727719985,K18816,78
2727720909,K18831,78
2727718631,K00819,77
2727718405,K03892,77
2727717958,K07474,76
2727718851,K09771,75
2727720845,K02398,74
2727721486,K10814,74
2727720751,K06906,73
2727721089,K07213,73
2727720390,K09131,73
2727717729,K09857,73
2727719643,K03116,72
2727717644,K07679,72
2727718805,K20978,72
2727721591,K06415,71
2727720762,K21498,71
2727720475,K02904,70
2727717914,K05375,69
2727717618,K03221,68
2727720231,K19172,68
2727719217,K09862,64
2727721101,K11743,64
2727720833,K07260,63
2727719013,K08100,63
2727721914,K12204,63
2727719600,K02116,62
2727719198,K02462,62
2727721491,K14761,62
2727719262,K06603,61
2727720110,K01975,60
2727718614,K07662,60
2727717718,K19168,60
2727721719,K05875,59
2727718676,K09794,59
2727719402,K01826,58
2727719224,K02237,58
2727718501,K02418,58
2727719158,K03154,58
2727719468,K02847,57
2727719425,K09712,57
2727718932,K04758,56
2727718707,K09791,56
2727720399,K09790,54
2727721550,K20277,54
2727719714,K03557,53
2727719249,K03633,53
2727719814,K03745,53
2727721737,K05999,53
2727718636,K20088,53
2727720208,K05797,52
2727719274,K01654,48
2727719248,K03804,47
2727720656,K13010,47
2727720910,K19166,46
2727720809,K01800,44
2727718042,K00016,40
2727717861,K07483,40
2727719937,K13741,40
2727721906,K12213,39
2727721681,K09860,37
2727721207,K01838,36
2727718762,K02192,36
2727719437,K07733,36
2727717642,K13284,35
2727719309,K18302,35
2727721031,K00407,33
2727718604,K15536,33
2727721171,K06938,31
2727719826,K07122,31
2727720234,K07448,31
2727717617,K22487,31
2727720122,K00001,28
2727721734,K13985,28
2727717631,K22513,28
2727717455,K02609,27
2727721061,K06946,27
2727718890,K16044,27
2727718528,K02062,26
2727719255,K00042,25
2727720519,K00955,24
2727718329,K11712,24
2727721905,K12214,24
2727719578,K01802,23
2727720266,K22441,23
2727721052,K03623,22
2727719666,K17838,22
2727718590,K04062,21
2727720072,K07126,21
2727720516,K01750,20
2727719271,K03207,20
2727718117,K15659,20
2727720588,K02680,19
2727720580,K20334,19
2727718790,K16868,18
2727719419,K01560,17
2727717502,K02482,17
2727721144,K01829,16
2727718641,K01117,15
2727718615,K06006,15
2727721907,K12209,15
2727719191,K07574,14
2727721917,K12222,14
2727720871,K05834,13
2727720198,K22847,13
2727717990,K01143,12
2727720139,K03646,12
2727718318,K03829,12
2727717632,K22514,12
2727718547,K00456,11
2727719527,K03286,11
2727719938,K03442,11
